homo-lumo,Ir-cm5,denticity,isomer
-0.0180519413120486,0.137867,0,0
0.2385667351318784,0.10285,0,0
0.3291184578224131,0.104861,0,0
0.3112893574445008,0.129345,0,0
0.110778,0.3198228411331804,1,1
0.0477442850101707,0.135592,0,0
0.3162349595753424,0.163203,0,0
0.5778996175411037,0.119253,0,0
0.293196900243888,0.1348309999999999,0,0
0.0979459999999999,0.3399851959441657,1,1
-0.0325423217760071,0.1132319999999999,0,0
0.5683007194684644,0.1381279999999999,0,0
0.1445989999999999,0.2630182686305134,1,1
0.3038114020599592,0.125415,0,0
0.088228,0.3736145632478867,1,1
0.092332,0.3574380974611562,1,1
0.0229199774858257,0.098662,0,0
0.3286332915968756,0.114904,0,0
0.288317125619468,0.113935,0,0
0.2812397219251193,0.130258,0,0
0.139933,0.2001615751736229,1,1
0.154521,0.0654838366606849,1,1
0.008676940227354,0.1283849999999999,0,0
0.3011741841623556,0.109615,0,0
0.2789840445088981,0.114451,0,0
0.0917187161415878,0.108647,0,0
-0.0033586797254975,0.125321,0,0
-0.0248796614667637,0.1090859999999999,0,0
0.1745331451987105,0.131958,0,0
0.0121728890506997,0.13468,0,0
0.133897,0.2354720506715497,1,1
0.118374,0.1977768923584247,1,1
0.175152,0.1883977694140852,1,1
0.135203,0.2783322059218036,1,1
0.1384859999999999,0.1406381727805453,1,2
0.2826009029280328,0.1338099999999999,0,0
0.1434532643003792,0.1268689999999999,0,0
0.0765229999999999,0.3305536048742894,1,1
0.137432,0.1178708725529245,1,1
0.1274,0.261587764013363,1,1
0.143663,0.1765421998222968,1,1
0.036201,0.2138632025066995,1,1
0.0107177999614372,0.148584,0,0
0.1031895200315758,0.163157,0,0
0.4094233119123738,0.146705,0,0
0.0642571596663266,0.1047499999999999,0,0
0.117753,0.3819824755546281,1,1
0.249207929466333,0.153129,0,0
-0.0074427238330212,0.1337519999999999,0,0
0.2619895861446247,0.132683,0,0
0.102332,0.2529349714883414,1,2
0.3141609031619878,0.1050099999999999,0,0
0.073755,0.3643463491364015,1,1
0.3009317433052242,0.130801,0,0
0.1183696005046017,0.1588619999999999,0,0
-0.0078067682842604,0.134879,0,0
0.138425,0.2916101521159886,1,1
0.3224087551944452,0.109204,0,0
0.0826526370855483,0.141265,0,0
0.3480217934707424,0.094638,0,0
0.2619182824678556,0.1281209999999999,0,0
0.2551746069571591,0.061924,0,0
0.1608022650793984,0.1855929999999999,0,0
0.4082053275288391,0.1193179999999999,0,0
0.1403404411790834,0.104599,0,0
0.2719858805485246,0.111637,0,0
-0.0113783715905906,0.161878,0,0
0.165626,0.2372570913240366,1,1
0.0884244968113729,0.145121,0,0
0.116959,0.2068651399095473,1,1
0.103499,0.3384256834213273,1,1
0.183276,0.1160287843366224,1,1
0.2703956584399443,0.0935369999999999,0,0
0.095572,0.3630711328671007,1,1
0.1287254918417958,0.130482,0,0
0.077663,0.3391920675239412,1,1
0.1560456098174464,0.154695,0,0
-0.0289048085185131,0.160987,0,0
0.3572444906877504,0.0950699999999999,0,0
-0.0018067831287626,0.172432,0,0
0.101296,0.3698282287681582,1,1
0.165653,0.0679384611187782,1,1
0.2103292390952739,0.1619189999999999,0,0
0.2994884915359554,0.1099029999999999,0,0
0.127555,0.2259975854538891,1,2
0.1563580218147341,0.1182099999999999,0,0
0.2883706775385147,0.127403,0,0
0.391612532831137,0.1055319999999999,0,0
0.271801446249338,0.1556489999999999,0,0
0.132865,0.1295399987940129,1,1
0.3265174008401316,0.110206,0,0
0.0698086912392884,0.163178,0,0
0.0735929999999999,0.368136296084627,1,2
0.020814297164135,0.1104329999999999,0,0
0.0144480079077489,0.121376,0,0
0.2593846027228156,0.150569,0,0
0.4932381461911931,0.1691339999999999,0,0
0.022472405530339,0.142063,0,0
0.09581,0.3449989426262382,1,1
0.118614,0.3201854043661184,1,1
0.2840185556208465,0.129492,0,0
0.2834050908914102,0.144791,0,0
0.2907493378228454,0.100134,0,0
0.292249273563668,0.125133,0,0
0.3955029514383366,0.1234469999999999,0,0
0.3069563926228438,0.129437,0,0
0.143106,0.2171258399152318,1,1
0.114708,0.2612519588545183,1,1
0.144777,0.2500878966400816,1,1
-0.0080846339688604,0.157918,0,0
0.3706323139946431,0.145175,0,0
0.0791239932856636,0.098663,0,0
-0.0005286016119015,0.161884,0,0
-0.0083484598221598,0.154822,0,0
0.135977,0.0280077012270971,1,1
0.2904848195769741,0.135003,0,0
0.2708464004060471,0.129903,0,0
0.2316983450497147,0.150287,0,0
-0.0163098141131592,0.107957,0,0
0.2864565004528421,0.095091,0,0
0.3049946965481775,0.113089,0,0
0.2942068589229459,0.1054099999999999,0,0
-0.0195664502896667,0.153082,0,0
0.133953,0.0778477814806018,1,1
0.010579900139237,0.15493,0,0
0.2275615331354814,0.120853,0,0
0.1231432294767968,0.1163739999999999,0,0
0.116814,0.3365236806623754,1,1
0.087547,0.3992430447215919,1,1
0.09195,0.4294540835283092,1,1
0.3076163470701747,0.126668,0,0
0.0893959999999999,0.3354919689933877,1,1
0.3122200642166849,0.1228209999999999,0,0
0.2674821217613258,0.1191149999999999,0,0
0.3345026921252038,0.129206,0,0
0.0175948703138011,0.1318,0,0
0.3124450487816165,0.088343,0,0
0.3070259148618758,0.121592,0,0
0.162011,0.0624733970100985,1,1
0.5142555437488022,0.1674479999999999,0,0
0.2979878300958129,0.1309719999999999,0,0
-0.0893973207328151,0.1527269999999999,0,0
0.090722,0.1652227236981584,1,1
0.154296,0.1350149493970235,1,2
0.1305069999999999,0.2877819510028427,1,1
-0.0142505465686209,0.1594189999999999,0,0
0.3224642646300655,0.1092499999999999,0,0
0.124841,0.2925240836018305,1,1
0.2727775081916677,0.141788,0,0
0.1613905082488828,0.0698899999999999,0,0
0.130917,0.2982326657197801,1,1
0.095496,0.3302973755442167,1,1
-0.0170584080710268,0.1319679999999999,0,0
0.2387367661378107,0.130908,0,0
-0.0112999549457595,0.147794,0,0
0.093065,0.3669451837830131,1,1
0.3250485952692962,0.107983,0,0
0.1280769999999999,0.2617562260503393,1,1
0.133454,0.2232058392635505,1,2
-0.0185997129463056,0.1551439999999999,0,0
0.103464,0.337048296159313,1,1
0.3143442469795701,0.128847,0,0
0.3124883906178462,0.142593,0,0
0.1193249999999999,0.0364540137100731,1,1
0.149826,0.0515649782247306,1,1
0.3168522550479774,0.167098,0,0
0.088579,0.211489158590621,1,1
0.32856212775214,0.1297529999999999,0,0
-0.0932945667732538,0.147057,0,0
0.136984,0.2882179808256135,1,1
0.3064474702960969,0.154692,0,0
-0.0139844829175625,0.1518419999999999,0,0
0.1222579999999999,0.2333722556230961,1,1
0.1440389999999999,0.1658814604269419,1,1
0.3002956584112816,0.12733,0,0
0.0154787957984203,0.115133,0,0
0.407381318037491,0.138527,0,0
0.0641347025824362,0.121399,0,0
0.0287524922135379,0.155682,0,0
0.001119513251273,0.162575,0,0
0.1355589999999999,0.2315420770124672,1,1
0.0466700198656436,0.1114419999999999,0,0
0.0156629332843291,0.133287,0,0
0.2911687237814235,0.150678,0,0
0.3241385359256039,0.150786,0,0
0.3294832656643767,0.190937,0,0
0.086436,0.4065284891985136,1,1
0.1381809457878227,0.116768,0,0
-0.0192076991177375,0.1556909999999999,0,0
0.102046,0.4881610705003305,1,1
0.115477,0.0463042541601123,1,1
0.2729351091659098,0.167938,0,0
0.3251412501044883,0.0920059999999999,0,0
0.066869,0.0042743978530847,1,1
0.0938119999999999,0.3746348898599794,1,1
0.004368735849682,0.108795,0,0
0.174417,0.1409907792665758,1,1
0.122414,0.2849019709484332,1,1
0.1345190132992603,0.138698,0,0
0.1264388930895443,0.133648,0,0
0.059701,0.536569279854576,1,2
0.1098829999999999,0.0925710167084188,1,1
0.2949863752591994,0.1035,0,0
0.130212,0.2489147385045132,1,1
0.2622253534179551,0.102578,0,0
0.3114442909381482,0.1184059999999999,0,0
0.2986691690540506,0.1676899999999999,0,0
0.1223472494748841,0.1429319999999999,0,0
0.2776087155988889,0.144472,0,0
0.152668,0.2090163051895681,1,2
0.2455323715322354,0.118107,0,0
0.1365908534277301,0.161001,0,0
0.15714,0.2239646659726623,1,1
0.126495,0.1075326165884267,1,1
-0.0181588989874807,0.134002,0,0
0.351108462252687,0.111343,0,0
0.09363,0.4158433031746774,1,1
-0.0220920602800935,0.1380199999999999,0,0
0.170336,0.1155758944708219,1,1
0.3015139369550045,0.119332,0,0
0.119736,0.2477333654599561,1,2
0.1012157622573912,0.161579,0,0
0.3262961661962793,0.131017,0,0
0.169617,-0.0106831985310047,1,1
0.1150589999999999,0.2981156057831552,1,2
0.3327775779674559,0.112383,0,0
0.3275063395156879,0.1083409999999999,0,0
0.0932259999999999,0.3678907328989034,1,1
0.175677,0.1194368052583189,1,1
0.1052638806783063,0.154124,0,0
-0.0229396357289749,0.1331709999999999,0,0
0.1330539999999999,0.2777650865132104,1,1
0.125121,0.2404375389558327,1,1
0.4058225370991593,0.0856349999999999,0,0
0.0887951445602584,0.123142,0,0
0.2991932136263783,0.1153979999999999,0,0
0.0546714475644213,0.139011,0,0
0.239806024650745,0.14898,0,0
0.3054483364894823,0.103049,0,0
0.104734,0.2518896745295049,1,2
0.1547815882231857,0.1379439999999999,0,0
0.0480114687113362,0.106812,0,0
0.1068805934585819,0.132524,0,0
0.0317867276132497,0.134995,0,0
0.30509854571783,0.129479,0,0
0.5665396214486665,0.108799,0,0
0.4892259526122347,0.07726,0,0
-0.0082916683980974,0.1178089999999999,0,0
0.3365996423866564,0.112569,0,0
0.0903659999999999,0.3647712607956868,1,1
0.124151,0.2641138110050191,1,1
0.3099542151450789,0.123101,0,0
0.1156719999999999,0.3311313056881866,1,1
0.1475663148690855,0.153829,0,0
0.067202,0.3750933616229315,1,2
0.127976,0.2447265313222212,1,1
0.1200059999999999,0.2524904076796713,1,1
0.1008159999999999,0.4215853307964972,1,1
0.2385346913025025,0.126864,0,0
0.173978,0.1112454496035879,1,1
0.0966164083798207,0.167003,0,0
0.088115,0.4090183693280521,1,1
0.1358576891550315,0.155759,0,0
0.1337139999999999,0.1285595151623033,1,1
0.001049118624383,0.143967,0,0
0.4383723488121513,0.103098,0,0
0.0224904508523065,0.113549,0,0
0.0999242610333391,0.1797419999999999,0,0
0.2560291204419518,0.115787,0,0
0.112109,0.3606543015579444,1,2
0.130512,0.2633091547703771,1,1
0.154683,0.2528611512694378,1,1
0.1783322606189733,0.1361009999999999,0,0
0.3198628935388656,0.149232,0,0
0.3464772586449222,0.121112,0,0
0.1512939999999999,0.1779208445973392,1,1
0.1042129999999999,0.3420944363165842,1,1
0.117614,0.1852807284701208,1,1
0.3509172604966203,0.1053079999999999,0,0
0.1166079115423858,0.1729669999999999,0,0
0.122674,0.3763501867973799,1,1
0.0097802192372008,0.1547879999999999,0,0
0.0987402046994607,0.1628369999999999,0,0
0.3120780097875245,0.136154,0,0
0.1473719719303538,0.105902,0,0
0.098185,0.3591553027722923,1,1
-0.0010639009949752,0.1099429999999999,0,0
0.2388334750321799,0.092912,0,0
0.0914118242708134,0.135684,0,0
0.3196087073573826,0.127416,0,0
0.0935909999999999,0.3732233549509745,1,1
-0.0164841710658231,0.1605849999999999,0,0
0.2911668411924854,0.106139,0,0
0.115964,0.336003916487707,1,1
0.3031426918232738,0.1173499999999999,0,0
0.095525,0.3467004692646107,1,1
0.3061236732867934,0.129985,0,0
0.285584169496499,0.1166589999999999,0,0
0.079561,0.3943176859260854,1,1
0.4893011379189685,0.104238,0,0
0.3080183052651732,0.115136,0,0
0.3070059816938053,0.115541,0,0
0.340385646714844,0.111253,0,0
0.0982073745382137,0.0988179999999999,0,0
0.099805,0.3553601087124284,1,1
0.0675585918265864,0.158832,0,0
0.162465,-0.0165507708051542,1,1
0.1842524830944169,0.174411,0,0
0.1025375921065077,0.143429,0,0
0.108578,0.3682628549320869,1,2
0.1903289133782944,0.1457529999999999,0,0
0.4998194638709086,0.170852,0,0
0.144916,0.109794466104001,1,1
0.269713522125317,0.08195,0,0
0.55590297620034,0.0984849999999999,0,0
0.2689883820193873,0.1163929999999999,0,0
0.170993,-0.0194186412225218,1,1
0.162098,0.0466671295284183,1,1
0.136033,0.2760105351331688,1,1
-0.0173343370336705,0.1608839999999999,0,0
0.4937168835396937,0.143705,0,0
0.2129515675977271,0.1693199999999999,0,0
-0.0274957192868101,0.1604489999999999,0,0
0.170466,0.1067798586300576,1,1
0.122599,0.3316463539254843,1,1
0.2528628201128985,0.149496,0,0
0.1233689999999999,0.2562389091829494,1,2
0.0553029999999999,0.3287601869313025,1,2
0.097308,0.3219206176536763,1,1
-0.0185415304109847,0.16002,0,0
0.0628399999999999,0.5145412482634367,1,1
0.1490049999999999,0.2586062121308671,1,1
0.3056845763293225,0.1281719999999999,0,0
0.124911,0.2687902158817454,1,1
0.1603479245932504,0.1429699999999999,0,0
0.0979,0.340185457978473,1,1
0.3118161370862092,0.127655,0,0
0.3236515415079281,0.1656569999999999,0,0
0.2372111721898738,0.097193,0,0
0.078429,0.339629244698471,1,1
0.2999399117331883,0.095233,0,0
-0.0168113094107659,0.1201789999999999,0,0
0.145115,0.3088499466602206,1,1
0.1113890582853642,0.170618,0,0
0.2582771518803418,0.120977,0,0
0.3063060875334333,0.122417,0,0
0.2395878292810705,0.139033,0,0
0.2446596844186992,0.092262,0,0
0.08942,0.3466969522117391,1,1
-0.0314992012152174,0.169906,0,0
0.080234,0.3835930771315351,1,1
0.111782,0.3617894297357052,1,1
-0.0094052689399549,0.151068,0,0
0.1011165285055938,0.1748219999999999,0,0
0.2834307188445357,0.145656,0,0
0.5753376006603584,0.102075,0,0
0.3130637228254236,0.107792,0,0
0.2835269237667275,0.121003,0,0
-0.0225021412862869,0.150537,0,0
0.2383350613422492,0.143763,0,0
0.091556,0.3766590966030433,1,1
-0.0245873482281588,0.159142,0,0
0.2709395134130569,0.081012,0,0
0.170939,0.0705152072794961,1,1
0.3285736403380053,0.1190529999999999,0,0
0.2932239116521311,0.145154,0,0
0.2323029245696002,0.1224239999999999,0,0
0.2677208175616767,0.060596,0,0
0.1088529999999999,0.1658970564422178,1,1
0.3115771196533121,0.149029,0,0
0.127401,0.2287014631672384,1,2
0.0088294748069496,0.146774,0,0
0.076541911411972,0.118464,0,0
0.2524349867937198,0.151874,0,0
0.3656552436303355,0.1152229999999999,0,0
0.1682075241749085,0.1151949999999999,0,0
0.1246829999999999,0.3736339594974806,1,1
0.4056025843918502,0.1189059999999999,0,0
-0.0355850168693679,0.156282,0,0
0.3094301122179778,0.1547359999999999,0,0
0.148939041054407,0.140473,0,0
0.125996,0.2580308780568455,1,1
0.3060243295222103,0.089128,0,0
0.1928454654617739,0.141606,0,0
0.092999,0.3452829414063177,1,1
0.130578,0.3458274807303584,1,1
0.1173089999999999,0.1378557397844769,1,1
0.0242358163900735,0.1094169999999999,0,0
0.402957769644964,0.1273,0,0
0.115938,0.3066390934596402,1,1
0.094079,0.3971416936923933,1,1
0.2792883070489918,0.071544,0,0
0.1369685863594965,0.158504,0,0
0.0727959999999999,0.3856553992188616,1,1
0.12679,0.3549171552088843,1,1
0.4352829897371003,0.094332,0,0
0.3134080992849306,0.121806,0,0
0.3044876126547663,0.131487,0,0
0.2170690742001567,0.102037,0,0
0.099861,0.3534872289409586,1,1
0.2976624405652044,0.157302,0,0
0.139457,0.3184425303273092,1,1
0.2970612638490847,0.121815,0,0
0.1556793108952505,0.123443,0,0
0.2995040358340726,0.131375,0,0
0.167312,0.0110550254247155,1,1
0.3128910080791309,0.111713,0,0
0.087924,0.1591632841534206,1,1
0.076902,0.3458865430212267,1,1
0.1503678040044378,0.1151669999999999,0,0
0.3370269982473662,0.109676,0,0
0.0174719730868563,0.139548,0,0
0.1269585167720393,0.155857,0,0
0.129208,0.2563499851310677,1,1
0.3540662934197254,0.090902,0,0
0.0823269644659345,0.113098,0,0
0.0025289720938147,0.118385,0,0
0.3152914289091651,0.1277789999999999,0,0
0.171069,0.0937947152976168,1,1
0.094596,0.3335577749403738,1,1
0.087234,0.3299022801515548,1,1
0.4017624567952135,0.0701209999999999,0,0
0.3398086751272733,0.114073,0,0
0.153428,0.2411815361359486,1,1
0.3126282158417784,0.1253829999999999,0,0
0.346239706041476,0.0994099999999999,0,0
0.110581,0.3307414607684231,1,1
0.1945858349689955,0.1523499999999999,0,0
0.2769334537140391,0.137319,0,0
-0.0238084046997788,0.13324,0,0
0.001802324696597,0.150811,0,0
0.083104349173033,0.1361659999999999,0,0
0.1282319999999999,0.3096760064172684,1,1
0.0983919999999999,0.3179476046350071,1,1
-0.0012550195829296,0.1425399999999999,0,0
0.1319549999999999,0.3025831644440675,1,1
0.3264125710956471,0.1664699999999999,0,0
0.3618270805137069,0.110266,0,0
0.131378,0.21419491419343,1,1
0.12782,0.2407791749393276,1,1
0.0851962770967758,0.0896269999999999,0,0
0.165021,0.1605871063164631,1,1
0.2354894720317727,0.0747729999999999,0,0
0.194351760784678,0.1250669999999999,0,0
0.128373,0.2730449211878835,1,1
0.0193076590848621,0.123145,0,0
0.0912029999999999,0.3676301606758633,1,1
0.0442219999999999,0.4853678487164485,1,1
0.3291294307366262,0.104689,0,0
0.327808659934955,0.107112,0,0
0.0493218346359854,0.145412,0,0
0.2959939016200594,0.1282959999999999,0,0
0.165916,0.0442757290309327,1,1
0.1028108171076322,0.118329,0,0
0.0035232741348799,0.137941,0,0
0.0463859999999999,0.4078406629015507,1,1
0.057663,0.5094148068087957,1,2
0.1006673206806428,0.135322,0,0
0.13359,0.2620520458537452,1,1
0.3414058998741207,0.138144,0,0
0.111191,0.5789715536588534,1,1
0.1651728449740115,0.088057,0,0
-0.0453737276388615,0.159244,0,0
0.240885167589662,0.1400969999999999,0,0
0.1341300736794474,0.11739,0,0
0.066826,0.0350936237212838,1,2
0.3230457728321322,0.166001,0,0
0.1016229999999999,0.3309277821672721,1,1
0.1966575579781363,0.135242,0,0
0.099491,0.3364329045060684,1,2
0.307713166298274,0.1050899999999999,0,0
0.3215593592856509,0.121986,0,0
0.130904,0.2498206940177155,1,1
0.0866657950287424,0.1108569999999999,0,0
0.123333,0.2324702961614441,1,2
0.3054897435174113,0.1121239999999999,0,0
0.3618812207940003,0.144043,0,0
0.0011848522836712,0.153988,0,0
0.095785,0.3230177061789673,1,1
0.1263429999999999,0.4274418546955148,1,2
-0.0046502477421989,0.13131,0,0
0.204014606195707,0.141256,0,0
0.12302,0.3375738205374096,1,1
0.294139207907324,0.128754,0,0
0.0966581846144294,0.171933,0,0
0.305031554216282,0.102574,0,0
-0.0281573489460769,0.1450369999999999,0,0
0.128236,0.1913281312416181,1,2
0.2407511589840333,0.1542909999999999,0,0
0.1152816027903872,0.1200039999999999,0,0
0.13663,0.2642458568768493,1,1
0.1296311462517574,0.1320339999999999,0,0
0.1315937899308745,0.171509,0,0
0.278610092997834,0.1530329999999999,0,0
-0.0178682912922087,0.168129,0,0
0.2336612745090949,0.1512339999999999,0,0
0.0005087061794756,0.148671,0,0
0.0824110092589951,0.12874,0,0
0.1149126313260558,0.1234179999999999,0,0
0.3416745354436667,0.1069779999999999,0,0
0.1110924238754543,0.167145,0,0
0.1671846273263289,0.140567,0,0
0.268014842541984,0.114698,0,0
0.167517,0.2839621254325366,1,1
0.1200421316348477,0.1222429999999999,0,0
0.1067210047184673,0.1224339999999999,0,0
0.1885045199488432,0.081265,0,0
0.1399165803229159,0.135251,0,0
0.3702582989492731,0.100389,0,0
0.1120248491470502,0.1467419999999999,0,0
0.0004810697713183,0.1606679999999999,0,0
0.126374,0.179902374983435,1,1
0.3130347082170905,0.0947059999999999,0,0
0.097648,0.3440870676671307,1,1
0.3088219263250387,0.128206,0,0
0.2855873814810959,0.100486,0,0
0.2826591123011158,0.0717779999999999,0,0
0.0868409999999999,0.3045292094085919,1,1
0.108923,0.3470773247109857,1,1
0.125718,0.3844648176395581,1,2
0.0043886503986041,0.161705,0,0
0.296124030748363,0.137025,0,0
0.320309491535879,0.126532,0,0
0.098604,0.3205989034972695,1,1
0.3286636328753976,0.144788,0,0
0.151979,0.0011261869401944,1,1
0.101217,0.3665687889855714,1,1
-0.0145658973574916,0.0935709999999999,0,0
0.2570811478533357,0.179818,0,0
0.009541372039094,0.153997,0,0
0.1644513601297026,0.1702759999999999,0,0
-0.0057124609976993,0.123458,0,0
0.091443,0.3124698478185945,1,1
0.3011394817245816,0.128634,0,0
0.0574049999999999,0.5296799214940887,1,1
0.148846,0.1681392804686969,1,1
0.2868617860126053,0.14222,0,0
0.3040978254093444,0.1418749999999999,0,0
0.1581219999999999,0.1451272000458882,1,1
0.094876,0.4018732105722146,1,1
0.12972,0.0124217092620329,1,1
0.145651,0.1897374334199162,1,1
0.1076618266466057,0.153096,0,0
0.5025755297393641,0.109365,0,0
0.0021676931798499,0.117988,0,0
0.160534,0.0443140877986378,1,2
0.1020398488068432,0.129903,0,0
0.0961074403187302,0.1000769999999999,0,0
0.156603,0.031407442860022,1,1
0.321908381769773,0.1127049999999999,0,0
0.3017514558481487,0.128934,0,0
0.138205,0.1310215250185548,1,1
0.1987712508589233,0.112587,0,0
0.1833609999999999,0.0961423244777932,1,1
0.3082539673448483,0.1301959999999999,0,0
0.09616,0.3977414793744235,1,1
0.0216980011063749,0.121233,0,0
0.3129934193194154,0.1263869999999999,0,0
0.1416580352835671,0.16032,0,0
0.1054167246644154,0.159968,0,0
0.2636664485485331,0.092191,0,0
-0.003100139903419,0.170681,0,0
0.3426885027557195,0.100296,0,0
0.135752,0.0994250390115367,1,1
0.163151,0.034469035372749,1,1
0.3326713212290072,0.149565,0,0
0.1515921884236148,0.160801,0,0
0.1305079999999999,0.2630885254350357,1,1
0.2519384616299925,0.122059,0,0
0.0888373447782876,0.15016,0,0
-0.0014378531178785,0.1259009999999999,0,0
0.3016568460321358,0.127235,0,0
0.169039,0.0949238843988262,1,1
0.131454,0.1582544944091654,1,1
0.0426918905076571,0.0826679999999999,0,0
-0.01149954997954,0.1215309999999999,0,0
0.2369374952625747,0.1531159999999999,0,0
0.0876079999999999,0.3504958950848687,1,1
0.052885923940624,0.113045,0,0
0.0289583335000822,0.1637559999999999,0,0
0.2916476397076621,0.113084,0,0
0.5335358130916262,0.1173289999999999,0,0
0.2596393449654773,0.149256,0,0
0.133739,0.2680664776178092,1,1
0.3107653515121003,0.099435,0,0
0.3682816464897721,0.108328,0,0
0.2923612322034922,0.128225,0,0
0.0439772170960627,0.1095799999999999,0,0
0.144426,0.2110726470947075,1,1
0.097812,0.3133587561371052,1,1
0.0288630031817362,0.143871,0,0
0.3687699030651468,0.1384049999999999,0,0
