Original encoded SMILES,Original log P,Original G parameter,Denticity,Isomer,Original encoded SMILES again,Optimized encoded SMILES,Tanimoto similarity,Optimization objective,Minimization
[Be]=C1NC(N)=CN1Cc1ccc(F)cc1,0.98479,34.45010345376412,0,0,[Be]=C1NC(N)=CN1Cc1ccc(F)cc1,[Li]<-P(c1ccccc1)c1ccc(F)c(C=C)c1,0.2,log P,False
[Be]=C1NC(N)=CN1Cc1ccc(F)cc1,0.98479,34.45010345376412,0,0,[Be]=C1NC(N)=CN1Cc1ccc(F)cc1,[Be]=C1NC(N)=CN1CC#N,0.38,log P,True
[Be]=C1NC(N)=CN1Cc1ccc(F)cc1,0.98479,34.45010345376412,0,0,[Be]=C1NC(N)=CN1Cc1ccc(F)cc1,[Be]=C1N(Cc2ccccc2C)c2ccccc2N1C(C)C,0.21686746987951808,log P + G parameter,False
[Be]=C1NC(N)=CN1Cc1ccc(F)cc1,0.98479,34.45010345376412,0,0,[Be]=C1NC(N)=CN1Cc1ccc(F)cc1,[Be]=C1NC(N)=CN1Cc1ccccc1,0.6078431372549019,log P + G parameter,True
[Be]=C1NC(N)=CN1Cc1ccc(F)cc1,0.98479,34.45010345376412,0,0,[Be]=C1NC(N)=CN1Cc1ccc(F)cc1,[Be]=C1N(Cc2cccc(F)c2)c2ccccc2N1C(C)C,0.27848101265822783,G parameter,False
[Be]=C1NC(N)=CN1Cc1ccc(F)cc1,0.98479,34.45010345376412,0,0,[Be]=C1NC(N)=CN1Cc1ccc(F)cc1,[Be]=C1NC(N)=CN1Cc1ccc(F)cc1,1.0,G parameter,True
[Be]=C1NC(N)=CN1Cc1ccc(F)cc1,0.98479,34.45010345376412,0,0,[Be]=C1NC(N)=CN1Cc1ccc(F)cc1,[Be]=C1NC(N)=CN1Cc1ccc(F)cc1,1.0,log P - G parameter,False
[Be]=C1NC(N)=CN1Cc1ccc(F)cc1,0.98479,34.45010345376412,0,0,[Be]=C1NC(N)=CN1Cc1ccc(F)cc1,[Be]=C1N(C)CC(C)(C)N1Cc1ccc(F)cc1,0.41935483870967744,log P - G parameter,True
[Li]<-O=CC(=C)c1ccccc1,1.8987,31.664809804233645,0,0,[Li]<-O=CC(=C)c1ccccc1,[Li]<-P(Cc1ccccc1)C(=CC)c1ccccc1,0.31746031746031744,log P,False
[Li]<-O=CC(=C)c1ccccc1,1.8987,31.664809804233645,0,0,[Li]<-O=CC(=C)c1ccccc1,[Li]<-O=CC(=C)N,0.2777777777777778,log P,True
[Li]<-O=CC(=C)c1ccccc1,1.8987,31.664809804233645,0,0,[Li]<-O=CC(=C)c1ccccc1,[Be]=C1NC(N)(C(C)(C)C)C(N)(C(=O)O)N1Cc1ccccc1,0.20270270270270271,log P + G parameter,False
[Li]<-O=CC(=C)c1ccccc1,1.8987,31.664809804233645,0,0,[Li]<-O=CC(=C)c1ccccc1,[Li]<-O=CC(=C)c1ccccc1,1.0,log P + G parameter,True
[Li]<-O=CC(=C)c1ccccc1,1.8987,31.664809804233645,0,0,[Li]<-O=CC(=C)c1ccccc1,[Be]=C1N(C)C=CN1CC(=O)c1ccccc1,0.3103448275862069,G parameter,False
[Li]<-O=CC(=C)c1ccccc1,1.8987,31.664809804233645,0,0,[Li]<-O=CC(=C)c1ccccc1,[Li]<-N1CC(C(=O)O)C(c2ccccc2)C1,0.2807017543859649,G parameter,True
[Li]<-O=CC(=C)c1ccccc1,1.8987,31.664809804233645,0,0,[Li]<-O=CC(=C)c1ccccc1,[Li]<-N1=NCC(c2ccccc2)C1,0.29411764705882354,log P - G parameter,False
[Li]<-O=CC(=C)c1ccccc1,1.8987,31.664809804233645,0,0,[Li]<-O=CC(=C)c1ccccc1,[Be]=C1C2CCC1N(C(C)c1ccccc1)C(C)N2C,0.2,log P - G parameter,True
[Li]<-n1ccccc1C(O)(OC)c1ccc(C)cc1,2.22982,31.55339805825244,0,0,[Li]<-n1ccccc1C(O)(OC)c1ccc(C)cc1,[Li]<-p1(-c2ccccc2)c(C)cc(C(O)OCC)c1C,0.24390243902439024,log P,False
[Li]<-n1ccccc1C(O)(OC)c1ccc(C)cc1,2.22982,31.55339805825244,0,0,[Li]<-n1ccccc1C(O)(OC)c1ccc(C)cc1,[Li]<-n1ccccc1C(O)(OC)C(C)=O,0.45,log P,True
[Li]<-n1ccccc1C(O)(OC)c1ccc(C)cc1,2.22982,31.55339805825244,0,0,[Li]<-n1ccccc1C(O)(OC)c1ccc(C)cc1,[Be]=C1N(C(C)(C)C)c2ccccc2N1C(C)(C)OC,0.2345679012345679,log P + G parameter,False
[Li]<-n1ccccc1C(O)(OC)c1ccc(C)cc1,2.22982,31.55339805825244,0,0,[Li]<-n1ccccc1C(O)(OC)c1ccc(C)cc1,[Li]<-n1ccccc1C(O)(OC)c1ccccc1,0.6610169491525424,log P + G parameter,True
[Li]<-n1ccccc1C(O)(OC)c1ccc(C)cc1,2.22982,31.55339805825244,0,0,[Li]<-n1ccccc1C(O)(OC)c1ccc(C)cc1,[Be]=C1Nc2ccccc2N1C,0.208955223880597,G parameter,False
[Li]<-n1ccccc1C(O)(OC)c1ccc(C)cc1,2.22982,31.55339805825244,0,0,[Li]<-n1ccccc1C(O)(OC)c1ccc(C)cc1,[Li]<-N1=CC(c2ccccn2)=CC1(C)O,0.2361111111111111,G parameter,True
[Li]<-n1ccccc1C(O)(OC)c1ccc(C)cc1,2.22982,31.55339805825244,0,0,[Li]<-n1ccccc1C(O)(OC)c1ccc(C)cc1,[Li]<-n1csc(-c2ccccc2)n1,0.2318840579710145,log P - G parameter,False
[Li]<-n1ccccc1C(O)(OC)c1ccc(C)cc1,2.22982,31.55339805825244,0,0,[Li]<-n1ccccc1C(O)(OC)c1ccc(C)cc1,[Li]<-n1ccccc1C(C)(O)c1ccccc1OC,0.5151515151515151,log P - G parameter,True
[Li]<-N(=C(C)C)c1ccc(C)cc1,3.1073200000000014,29.41270093904186,0,0,[Li]<-N(=C(C)C)c1ccc(C)cc1,[Li]<-P(=C(C)c1ccccc1)c1ccc(C)c(C)c1,0.26153846153846155,log P,False
[Li]<-N(=C(C)C)c1ccc(C)cc1,3.1073200000000014,29.41270093904186,0,0,[Li]<-N(=C(C)C)c1ccc(C)cc1,[Li]<-N(=C(C)C)C(C)O,0.24390243902439024,log P,True
[Li]<-N(=C(C)C)c1ccc(C)cc1,3.1073200000000014,29.41270093904186,0,0,[Li]<-N(=C(C)C)c1ccc(C)cc1,[Be]=C1N(CC(C)C)C=CN1c1ccc(C)cc1C,0.208955223880597,log P + G parameter,False
[Li]<-N(=C(C)C)c1ccc(C)cc1,3.1073200000000014,29.41270093904186,0,0,[Li]<-N(=C(C)C)c1ccc(C)cc1,[Li]<-n1ccnc2cc(C)ccc21,0.24528301886792453,log P + G parameter,True
[Li]<-N(=C(C)C)c1ccc(C)cc1,3.1073200000000014,29.41270093904186,0,0,[Li]<-N(=C(C)C)c1ccc(C)cc1,[Be]=C1N(CC)C=CN1C(C)c1ccc(C(C)=O)cc1,0.21739130434782608,G parameter,False
[Li]<-N(=C(C)C)c1ccc(C)cc1,3.1073200000000014,29.41270093904186,0,0,[Li]<-N(=C(C)C)c1ccc(C)cc1,[Li]<-n1ccnc2cc(C)ccc21,0.24528301886792453,G parameter,True
[Li]<-N(=C(C)C)c1ccc(C)cc1,3.1073200000000014,29.41270093904186,0,0,[Li]<-N(=C(C)C)c1ccc(C)cc1,[Li]<-N1=CCC(=Nc2ccc(C)cc2)C1,0.3090909090909091,log P - G parameter,False
[Li]<-N(=C(C)C)c1ccc(C)cc1,3.1073200000000014,29.41270093904186,0,0,[Li]<-N(=C(C)C)c1ccc(C)cc1,[Li]<-N(=C(C)C)c1ccc(C)cc1,1.0,log P - G parameter,True
[Be]=C1N(CCl)C=CN1C(C)(C)C,2.06629,34.92758236511221,0,0,[Be]=C1N(CCl)C=CN1C(C)(C)C,[Be]=C1N(CCl)C=CN1C(C)(C)C,1.0,log P,False
[Be]=C1N(CCl)C=CN1C(C)(C)C,2.06629,34.92758236511221,0,0,[Be]=C1N(CCl)C=CN1C(C)(C)C,[Be]=C1N(CCl)C=CN1C(C)C,0.5,log P,True
[Be]=C1N(CCl)C=CN1C(C)(C)C,2.06629,34.92758236511221,0,0,[Be]=C1N(CCl)C=CN1C(C)(C)C,[Be]=C1N(CCl)C=CN1C(C)(C)C,1.0,log P + G parameter,False
[Be]=C1N(CCl)C=CN1C(C)(C)C,2.06629,34.92758236511221,0,0,[Be]=C1N(CCl)C=CN1C(C)(C)C,[Be]=C1N(CCl)C=CN1C(C)C,0.5,log P + G parameter,True
[Be]=C1N(CCl)C=CN1C(C)(C)C,2.06629,34.92758236511221,0,0,[Be]=C1N(CCl)C=CN1C(C)(C)C,[Be]=C1N(CCl)C=CN1C(C)(C)C,1.0,G parameter,False
[Be]=C1N(CCl)C=CN1C(C)(C)C,2.06629,34.92758236511221,0,0,[Be]=C1N(CCl)C=CN1C(C)(C)C,[Be]=C1N(CCl)C=CN1C(C)C,0.5,G parameter,True
[Be]=C1N(CCl)C=CN1C(C)(C)C,2.06629,34.92758236511221,0,0,[Be]=C1N(CCl)C=CN1C(C)(C)C,[Be]=C1N(CCl)C=CN1C(C)(C)C,1.0,log P - G parameter,False
[Be]=C1N(CCl)C=CN1C(C)(C)C,2.06629,34.92758236511221,0,0,[Be]=C1N(CCl)C=CN1C(C)(C)C,[Be]=C1N(CCl)C=CN1C(C)(C)C,1.0,log P - G parameter,True
[Be]=C(SC=C(C)OC)N(C)C,1.78519,33.40760783065414,0,0,[Be]=C(SC=C(C)OC)N(C)C,[Be]=C(SC=C(C)c1ccccc1)N(C)C,0.40816326530612246,log P,False
[Be]=C(SC=C(C)OC)N(C)C,1.78519,33.40760783065414,0,0,[Be]=C(SC=C(C)OC)N(C)C,[Be]=C(SC=C(C)OC)N(C)C,1.0,log P,True
[Be]=C(SC=C(C)OC)N(C)C,1.78519,33.40760783065414,0,0,[Be]=C(SC=C(C)OC)N(C)C,[Be]=C(SC=C(C)OC)N(C)C,1.0,log P + G parameter,False
[Be]=C(SC=C(C)OC)N(C)C,1.78519,33.40760783065414,0,0,[Be]=C(SC=C(C)OC)N(C)C,[Be]=C(SC=C(C)OC)N(C)C,1.0,log P + G parameter,True
[Be]=C(SC=C(C)OC)N(C)C,1.78519,33.40760783065414,0,0,[Be]=C(SC=C(C)OC)N(C)C,[Be]=C(SC=C(C)OC)N(C)C,1.0,G parameter,False
[Be]=C(SC=C(C)OC)N(C)C,1.78519,33.40760783065414,0,0,[Be]=C(SC=C(C)OC)N(C)C,[Be]=C(SC=C(C)OC)N(C)C,1.0,G parameter,True
[Be]=C(SC=C(C)OC)N(C)C,1.78519,33.40760783065414,0,0,[Be]=C(SC=C(C)OC)N(C)C,[Be]=C(SC=C(C)OC)N(C)C,1.0,log P - G parameter,False
[Be]=C(SC=C(C)OC)N(C)C,1.78519,33.40760783065414,0,0,[Be]=C(SC=C(C)OC)N(C)C,[Be]=C(SC=C(C)OC)N(C)C,1.0,log P - G parameter,True
[Be]=C1NC(=O)C=CN1c1cccc(C)c1,1.44121,29.02275982810759,0,0,[Be]=C1NC(=O)C=CN1c1cccc(C)c1,[Be]=C1C=C(c2cccc(C)c2)NC(=O)N1c1cccc(C)c1,0.40540540540540543,log P,False
[Be]=C1NC(=O)C=CN1c1cccc(C)c1,1.44121,29.02275982810759,0,0,[Be]=C1NC(=O)C=CN1c1cccc(C)c1,[Be]=C1C=CNC(=O)N1c1ccccc1,0.3442622950819672,log P,True
[Be]=C1NC(=O)C=CN1c1cccc(C)c1,1.44121,29.02275982810759,0,0,[Be]=C1NC(=O)C=CN1c1cccc(C)c1,[Be]=C1N(c2c(C)cccc2C(C)=O)c2ccccc2N1C(C)C,0.23529411764705882,log P + G parameter,False
[Be]=C1NC(=O)C=CN1c1cccc(C)c1,1.44121,29.02275982810759,0,0,[Be]=C1NC(=O)C=CN1c1cccc(C)c1,[Be]=C1C=CN(c2ccccc2)C(=O)N1,0.43859649122807015,log P + G parameter,True
[Be]=C1NC(=O)C=CN1c1cccc(C)c1,1.44121,29.02275982810759,0,0,[Be]=C1NC(=O)C=CN1c1cccc(C)c1,[Be]=C1N(c2cc(C(C)=O)ccc2C)CCN1C(C)C,0.2077922077922078,G parameter,False
[Be]=C1NC(=O)C=CN1c1cccc(C)c1,1.44121,29.02275982810759,0,0,[Be]=C1NC(=O)C=CN1c1cccc(C)c1,[Be]=C1C=CN(c2cccc(C)c2)C(=O)N1,0.7142857142857143,G parameter,True
[Be]=C1NC(=O)C=CN1c1cccc(C)c1,1.44121,29.02275982810759,0,0,[Be]=C1NC(=O)C=CN1c1cccc(C)c1,[Li]<-n1nnn(-c2ccccc2)c1C,0.234375,log P - G parameter,False
[Be]=C1NC(=O)C=CN1c1cccc(C)c1,1.44121,29.02275982810759,0,0,[Be]=C1NC(=O)C=CN1c1cccc(C)c1,[Be]=C1N(Cc2ccccc2)c2ccccc2N1C(C)C,0.2073170731707317,log P - G parameter,True
[Li]<-O=C(C=C)Nc1cccc(C)c1C,2.4279400000000004,29.635524431004296,0,0,[Li]<-O=C(C=C)Nc1cccc(C)c1C,[Li]<-P(c1cccc(C=C(C)C)c1)C(C)(C)C,0.21212121212121213,log P,False
[Li]<-O=C(C=C)Nc1cccc(C)c1C,2.4279400000000004,29.635524431004296,0,0,[Li]<-O=C(C=C)Nc1cccc(C)c1C,[Li]<-O=C(C=C)NCC,0.3111111111111111,log P,True
[Li]<-O=C(C=C)Nc1cccc(C)c1C,2.4279400000000004,29.635524431004296,0,0,[Li]<-O=C(C=C)Nc1cccc(C)c1C,[Li]<-O=C(C=C)Nc1cccc(C)c1C,1.0,log P + G parameter,False
[Li]<-O=C(C=C)Nc1cccc(C)c1C,2.4279400000000004,29.635524431004296,0,0,[Li]<-O=C(C=C)Nc1cccc(C)c1C,[Li]<-O=C(C)N1c2ccccc2CC1C=C,0.2698412698412698,log P + G parameter,True
[Li]<-O=C(C=C)Nc1cccc(C)c1C,2.4279400000000004,29.635524431004296,0,0,[Li]<-O=C(C=C)Nc1cccc(C)c1C,[Li]<-O=C(C=C)Nc1cccc(C)c1C,1.0,G parameter,False
[Li]<-O=C(C=C)Nc1cccc(C)c1C,2.4279400000000004,29.635524431004296,0,0,[Li]<-O=C(C=C)Nc1cccc(C)c1C,[Li]<-O=C(C)N1c2ccccc2CC1C=C,0.2698412698412698,G parameter,True
[Li]<-O=C(C=C)Nc1cccc(C)c1C,2.4279400000000004,29.635524431004296,0,0,[Li]<-O=C(C=C)Nc1cccc(C)c1C,[Li]<-O=C(C=C)Nc1cc(C)cc(C)c1,0.49019607843137253,log P - G parameter,False
[Li]<-O=C(C=C)Nc1cccc(C)c1C,2.4279400000000004,29.635524431004296,0,0,[Li]<-O=C(C=C)Nc1cccc(C)c1C,[Li]<-O=C(C=C)Nc1cccc(C)c1C,1.0,log P - G parameter,True
[Li]<-S=C(NC)C(=C)C,1.1093,34.36256565335031,0,0,[Li]<-S=C(NC)C(=C)C,[Li]<-S=C(NCC)C(=C)c1ccccc1,0.2553191489361702,log P,False
[Li]<-S=C(NC)C(=C)C,1.1093,34.36256565335031,0,0,[Li]<-S=C(NC)C(=C)C,[Li]<-S=C(NC)C(N)=O,0.48148148148148145,log P,True
[Li]<-S=C(NC)C(=C)C,1.1093,34.36256565335031,0,0,[Li]<-S=C(NC)C(=C)C,[Li]<-S=C(NC)C(=C)C,1.0,log P + G parameter,False
[Li]<-S=C(NC)C(=C)C,1.1093,34.36256565335031,0,0,[Li]<-S=C(NC)C(=C)C,[Li]<-S=C(N)C(=C)C,0.4230769230769231,log P + G parameter,True
[Li]<-S=C(NC)C(=C)C,1.1093,34.36256565335031,0,0,[Li]<-S=C(NC)C(=C)C,[Li]<-S=C(NC)C(=C)C,1.0,G parameter,False
[Li]<-S=C(NC)C(=C)C,1.1093,34.36256565335031,0,0,[Li]<-S=C(NC)C(=C)C,[Li]<-S=C(N)C(=C)C,0.4230769230769231,G parameter,True
[Li]<-S=C(NC)C(=C)C,1.1093,34.36256565335031,0,0,[Li]<-S=C(NC)C(=C)C,[Li]<-SCC(=C)C,0.20689655172413793,log P - G parameter,False
[Li]<-S=C(NC)C(=C)C,1.1093,34.36256565335031,0,0,[Li]<-S=C(NC)C(=C)C,[Be]=C(NC)C(=C)C,0.4230769230769231,log P - G parameter,True
[Li]<-S=C(C)NC(C)OCc1ccccc1,2.4861000000000004,31.45790227598281,0,0,[Li]<-S=C(C)NC(C)OCc1ccccc1,[Li]<-S=C(C)Nc1ccc(Cl)cc1C(C)C,0.30158730158730157,log P,False
[Li]<-S=C(C)NC(C)OCc1ccccc1,2.4861000000000004,31.45790227598281,0,0,[Li]<-S=C(C)NC(C)OCc1ccccc1,[Li]<-S=C(C)NC(C)O,0.3191489361702128,log P,True
[Li]<-S=C(C)NC(C)OCc1ccccc1,2.4861000000000004,31.45790227598281,0,0,[Li]<-S=C(C)NC(C)OCc1ccccc1,[Be]=C1N(C(C)CO)c2ccccc2N1C(C)(C)C,0.21621621621621623,log P + G parameter,False
[Li]<-S=C(C)NC(C)OCc1ccccc1,2.4861000000000004,31.45790227598281,0,0,[Li]<-S=C(C)NC(C)OCc1ccccc1,[Li]<-S=C(C)NC(C)O,0.3191489361702128,log P + G parameter,True
[Li]<-S=C(C)NC(C)OCc1ccccc1,2.4861000000000004,31.45790227598281,0,0,[Li]<-S=C(C)NC(C)OCc1ccccc1,[Be]=C(Nc1cnccc1CO)c1ccccc1C,0.2077922077922078,G parameter,False
[Li]<-S=C(C)NC(C)OCc1ccccc1,2.4861000000000004,31.45790227598281,0,0,[Li]<-S=C(C)NC(C)OCc1ccccc1,[Li]<-S=C(C)NC(C)(O)O,0.20754716981132076,G parameter,True
[Li]<-S=C(C)NC(C)OCc1ccccc1,2.4861000000000004,31.45790227598281,0,0,[Li]<-S=C(C)NC(C)OCc1ccccc1,[Li]<-S=C(C)NC(C)(O)c1ccccc1,0.45454545454545453,log P - G parameter,False
[Li]<-S=C(C)NC(C)OCc1ccccc1,2.4861000000000004,31.45790227598281,0,0,[Li]<-S=C(C)NC(C)OCc1ccccc1,[Li]<-S=C(NCC)c1cnccc1OC,0.22727272727272727,log P - G parameter,True
[Be]=C1CC=CCOC1,1.04419,29.93792774152475,0,0,[Be]=C1CC=CCOC1,[Be]=C1C=CCCCO1,0.2777777777777778,log P,False
[Be]=C1CC=CCOC1,1.04419,29.93792774152475,0,0,[Be]=C1CC=CCOC1,[Be]=C1C=CCCCO1,0.2777777777777778,log P,True
[Be]=C1CC=CCOC1,1.04419,29.93792774152475,0,0,[Be]=C1CC=CCOC1,[Be]=C1C=CCCCO1,0.2777777777777778,log P + G parameter,False
[Be]=C1CC=CCOC1,1.04419,29.93792774152475,0,0,[Be]=C1CC=CCOC1,[Be]=C1CCC=CCO1,0.3939393939393939,log P + G parameter,True
[Be]=C1CC=CCOC1,1.04419,29.93792774152475,0,0,[Be]=C1CC=CCOC1,[Be]=C1C=CCCCO1,0.2777777777777778,G parameter,False
[Be]=C1CC=CCOC1,1.04419,29.93792774152475,0,0,[Be]=C1CC=CCOC1,[Be]=C1C=CCCCO1,0.2777777777777778,G parameter,True
[Be]=C1CC=CCOC1,1.04419,29.93792774152475,0,0,[Be]=C1CC=CCOC1,[Be]=C1C=CCCCO1,0.2777777777777778,log P - G parameter,False
[Be]=C1CC=CCOC1,1.04419,29.93792774152475,0,0,[Be]=C1CC=CCOC1,[Be]=C1C=CCCCO1,0.2777777777777778,log P - G parameter,True
[Li]<-n1c(C(=C)C)cc(C)n1C,1.76162,33.85325481457902,0,0,[Li]<-n1c(C(=C)C)cc(C)n1C,[Li]<-n1c(C)c(-c2ccccc2)cn1C(=C)C,0.2631578947368421,log P,False
[Li]<-n1c(C(=C)C)cc(C)n1C,1.76162,33.85325481457902,0,0,[Li]<-n1c(C(=C)C)cc(C)n1C,[Li]<-[nH]1nc(N)cc1C(=C)C,0.2558139534883721,log P,True
[Li]<-n1c(C(=C)C)cc(C)n1C,1.76162,33.85325481457902,0,0,[Li]<-n1c(C(=C)C)cc(C)n1C,[Li]<-[nH]1nc(C)c(N)c1C(=C)C,0.24444444444444444,log P + G parameter,False
[Li]<-n1c(C(=C)C)cc(C)n1C,1.76162,33.85325481457902,0,0,[Li]<-n1c(C(=C)C)cc(C)n1C,[Li]<-[nH]1ncc(C)c1C(=C)O,0.2,log P + G parameter,True
[Li]<-n1c(C(=C)C)cc(C)n1C,1.76162,33.85325481457902,0,0,[Li]<-n1c(C(=C)C)cc(C)n1C,[Li]<-n1c(C)cc(C(N)=O)n1C(C)c1ccccc1,0.26229508196721313,G parameter,False
[Li]<-n1c(C(=C)C)cc(C)n1C,1.76162,33.85325481457902,0,0,[Li]<-n1c(C(=C)C)cc(C)n1C,[Li]<-[nH]1cc(C(=C)O)c(C)n1,0.2,G parameter,True
[Li]<-n1c(C(=C)C)cc(C)n1C,1.76162,33.85325481457902,0,0,[Li]<-n1c(C(=C)C)cc(C)n1C,[Li]<-[nH]1nc(C)cc1C(=C)C,0.3170731707317073,log P - G parameter,False
[Li]<-n1c(C(=C)C)cc(C)n1C,1.76162,33.85325481457902,0,0,[Li]<-n1c(C(=C)C)cc(C)n1C,[Be]=C1N(C)C=CN1C(C)c1ccccc1C(=C)C,0.2222222222222222,log P - G parameter,True
[Be]=C1N(C)C=CN1Cc1cccnc1,1.29649,30.97246538277893,0,0,[Be]=C1N(C)C=CN1Cc1cccnc1,[Be]=C1N(Cc2ccccc2)C=CN1Cc1ccsc1,0.352112676056338,log P,False
[Be]=C1N(C)C=CN1Cc1cccnc1,1.29649,30.97246538277893,0,0,[Be]=C1N(C)C=CN1Cc1cccnc1,[Be]=C1NC(N)=CN1Cc1cccnc1,0.5094339622641509,log P,True
