Original encoded SMILES,Original log P,Original G parameter,Denticity,Isomer,Optimized encoded SMILES,Tanimoto similarity,Optimization objective,Minimization
[Li]<-[N-]=[N+]=C(c1ccccc1)[Si](C)(C)C,2.5829000000000004,22.77574407130352,0,0,[Li]<-n1nn[nH]c1-c1ccccc1,0.2586206896551724,log P - G parameter,False
[Li]<-[N-]=[N+]=C(c1ccccc1)[Si](C)(C)C,2.5829000000000004,22.77574407130352,0,0,[Li]<-[N-]=[N+]=C(c1ccccc1)[Si](C)(C)C,1.0,log P - G parameter,True
[Li]<-N#CC(C)=C(OCC)c1ccccc1,2.977680000000001,22.59271048862008,0,0,[Li]<-N#CC(C)=C(OCC)c1ccc(F)cc1,0.6226415094339622,log P,False
[Li]<-N#CC(C)=C(OCC)c1ccccc1,2.977680000000001,22.59271048862008,0,0,[Li]<-N#CC(C)(O)c1ccccc1,0.3636363636363636,log P,True
[Li]<-N#CC(C)=C(OCC)c1ccccc1,2.977680000000001,22.59271048862008,0,0,CC(C)OC1(c2ccccc2)P->[Ir]<-n2ccccc21,0.2125,log P + G parameter,False
[Li]<-N#CC(C)=C(OCC)c1ccccc1,2.977680000000001,22.59271048862008,0,0,[Li]<-N#CC(=O)OC,0.2,log P + G parameter,True
[Li]<-N#CC(C)=C(OCC)c1ccccc1,2.977680000000001,22.59271048862008,0,0,CC(C)OC1(c2ccccc2)P->[Ir]<-n2ccccc21,0.2125,G parameter,False
[Li]<-N#CC(C)=C(OCC)c1ccccc1,2.977680000000001,22.59271048862008,0,0,[Li]<-N#CC(C)=O,0.2127659574468085,G parameter,True
[Li]<-N#CC(C)=C(OCC)c1ccccc1,2.977680000000001,22.59271048862008,0,0,[Li]<-N#CC1CCCNc2ccccc21,0.2388059701492537,log P - G parameter,False
[Li]<-N#CC(C)=C(OCC)c1ccccc1,2.977680000000001,22.59271048862008,0,0,CC(C)OC(=O)c1ccc2n(->[Ir]<-n3ccccc3-2)c1,0.2,log P - G parameter,True
[Li]<-N#CC1=CN(C(C)C)CCc2ccccc21,2.8175800000000013,20.76237466178577,0,0,[Li]<-S=Cc1ccc(N=NC(C)C)cc1,0.2083333333333333,log P,False
[Li]<-N#CC1=CN(C(C)C)CCc2ccccc21,2.8175800000000013,20.76237466178577,0,0,[Li]<-N#CC1=CN(C(C)C)CCCC1,0.4,log P,True
[Li]<-N#CC1=CN(C(C)C)CCc2ccccc21,2.8175800000000013,20.76237466178577,0,0,Cc1ccccc1N1->[Ir]<-S(C(C)C)c2ccccc21,0.2289156626506024,log P + G parameter,False
[Li]<-N#CC1=CN(C(C)C)CCc2ccccc21,2.8175800000000013,20.76237466178577,0,0,[Li]<-N#Cn1cnc(-c2ccccc2)n1,0.2714285714285714,log P + G parameter,True
[Li]<-N#CC1=CN(C(C)C)CCc2ccccc21,2.8175800000000013,20.76237466178577,0,0,CC(C)S1->[Ir]<-N(c2ccccc2)CC1C,0.25,G parameter,False
[Li]<-N#CC1=CN(C(C)C)CCc2ccccc21,2.8175800000000013,20.76237466178577,0,0,[Li]<-N#CC1C=CN(C(C)C)CCC1,0.2923076923076923,G parameter,True
[Li]<-N#CC1=CN(C(C)C)CCc2ccccc21,2.8175800000000013,20.76237466178577,0,0,[Li]<-N#CC1CC(N)CNc2ccccc21,0.2638888888888889,log P - G parameter,False
[Li]<-N#CC1=CN(C(C)C)CCc2ccccc21,2.8175800000000013,20.76237466178577,0,0,CC(C)n1cccc1-c1cccc2n1->[Ir]<-n1ccccc1-2,0.2247191011235955,log P - G parameter,True
[Li]<-N#CC=Cc1ccccc1,2.22338,19.815374820945408,0,0,[Li]<-s1ccc(C(=C)c2ccccc2)c1,0.2631578947368421,log P,False
[Li]<-N#CC=Cc1ccccc1,2.22338,19.815374820945408,0,0,[Li]<-N#CC=C,0.2162162162162162,log P,True
[Li]<-N#CC=Cc1ccccc1,2.22338,19.815374820945408,0,0,C=CCS1->[Ir]<-S(CC(=O)c2ccccc2)CC1,0.2272727272727272,log P + G parameter,False
[Li]<-N#CC=Cc1ccccc1,2.22338,19.815374820945408,0,0,[Li]<-N#CC=C,0.2162162162162162,log P + G parameter,True
[Li]<-N#CC=Cc1ccccc1,2.22338,19.815374820945408,0,0,C=CCS1->[Ir]<-S(CC(=O)c2ccccc2)CC1,0.2272727272727272,G parameter,False
[Li]<-N#CC=Cc1ccccc1,2.22338,19.815374820945408,0,0,[Li]<-N#CC(=C)c1ccccc1,0.4318181818181818,G parameter,True
[Li]<-N#CC=Cc1ccccc1,2.22338,19.815374820945408,0,0,[Li]<-N#CC1C=CNCc2ccccc21,0.3035714285714285,log P - G parameter,False
[Li]<-N#CC=Cc1ccccc1,2.22338,19.815374820945408,0,0,[Be]=C1SC=C(C=Cc2ccccc2)N1C,0.3888888888888889,log P - G parameter,True
[Li]<-[N-]=[N+]=C(c1ccccc1)c1ccccc1,2.753800000000001,20.89766035333439,0,0,[Li]<-p1c(-c2ccccc2)cc(P)cc1-c1ccccc1,0.3815789473684211,log P,False
[Li]<-[N-]=[N+]=C(c1ccccc1)c1ccccc1,2.753800000000001,20.89766035333439,0,0,[Li]<-[N-]=[N+]=C(C(C)=O)c1ccccc1,0.4310344827586206,log P,True
[Li]<-[N-]=[N+]=C(c1ccccc1)c1ccccc1,2.753800000000001,20.89766035333439,0,0,OC1(c2ccccc2)C=N->[Ir]<-n2c(-c3ccccc3)c[nH]c21,0.3333333333333333,log P + G parameter,False
[Li]<-[N-]=[N+]=C(c1ccccc1)c1ccccc1,2.753800000000001,20.89766035333439,0,0,[Li]<-n1nn[nH]c1-c1ccccc1,0.2424242424242424,log P + G parameter,True
[Li]<-[N-]=[N+]=C(c1ccccc1)c1ccccc1,2.753800000000001,20.89766035333439,0,0,Cc1c[nH]c2n1->[Ir]<-N=CC2(O)c1ccccc1,0.2151898734177215,G parameter,False
[Li]<-[N-]=[N+]=C(c1ccccc1)c1ccccc1,2.753800000000001,20.89766035333439,0,0,[Li]<-n1nn[nH]c1-c1ccccc1,0.2424242424242424,G parameter,True
[Li]<-[N-]=[N+]=C(c1ccccc1)c1ccccc1,2.753800000000001,20.89766035333439,0,0,[Li]<-n1nn[nH]c1-c1ccccc1,0.2424242424242424,log P - G parameter,False
[Li]<-[N-]=[N+]=C(c1ccccc1)c1ccccc1,2.753800000000001,20.89766035333439,0,0,Cc1ccn2n1->[Ir]<-n1(cncc1N)NC2(O)c1ccccc1,0.2222222222222222,log P - G parameter,True
[Li]<-N#Cc1ccccc1C=Cc1ccccc1,3.7286800000000015,26.062390577749483,0,0,[Li]<-S=Cc1ccc(Cl)cc1-c1ccccc1,0.3333333333333333,log P,False
[Li]<-N#Cc1ccccc1C=Cc1ccccc1,3.7286800000000015,26.062390577749483,0,0,[Li]<-n1ccn(Cc2ccccc2C=O)c1,0.2567567567567567,log P,True
[Li]<-N#Cc1ccccc1C=Cc1ccccc1,3.7286800000000015,26.062390577749483,0,0,Cc1ccccc1CN1->[Ir]<-S(C(C)(C)C)c2ccccc21,0.2674418604651162,log P + G parameter,False
[Li]<-N#Cc1ccccc1C=Cc1ccccc1,3.7286800000000015,26.062390577749483,0,0,[Li]<-n1nn[nH]c1-c1ccccc1,0.2318840579710145,log P + G parameter,True
[Li]<-N#Cc1ccccc1C=Cc1ccccc1,3.7286800000000015,26.062390577749483,0,0,C=C1c2ccccn2->[Ir]<-N(C)(C)CCN1Cc1ccccc1C,0.2234042553191489,G parameter,False
[Li]<-N#Cc1ccccc1C=Cc1ccccc1,3.7286800000000015,26.062390577749483,0,0,[Li]<-n1nn[nH]c1-c1ccccc1,0.2318840579710145,G parameter,True
[Li]<-N#Cc1ccccc1C=Cc1ccccc1,3.7286800000000015,26.062390577749483,0,0,[Li]<-N#Cc1cccc(Cl)c1,0.2580645161290322,log P - G parameter,False
[Li]<-N#Cc1ccccc1C=Cc1ccccc1,3.7286800000000015,26.062390577749483,0,0,Cc1ccccc1CN1Cc2ccccn2->[Ir]<-n2c[nH]cc2C1O,0.2244897959183673,log P - G parameter,True
[Li]<-N#Cc1csc2ccccc12,2.7729800000000004,19.863122712080216,0,0,[Li]<-N#Cc1cc2ccc3sccc3c2s1,0.3859649122807017,log P,False
[Li]<-N#Cc1csc2ccccc12,2.7729800000000004,19.863122712080216,0,0,[Li]<-N#Cc1csc2ccccc12,1.0,log P,True
[Li]<-N#Cc1csc2ccccc12,2.7729800000000004,19.863122712080216,0,0,Brc1sccc1C=N1->[Ir]<-n2ccccc2C1,0.2238805970149253,log P + G parameter,False
[Li]<-N#Cc1csc2ccccc12,2.7729800000000004,19.863122712080216,0,0,[Li]<-N#CC1=CNc2ccccc2CC1,0.3818181818181818,log P + G parameter,True
[Li]<-N#Cc1csc2ccccc12,2.7729800000000004,19.863122712080216,0,0,Brc1sccc1C=N1->[Ir]<-n2ccccc2C1,0.2238805970149253,G parameter,False
[Li]<-N#Cc1csc2ccccc12,2.7729800000000004,19.863122712080216,0,0,[Li]<-N#CC1C=CNCc2ccccc21,0.3103448275862069,G parameter,True
[Li]<-N#Cc1csc2ccccc12,2.7729800000000004,19.863122712080216,0,0,[Li]<-N#CC1CCCNc2ccccc21,0.288135593220339,log P - G parameter,False
[Li]<-N#Cc1csc2ccccc12,2.7729800000000004,19.863122712080216,0,0,C#Cc1ccccc1S1->[Ir]<-n2ccccc2C1,0.2318840579710145,log P - G parameter,True
[Li]<-N#CSCc1ccccc1,2.40088,24.009231258952727,0,0,[Li]<-Sc1ccc(-c2ccccc2)s1,0.2727272727272727,log P,False
[Li]<-N#CSCc1ccccc1,2.40088,24.009231258952727,0,0,[Li]<-N#CSCC(=O)N1C=CC=CC1,0.2777777777777778,log P,True
[Li]<-N#CSCc1ccccc1,2.40088,24.009231258952727,0,0,[Li]<-N#CSCc1ccccc1,1.0,log P + G parameter,False
[Li]<-N#CSCc1ccccc1,2.40088,24.009231258952727,0,0,[Li]<-N#CN=Cc1ccccc1,0.4222222222222222,log P + G parameter,True
[Li]<-N#CSCc1ccccc1,2.40088,24.009231258952727,0,0,[Be]=C1NC=C[SH]1C(S)c1ccccc1,0.2413793103448276,G parameter,False
[Li]<-N#CSCc1ccccc1,2.40088,24.009231258952727,0,0,[Li]<-N#CN=Cc1ccccc1,0.4222222222222222,G parameter,True
[Li]<-N#CSCc1ccccc1,2.40088,24.009231258952727,0,0,[Li]<-N#Cc1cccnn1,0.2340425531914893,log P - G parameter,False
[Li]<-N#CSCc1ccccc1,2.40088,24.009231258952727,0,0,SC1S->[Ir]<-N2C(c3ccccc3)CCC12,0.2258064516129032,log P - G parameter,True
[Li]<-N#CC(C)(C)O,0.2808800000000001,19.632341238261976,0,0,[Li]<-N#CC(C)(C)c1ccc(C)cc1,0.3,log P,False
[Li]<-N#CC(C)(C)O,0.2808800000000001,19.632341238261976,0,0,[Li]<-N#CC(C)(O)CO,0.48,log P,True
[Li]<-N#CC(C)(C)O,0.2808800000000001,19.632341238261976,0,0,[Li]<-N#CC(C)(C)O,1.0,log P + G parameter,False
[Li]<-N#CC(C)(C)O,0.2808800000000001,19.632341238261976,0,0,[Li]<-N#CC,0.3,log P + G parameter,True
[Li]<-N#CC(C)(C)O,0.2808800000000001,19.632341238261976,0,0,[Li]<-N#CC(C)(C)O,1.0,G parameter,False
[Li]<-N#CC(C)(C)O,0.2808800000000001,19.632341238261976,0,0,[Li]<-N#CC(C)C,0.28,G parameter,True
[Li]<-N#CC(C)(C)O,0.2808800000000001,19.632341238261976,0,0,[Li]<-N#CC(C)C,0.28,log P - G parameter,False
[Li]<-N#CC(C)(C)O,0.2808800000000001,19.632341238261976,0,0,[Li]<-N#CC(C)(C)O,1.0,log P - G parameter,True
[Li]<-N(Cc1ccccc1)=C(N)NC1CCCCC1,2.4236000000000004,37.96753143402833,0,0,[Li]<-N(Cc1ccccc1)=C(C)Nc1ccc(F)cc1,0.3417721518987341,log P,False
[Li]<-N(Cc1ccccc1)=C(N)NC1CCCCC1,2.4236000000000004,37.96753143402833,0,0,[Li]<-N(C)=C(NC)c1ccccc1,0.2878787878787879,log P,True
[Li]<-N(Cc1ccccc1)=C(N)NC1CCCCC1,2.4236000000000004,37.96753143402833,0,0,[Li]<-N(Cc1ccccc1)=C(N)NC1CCCCC1,1.0,log P + G parameter,False
[Li]<-N(Cc1ccccc1)=C(N)NC1CCCCC1,2.4236000000000004,37.96753143402833,0,0,[Li]<-N(Cc1ccccc1)=C(N)NC,0.543859649122807,log P + G parameter,True
[Li]<-N(Cc1ccccc1)=C(N)NC1CCCCC1,2.4236000000000004,37.96753143402833,0,0,[Li]<-N(Cc1ccccc1)=C(N)NC1CCCCC1,1.0,G parameter,False
[Li]<-N(Cc1ccccc1)=C(N)NC1CCCCC1,2.4236000000000004,37.96753143402833,0,0,[Li]<-N(Cc1ccccc1)=C(N)NC1CCCCC1,1.0,G parameter,True
[Li]<-N(Cc1ccccc1)=C(N)NC1CCCCC1,2.4236000000000004,37.96753143402833,0,0,[Li]<-N(Cc1ccccc1)=C(N)NC1CCCCC1,1.0,log P - G parameter,False
[Li]<-N(Cc1ccccc1)=C(N)NC1CCCCC1,2.4236000000000004,37.96753143402833,0,0,[Li]<-N(Cc1ccccc1)=C(N)NC1CCCCC1,1.0,log P - G parameter,True
[Li]<-N#CCc1ccc(Cl)cc1,2.40608,20.13369409517746,0,0,[Li]<-N#CCc1ccc(C(F)(F)Cl)cc1Cl,0.3653846153846153,log P,False
[Li]<-N#CCc1ccc(Cl)cc1,2.40608,20.13369409517746,0,0,[Li]<-N#CCc1ccc(N(C)C)cc1,0.5952380952380952,log P,True
[Li]<-N#CCc1ccc(Cl)cc1,2.40608,20.13369409517746,0,0,N#CCc1ccc(N2->[Ir]<-n3ccccc3C2)cc1,0.2537313432835821,log P + G parameter,False
[Li]<-N#CCc1ccc(Cl)cc1,2.40608,20.13369409517746,0,0,[Li]<-N#CCN,0.2222222222222222,log P + G parameter,True
[Li]<-N#CCc1ccc(Cl)cc1,2.40608,20.13369409517746,0,0,N#CCc1ccc(N2->[Ir]<-n3ccccc3C2)cc1,0.2537313432835821,G parameter,False
[Li]<-N#CCc1ccc(Cl)cc1,2.40608,20.13369409517746,0,0,[Li]<-N#Cc1cccc(N)c1,0.2826086956521739,G parameter,True
[Li]<-N#CCc1ccc(Cl)cc1,2.40608,20.13369409517746,0,0,[Li]<-N#CCCl,0.2571428571428571,log P - G parameter,False
[Li]<-N#CCc1ccc(Cl)cc1,2.40608,20.13369409517746,0,0,N#CCc1ccc(N2->[Ir]<-n3ccccc3C2)cc1,0.2537313432835821,log P - G parameter,True
[Be]=C=CC(C)(C)N,0.5898900000000001,31.211204838452964,0,0,[Be]=C=CC(C)(C)C,0.5454545454545454,log P,False
[Be]=C=CC(C)(C)N,0.5898900000000001,31.211204838452964,0,0,[Be]=C=CC(C)(C)N,1.0,log P,True
[Be]=C=CC(C)(C)N,0.5898900000000001,31.211204838452964,0,0,[Be]=C=CC(C)(C)N,1.0,log P + G parameter,False
[Be]=C=CC(C)(C)N,0.5898900000000001,31.211204838452964,0,0,[Be]=C=CC(C)=O,0.2307692307692307,log P + G parameter,True
[Be]=C=CC(C)(C)N,0.5898900000000001,31.211204838452964,0,0,[Be]=C=CC(C)(C)N,1.0,G parameter,False
[Be]=C=CC(C)(C)N,0.5898900000000001,31.211204838452964,0,0,[Be]=C=CC,0.3,G parameter,True
[Be]=C=CC(C)(C)N,0.5898900000000001,31.211204838452964,0,0,[Be]=C=CC,0.3,log P - G parameter,False
[Be]=C=CC(C)(C)N,0.5898900000000001,31.211204838452964,0,0,[Be]=C=CC(C)(C)N,1.0,log P - G parameter,True
[Li]<-N#CN=Cc1cccc(C)c1C,2.2034200000000004,19.815374820945408,0,0,[Li]<-N#Cc1ccc(Sc2ccccc2C)cc1,0.2686567164179104,log P,False
[Li]<-N#CN=Cc1cccc(C)c1C,2.2034200000000004,19.815374820945408,0,0,[Li]<-N#CN=Cc1ccccc1C,0.6666666666666666,log P,True
[Li]<-N#CN=Cc1cccc(C)c1C,2.2034200000000004,19.815374820945408,0,0,Cc1ccccc1S1->[Ir]<-S(CC#N)C(C)(C)C1,0.2028985507246377,log P + G parameter,False
[Li]<-N#CN=Cc1cccc(C)c1C,2.2034200000000004,19.815374820945408,0,0,[Li]<-N#Cn1cnc(-c2ccccc2)n1,0.203125,log P + G parameter,True
[Li]<-N#CN=Cc1cccc(C)c1C,2.2034200000000004,19.815374820945408,0,0,Cc1ccccc1N1->[Ir]<-PC(P)C=1C(C)(C)C,0.2058823529411764,G parameter,False
[Li]<-N#CN=Cc1cccc(C)c1C,2.2034200000000004,19.815374820945408,0,0,[Li]<-N#Cn1cnc(-c2ccccc2)n1,0.203125,G parameter,True
[Li]<-N#CN=Cc1cccc(C)c1C,2.2034200000000004,19.815374820945408,0,0,[Li]<-N#Cn1cnc(-c2ccccc2)n1,0.203125,log P - G parameter,False
[Li]<-N#CN=Cc1cccc(C)c1C,2.2034200000000004,19.815374820945408,0,0,Cc1cccc(N2->[Ir]<-N(=CC#N)CC2)c1C,0.3278688524590163,log P - G parameter,True
[Li]<-N#CC(C)=O,0.0989799999999999,19.807416839089605,0,0,[Li]<-N#CC(C)C#N,0.2222222222222222,log P,False
[Li]<-N#CC(C)=O,0.0989799999999999,19.807416839089605,0,0,[Li]<-N#CC(=O)O,0.5,log P,True
[Li]<-N#CC(C)=O,0.0989799999999999,19.807416839089605,0,0,[Li]<-N#CC(C)=O,1.0,log P + G parameter,False
[Li]<-N#CC(C)=O,0.0989799999999999,19.807416839089605,0,0,[Li]<-N#CC(N)=O,0.5,log P + G parameter,True
[Li]<-N#CC(C)=O,0.0989799999999999,19.807416839089605,0,0,[Li]<-N#CC(C)=O,1.0,G parameter,False
[Li]<-N#CC(C)=O,0.0989799999999999,19.807416839089605,0,0,[Li]<-N#CC(C)=O,1.0,G parameter,True
[Li]<-N#CC(C)=O,0.0989799999999999,19.807416839089605,0,0,[Li]<-N#CC(C)=O,1.0,log P - G parameter,False
[Li]<-N#CC(C)=O,0.0989799999999999,19.807416839089605,0,0,[Li]<-N#CC(C)=O,1.0,log P - G parameter,True
[Li]<-N=P(C)(C)C(C)C,2.4343699999999995,22.131147540983605,0,0,[Li]<-N=P(C)(c1ccc(C)cc1)C(C)C,0.3333333333333333,log P,False
[Li]<-N=P(C)(C)C(C)C,2.4343699999999995,22.131147540983605,0,0,[Li]<-N=[PH](C)C,0.2,log P,True
[Li]<-N=P(C)(C)C(C)C,2.4343699999999995,22.131147540983605,0,0,CC(C)P=N,0.2,log P + G parameter,False
[Li]<-N=P(C)(C)C(C)C,2.4343699999999995,22.131147540983605,0,0,[Li]<-N=[PH](C)C,0.2,log P + G parameter,True
[Li]<-N=P(C)(C)C(C)C,2.4343699999999995,22.131147540983605,0,0,CC(C)P=N,0.2,G parameter,False
[Li]<-N=P(C)(C)C(C)C,2.4343699999999995,22.131147540983605,0,0,[Li]<-N=[PH](C)C,0.2,G parameter,True
[Li]<-N=P(C)(C)C(C)C,2.4343699999999995,22.131147540983605,0,0,[Li]<-N=P(C)(C)C(C)C,1.0,log P - G parameter,False
[Li]<-N=P(C)(C)C(C)C,2.4343699999999995,22.131147540983605,0,0,CC(C)P=N,0.2,log P - G parameter,True
[Li]<-[N-]=[N+]=C(C)C,0.6970000000000001,20.23714785930288,0,0,[Li]<-[N-]=[N+]=C(C)c1ccccc1,0.2777777777777778,log P,False
[Li]<-[N-]=[N+]=C(C)C,0.6970000000000001,20.23714785930288,0,0,[Li]<-[N-]=[N+]=C,0.2631578947368421,log P,True
[Li]<-[N-]=[N+]=C(C)C,0.6970000000000001,20.23714785930288,0,0,[Li]<-[N-]=[N+]=C(C)c1ccccc1,0.2777777777777778,log P + G parameter,False
[Li]<-[N-]=[N+]=C(C)C,0.6970000000000001,20.23714785930288,0,0,[Li]<-[N-]=[N+]=C,0.2631578947368421,log P + G parameter,True
[Li]<-[N-]=[N+]=C(C)C,0.6970000000000001,20.23714785930288,0,0,[Li]<-[N-]=[N+]=C(C)C,1.0,G parameter,False
[Li]<-[N-]=[N+]=C(C)C,0.6970000000000001,20.23714785930288,0,0,[Li]<-[N-]=[N+]=C,0.2631578947368421,G parameter,True
[Li]<-[N-]=[N+]=C(C)C,0.6970000000000001,20.23714785930288,0,0,[Li]<-[N-]=[N+]=C,0.2631578947368421,log P - G parameter,False
[Li]<-[N-]=[N+]=C(C)C,0.6970000000000001,20.23714785930288,0,0,[Li]<-[N-]=[N+]=C(C)C,1.0,log P - G parameter,True
[Li]<-N=C1CNCC1=O,-0.8215300000000003,21.056819990450418,0,0,[Li]<-N=C1CNCC1=O,1.0,log P,False
[Li]<-N=C1CNCC1=O,-0.8215300000000003,21.056819990450418,0,0,[Li]<-N=C1CNCC1=O,1.0,log P,True
[Li]<-N=C1CNCC1=O,-0.8215300000000003,21.056819990450418,0,0,[Li]<-N=C1CNCC1=O,1.0,log P + G parameter,False
[Li]<-N=C1CNCC1=O,-0.8215300000000003,21.056819990450418,0,0,[Li]<-N=C1CNCC1=O,1.0,log P + G parameter,True
[Li]<-N=C1CNCC1=O,-0.8215300000000003,21.056819990450418,0,0,[Li]<-N=C1CNCC1=O,1.0,G parameter,False
[Li]<-N=C1CNCC1=O,-0.8215300000000003,21.056819990450418,0,0,[Li]<-N=C1CNC(=O)C1,0.375,G parameter,True
[Li]<-N=C1CNCC1=O,-0.8215300000000003,21.056819990450418,0,0,[Li]<-N=C1CNC(=O)C1,0.375,log P - G parameter,False
[Li]<-N=C1CNCC1=O,-0.8215300000000003,21.056819990450418,0,0,[Li]<-N=C1CNCC1=O,1.0,log P - G parameter,True
[Li]<-N#Cn1ncnc1-c1ccccc1,1.27428,22.361929014801845,0,0,[Li]<-N#Cn1ncnc1-c1ccccc1,1.0,log P,False
[Li]<-N#Cn1ncnc1-c1ccccc1,1.27428,22.361929014801845,0,0,[Li]<-N#Cn1ncnc1C(=O)O,0.3653846153846153,log P,True
[Li]<-N#Cn1ncnc1-c1ccccc1,1.27428,22.361929014801845,0,0,C=CCS1->[Ir]<-SCC1(S)Cn1cnc2ccccc21,0.2,log P + G parameter,False
[Li]<-N#Cn1ncnc1-c1ccccc1,1.27428,22.361929014801845,0,0,[Li]<-N#Cn1cncn1,0.28,log P + G parameter,True
[Li]<-N#Cn1ncnc1-c1ccccc1,1.27428,22.361929014801845,0,0,C=C1c2ncccc2-n2(->[Ir]<-N1Cc1ccccc1)ccnc2,0.2183908045977011,G parameter,False
[Li]<-N#Cn1ncnc1-c1ccccc1,1.27428,22.361929014801845,0,0,[Li]<-N#Cn1cncn1,0.28,G parameter,True
[Li]<-N#Cn1ncnc1-c1ccccc1,1.27428,22.361929014801845,0,0,[Li]<-N#Cn1cncn1,0.28,log P - G parameter,False
[Li]<-N#Cn1ncnc1-c1ccccc1,1.27428,22.361929014801845,0,0,C=C1c2ncccc2-n2(->[Ir]<-N1Cc1ccccc1)ccnc2,0.2183908045977011,log P - G parameter,True
[Li]<-N(=O)c1ccccc1OC,2.0931,22.89511379914053,0,0,[Li]<-N(=O)c1c(OCC)ccc2c(Cl)cccc12,0.3050847457627119,log P,False
[Li]<-N(=O)c1ccccc1OC,2.0931,22.89511379914053,0,0,[Li]<-N(=O)c1ccccc1OC,1.0,log P,True
[Li]<-N(=O)c1ccccc1OC,2.0931,22.89511379914053,0,0,[Li]<-N(=O)c1ccccc1OC,1.0,log P + G parameter,False
[Li]<-N(=O)c1ccccc1OC,2.0931,22.89511379914053,0,0,[Li]<-N(=O)c1ccccc1OC,1.0,log P + G parameter,True
[Li]<-N(=O)c1ccccc1OC,2.0931,22.89511379914053,0,0,[Li]<-N(=O)c1ccccc1OC,1.0,G parameter,False
[Li]<-N(=O)c1ccccc1OC,2.0931,22.89511379914053,0,0,[Li]<-N(=O)c1ccccc1OC,1.0,G parameter,True
[Li]<-N(=O)c1ccccc1OC,2.0931,22.89511379914053,0,0,[Li]<-n1cnc(OC)c2ccccc21,0.34,log P - G parameter,False
[Li]<-N(=O)c1ccccc1OC,2.0931,22.89511379914053,0,0,Cc1ccccc1[Se]1->[Ir]<-N(C)(C)CCC1,0.2203389830508474,log P - G parameter,True
[Be]=C1NC(N)=CN1c1ccccc1C#N,0.72177,31.05204520133694,0,0,[Be]=C1N(c2ccc(C)cc2)C=CN1c1ccc(C#N)cc1,0.2289156626506024,log P,False
[Be]=C1NC(N)=CN1c1ccccc1C#N,0.72177,31.05204520133694,0,0,[Be]=C1NC=C(N)N1C[Se]c1ccccc1,0.328125,log P,True
[Be]=C1NC(N)=CN1c1ccccc1C#N,0.72177,31.05204520133694,0,0,[Li]<-Sc1ccccc1C(N)(P)c1ccccc1,0.2,log P + G parameter,False
[Be]=C1NC(N)=CN1c1ccccc1C#N,0.72177,31.05204520133694,0,0,[Li]<-Nc1cccc(C#N)c1,0.2280701754385964,log P + G parameter,True
[Be]=C1NC(N)=CN1c1ccccc1C#N,0.72177,31.05204520133694,0,0,[Be]=C1NC(N)=CN1c1ccccc1C#N,1.0,G parameter,False
[Be]=C1NC(N)=CN1c1ccccc1C#N,0.72177,31.05204520133694,0,0,[Li]<-Nc1cccc(C#N)c1,0.2280701754385964,G parameter,True
[Be]=C1NC(N)=CN1c1ccccc1C#N,0.72177,31.05204520133694,0,0,[Li]<-Nc1cccc(C#N)c1,0.2280701754385964,log P - G parameter,False
