Encoded SMILES,log P,Exact cone angle ($^\circ$)
c1ccn2->[Ir]<-N=Nc2c1,1.7440699999999998,185.26807846129992
Cc1nccc2-c3ccnc(C)n3->[Ir]<-n21,1.5504399999999998,242.58977395013318
c1ccc(P2(CP(->[Ir]<-2)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,5.209700000000003,193.6835108067267
CC1(C)COC2COP3(->[Ir]<-N=21)Oc1ccccc1-c1ccccc13,3.9071000000000033,216.51317042352107
O=C(CN1CP(->[Ir]<-P(C1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)Nc1ccc2c(c1)Cc1ccccc1-2,7.679100000000008,241.052643398963
c1ccc(-c2ccn3-c4ccccn4->[Ir]<-n23)cc1,2.9343000000000004,226.50076965131615
Cc1cp2(->[Ir]<-p3(-c4ccccc4)cc(C)c(C)c3-c2c1C)-c1ccccc1,8.538880000000004,232.09028686883983
CCOC1=O->[Ir]<-n2c1cc(OCc1ccccc1)c1cc(N(C)C)ccc12,4.056500000000003,205.76870592495115
C#Cc1ccc(N2=Cc3ccccn3->[Ir]<-2)cc1,2.8135000000000003,194.54800916620698
CN1C=CN2Cc3ccccc3-c3ccccc3CN3C=CN(C)[C]3=[Be]->[Ir]<-[Be]=[C]12,3.783380000000003,294.6439901227486
CN1CCN(C)C1=N1->[Ir]<-N(=C2N(C)CCN2C)c2ccccc2-c2ccccc21,3.083000000000002,277.141143884343
CN1[C]2=[Be]->[Ir]<-n3ccccc3CN2c2ccccc21,2.5342900000000004,197.89631866807304
c1cc2ccc3cccn4->[Ir]<-n(c1)c2c34,2.7830000000000004,178.92024687133537
C(=Cc1ccccc1)C=C1P(->[Ir]<-P1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,7.807000000000009,185.73600694108188
C1CS2->[Ir]<-S(CCS1)CC2,2.1996,196.89916710339492
COc1ccn2->[Ir]<-n3ccc(OC)cc3-c2c1,2.1608,178.41791725186374
CC(C)C1COC2c3ccccc3N3C=CN(C)[C]3=[Be]->[Ir]<-N=21,2.7072900000000013,191.48829300562264
CC1C(C)=N(->[Ir]<-N=1c1cc(C)cc(C)c1)c1cc(C)cc(C)c1,5.805280000000005,205.71299669079238
c1cc(-c2cc[nH]n2)n2->[Ir]<-n3[nH]ccc3-c2c1,1.8617999999999995,234.72409973443496
c1ccc(-c2[nH]nc3-c4ccccn4->[Ir]<-n32)cc1,2.5336999999999996,220.17840290553082
Cc1sccc1-c1c(-c2ccsc2C)c2cccn3->[Ir]<-n4cccc1c4c23,6.856840000000004,198.41037575913953
c1ccc(-c2cc3-c4ccccn4->[Ir]<-n3[nH]2)cc1,3.138700000000001,195.206671372165
CC(C)P1(CCP(->[Ir]<-1)(C(C)C)C(C)C)C(C)C,5.583800000000006,221.68104815602655
Cc1cc(C)n2->[Ir]<-n3c(C)cc(C)n3C(n12)[Si](C)(C)C,3.237580000000002,213.55312726154494
c1ccc(P2(=S->[Ir]<-P3=C2c2ccccc2C3=P(c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,7.727000000000009,214.30086552916947
C1CN2->[Ir]<-N3=C(C=2N1)NCC3,-1.0101999999999995,178.44740005943544
CC(C)(C)P12->[Ir]<-P(C(C)(C)C)(C[Si](C)(C)C1)C2,5.305100000000005,199.44692478962148
CN1CCCN(C)P(->[Ir]<-P1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,5.335900000000006,231.59588237520504
CC(C)c1cccc(C(C)C)c1N1=CC2(C=N(->[Ir]<-1)c1c(C(C)C)cccc1C(C)C)CCCC2,9.845399999999996,249.92571440068915
CP1(C)CCP(C)(C)->[Ir]<-1,2.4694000000000003,164.46149757251175
Cc1cc(C)cc(N2=Cc3cccn3P(->[Ir]<-2)(N(C(C)C)C(C)C)N(C(C)C)C(C)C)c1,7.168140000000008,228.00842425774835
c1ccc2-c3[nH]c4ccccc4n3->[Ir]<-n3c(-c2c1)[nH]c1ccccc13,4.773200000000002,184.8310657273052
COc1ccc(C=N2CCN(=Cc3ccc(OC)cc3)->[Ir]<-2)cc1,3.2418000000000022,258.30406104865267
CC1=N->[Ir]<-n2c(C)cc(C)n21,1.34521,185.169322180976
CN1(C)CCN(C)(C)->[Ir]<-1,0.10959999999999992,185.06036345245224
CC(C)P1(CCNCCP(->[Ir]<-1)(C(C)C)C(C)C)C(C)C,5.173400000000005,283.07271069886093
CC(C)(C)P1(Cc2cccc(CP(->[Ir]<-1)(C(C)(C)C)C(C)(C)C)n2)C(C)(C)C,8.239400000000007,285.96430759045325
c1ccc(P2(Nc3ccccc3P(->[Ir]<-2)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,5.904600000000004,209.75525104138993
CC(C)C1COC2c3ccccc3P(->[Ir]<-N=21)(c1ccccc1)c1ccccc1,4.2462000000000035,211.24138539121265
CN1CCN(C)(C)->[Ir]<-1,-0.23259999999999992,187.21463553619608
Cc1[nH]cn2->[Ir]<-n3c[nH]c(C)c3CSCc12,2.18304,225.71521462187255
CCN1(CC)CCN(->[Ir]<-1)=C(N(C)C)N(C)C,0.8074000000000006,259.26881363787425
c1ccc(N2CP(->[Ir]<-P(C2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,6.673800000000007,212.6162236124258
C(=Cc1ccc(-n2ccnc2)cc1)c1ccc(-c2cc3-c4ccccn4->[Ir]<-n4ccccc4-c(c2)n3)cc1,7.228700000000006,202.51891912503703
COC(=O)C(CO)N1=Cc2ccccn2->[Ir]<-1,0.034399999999999764,194.09713345741613
C1CN2->[Ir]<-N1CC2,-0.8208,160.0850622555757
Clc1ccc2c(c1)c(-c1ccccc1)nc1-c3ccccn3->[Ir]<-n12,5.0122000000000035,210.634801578921
CC(C)N1Cc2cccc3n2->[Ir]<-n2c(cccc2CN(C(C)C)C3)C1,3.611200000000003,254.7432673560654
C1COCCN2->[Ir]<-N(CCO1)CCOCCOCC2,-0.7543999999999975,275.1417466284139
Cc1ccc(N2CP3(->[Ir]<-P(c4ccccn4)(C2)CN(c2ccc(C)cc2)C3)c2ccccn2)cc1,5.864840000000006,208.42187406487162
CC1CC(C)N(C)->[Ir]<-N1C,0.5922999999999999,190.03796406951375
CC(C)P1(->[Ir]<-N(C)(C)C2=C1c1ccccc1C2)C(C)C,4.771600000000004,209.42230521437872
CCC1=O->[Ir]<-P2(c3ccccc3)C3CC1C2C(C)=C3C,3.8800000000000034,189.9030416004524
CC(C)(C)c1ccn2->[Ir]<-n3ccc(C(C)(C)C)cc3-c2c1,4.738600000000005,196.87396616212115
FC1(F)P(->[Ir]<-P1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,5.802500000000007,201.1648483457501
CC(C)N1CCN2(->[Ir]<-N(C(C)C)(CC1)CC2)C(C)C,2.1311999999999998,264.27476961111745
c1cn2Cn3cccn3->[Ir]<-n2c1,0.5853999999999999,182.47225472632104
Cc1ccc(O)c(C=N2CCN(C)->[Ir]<-2)c1,1.3389199999999999,249.01856161768302
C1CC2CN3(->[Ir]<-N=C(N4CCOCC4)N2C1)CCCC3,0.8135699999999999,232.52419726958271
Brc1c(Br)c2cccn3->[Ir]<-n4cccc1c4c23,4.3080000000000025,203.76049306040326
CC(c1ccccc1)N1=Cc2ccccn2->[Ir]<-1,3.261700000000001,239.3526916596445
Brc1ccc2-c3ccc(Br)cn3->[Ir]<-n2c1,3.6686000000000014,205.95580743381177
c1ccc(P2(->[Ir]<-P(c3ccccc3)(c3ccccc3)c3ccccc32)c2ccccc2)cc1,5.203000000000004,199.59355527983007
O=C(O)CN1->[Ir]<-NCC=1O,-1.0137999999999996,192.00970090460322
Clc1ccc2OCC(=O->[Ir]<-n3cccc1c23)N1CCCC1,2.889400000000001,248.63190530908685
CC1=N(O)->[Ir]<-NC1(C)C,0.5737999999999998,190.06064351290493
CC(C)(C)S1Cc2ccccn2->[Ir]<-1,3.1133000000000015,199.5279923786764
Clc1ccn2->[Ir]<-n3ccc(Cl)c4ccc1c2c43,4.089800000000001,195.6363930315244
c1ccc(C2=O->[Ir]<-n3ccccc32)cc1,2.3125999999999998,168.15648836014233
c1ccc(CN2CCN3CCN(Cc4ccccn4)P24->[Ir]<-n2ccccc2CN4CC3)nc1,3.2341000000000024,231.57577033117977
CCCCN1C=CN2c3ccccn3->[Ir]<-[Be]=[C]12,2.47119,210.9337159276026
C1CSC2=C(S1)SC(=C1SC3=S->[Ir]<-S=C3S1)S2,5.334400000000001,188.405722644679
CCCCN1C=CN2CN3C=CN(CCCC)[C]3=[Be]->[Ir]<-[Be]=[C]12,2.7142800000000014,221.78901282105238
CN1CCN(C)C1=N1->[Ir]<-n2cccc3cccc1c32,2.0994999999999995,220.2796952281078
CC(C)c1cccc(C(C)C)c1N1->[Ir]<-n2ccccc2NC=1c1ccccc1,6.518800000000007,231.84648684792376
CC1CP(->[Ir]<-P1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,5.640700000000004,222.76195422454748
Cc1cccc(N2P(->[Ir]<-P2(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)c1C,7.205640000000009,214.2982123967308
CCC1c2ccccc2C(CC)N2C=CN(C(C)C)[C]2=[Be]->[Ir]<-[Be]=[C]2N(C(C)C)C=CN21,5.575780000000006,237.33581827935274
CC(C)(C)P1(->[Ir]<-P(c2ccccc2)(c2ccccc2)n2ccnc21)C(C)(C)C,5.483300000000005,216.26575484947372
c1ccc(N2=Nc3ccccn3->[Ir]<-2)cc1,3.4970000000000017,215.2240753491608
Cc1ccccc1N1=Cc2ccc3ccccc3n2->[Ir]<-1,4.293820000000004,207.8847191587496
C(c1c2ccccc2cc2ccccc12)=N1CCS(->[Ir]<-1)c1ccccc1,6.204200000000005,195.84599156957833
c1ccc2c(c1)CC1OC3C4(C5=N(->[Ir]<-N=3C21)C1c2ccccc2CC1O5)CC4,3.956000000000003,263.0019138145954
CCC(C)N1[C]2=[Be]->[Ir]<-[Be]=[C]3N(CCOCCOCCN2c2ccccc21)c1ccccc1N3C(C)CC,5.262380000000006,297.8213595563147
Cc1cc(C)c(N2->[Ir]<-N(=C3C=2c2cccc4cccc3c24)c2c(C)cc(C)cc2C)c(C)c1,7.945520000000007,197.71552795783504
CCCS1CCS(CCC)->[Ir]<-1,3.272800000000002,191.82655358493784
O=C(O)c1[s+]c(=C2c3ccccn3->[Ir]<-n3ccccc32)sc1=C([O-])O,0.8102,182.73228832779452
c1cc2c3nccnc3c3cccn4->[Ir]<-n(c1)c2c34,2.7262000000000004,182.50816222863884
c1ccc(P2(->[Ir]<-n3ccccc32)c2ccccc2)cc1,2.839800000000001,172.59089444862084
c1ccc(P2(CCP(->[Ir]<-2)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,5.252200000000004,199.87784815485531
CC(C)(C)C1=CP(->[Ir]<-S1c1ccccc1)(c1ccccc1)c1ccccc1,6.799100000000007,203.18428871590615
CCC1CCC(CC)P12->[Ir]<-P1(c3ccccc32)C(CC)CCC1CC,6.603000000000007,222.14652952954847
CC(C)(C)N1=Cc2ccccn2->[Ir]<-1,2.2990000000000004,207.1916472369495
Cc1cc(C)n2->[Ir]<-N(CCn12)C(C)(C)C,1.88804,203.83639545212873
CN(C)C1=CN2c3ccccn3->[Ir]<-[Be]=[C]2C=C1,1.89959,199.75368246107084
Cc1c(O)n2C(N)=S->[Ir]<-n2c1C,0.29724000000000006,191.91991299993705
c1ccc([Se]2CC[Se](->[Ir]<-2)c2ccccc2)cc1,1.8823999999999999,192.2539123854848
CNC1=O->[Ir]<-n2ccccc21,0.44119999999999976,171.91170309521937
C1=CP(->[Ir]<-P1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,5.723400000000006,199.43117109904833
c1ccc(CN2CC3CC(c4ccccc4)N3(Cc3ccccc3)->[Ir]<-2)cc1,4.792000000000004,250.88975489077689
CCCCCCn1cc2-c3ccccn3->[Ir]<-n2n1,2.9204000000000008,185.5400371342048
Clc1ccc(N2->[Ir]<-N3=C(N4CCSC=24)SCCC3)cc1Cl,4.522600000000002,220.72898075170892
CCOC(=O)CCN1=Cc2ccccn2->[Ir]<-1,1.4537,195.26333087270405
COc1ccc(N2=Cc3ccccn3->[Ir]<-2)cc1,2.8408000000000007,210.86146573057232
CN12->[Ir]<-S(CCC1)CCC2,1.4452,201.51074209927813
C1CCN->[Ir]<-NC1,-0.3159999999999996,200.77954235172018
Brc1ccc2N=N(->[Ir]<-n2c1)c1ccccc1,4.259500000000003,203.47208549777412
CP1(C)CCP(C)(C)->[Ir]<-O=1,2.3506,178.56466527482254
C[Si](C)(C)C#Cc1ccn2->[Ir]<-n3ccccc3-c2c1,3.3725000000000023,203.544028080932
O=N1->[Ir]<-Nc2ccccc21,1.6667,184.05767848221655
c1ccc(CC2COC3C4=N(->[Ir]<-N=32)C(Cc2ccccc2)CO4)cc1,3.0664000000000016,195.0700076977141
Cc1ccc2-c3ccc(C)cn3->[Ir]<-n2c1,2.760440000000001,178.06381375349386
CCN1(CC)CCP(->[Ir]<-1)(c1ccccc1)c1ccccc1,3.461100000000002,205.355978392188
CC(C)(C)C1=CN2CCP(->[Ir]<-[Be]=[C]2N1)(c1ccccc1)c1ccccc1,3.9082900000000027,213.7126281978735
CN1->[Ir]<-N(C)C2CCCCC21,0.7363999999999995,199.7596508332306
c1ccn2->[Ir]<-n3nn4ccccc4c3-c2c1,1.7913,188.4429034079067
CS1->[Ir]<-n2cccc3cccc1c32,2.9567000000000014,191.66975508042628
CC1CCC(C)P12->[Ir]<-P1(c3ccccc32)C(C)CCC1C,5.042600000000005,217.74671805673717
CC(C)(C)N1=CC2=C(P(->[Ir]<-1)(c1ccccc1)c1ccccc1)CCC2,5.426600000000005,224.68040873824657
CC(C)P1(CP(->[Ir]<-1)(C1CCCCC1)C1CCCCC1)C(C)C,7.389900000000007,211.57779707575344
C(c1ccccc1)=N1CCN(=Cc2ccccc2)->[Ir]<-1,3.2246000000000015,251.76019840959074
Cn1ccn2->[Ir]<-n3ccn(C)c3-c12,0.8205999999999999,180.08883845118285
c1ccc(-c2ccc(-n3cc4-c5ccccn5->[Ir]<-n4n3)cc2)cc1,3.9963000000000024,182.6504417039109
CSCCN1Cc2ccccn2->[Ir]<-1,1.5342,220.96238191379206
c1cc2c3n(->[Ir]<-n4cccc(c4-3)NC3(CCCCC3)N2)c1,3.641400000000001,201.930241431159
COCCO1CCOCCOCCO(C)->[Ir]<-1,0.32900000000000085,253.5684780171495
c1csc(-c2nc3c4cccn5->[Ir]<-n6cccc(c3[nH]2)c6c45)c1,4.387800000000002,180.69777194103088
CN1->[Ir]<-N2CCC1C2,-0.43230000000000013,186.75971089244106
Oc1ccccc1N1Cc2ccccn2->[Ir]<-1,2.3993,198.574301623607
CCOP1(OCC)=O->[Ir]<-P(c2ccccc2)(c2ccccc2)C1c1ccccc1,6.084200000000005,185.42743922637771
CC1(C)C2CC3=N(O)->[Ir]<-S(Cc4ccccc4)C3(C)C1C2,4.5747000000000035,207.43991371925128
c1ccc2c(c1)ccc1-c3sc4ccccc4n3->[Ir]<-n12,4.5115000000000025,206.6309041476523
c1ccc(P2(Cc3ccccn3->[Ir]<-2)c2ccccc2)cc1,3.714500000000002,210.43486194873043
C1CN->[Ir]<-NC1,-0.7060999999999993,174.52348311805437
CC(C)(C)c1cc(C(C)(C)C)n2->[Ir]<-n3ccccc3Cn12,3.921400000000003,206.3535601744715
COc1ccccc1P1(CCP(->[Ir]<-1)(c1ccccc1OC)c1ccccc1OC)c1ccccc1OC,5.286600000000005,224.58794850617883
CS1->[Ir]<-P(c2ccccc2)(c2ccccc2)c2ccccc21,4.166700000000002,194.41475458960863
CC(C)c1cccc(C(C)C)c1-n1cc2-c3cn(-c4c(C(C)C)cccc4C(C)C)nn3->[Ir]<-n2n1,7.0086000000000075,176.88336514655865
CC1=P(->[Ir]<-O=P1(c1ccccc1)c1ccccc1)c1c(C(C)(C)C)cc(C(C)(C)C)cc1C(C)(C)C,8.314500000000006,212.5779013412371
CP1(C)CCN->[Ir]<-1,0.6866,166.65047340592872
CC(C)(C)C1=CP(->[Ir]<-P1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,7.139700000000009,208.5147380860605
CCP1(CCc2ccccn2->[Ir]<-1)c1ccccc1,3.4514000000000022,208.3477370372303
C1CCN23->[Ir]<-N45CCCCC4C(CC(C5)C2C1)C3,2.3451000000000004,255.297398276468
CC(C)(C)C1=N(->[Ir]<-P1(c1ccccc1)c1ccccc1)c1ccccc1,5.895600000000005,186.10273306462
CC(C)N1C=CN2P(->[Ir]<-[Be]=[C]12)(C(C)(C)C)C(C)(C)C,4.473790000000005,205.61507757193533
CN1C=CN2CN3C=CN(C)[C]3=[Be]->[Ir]<-[Be]=[C]12,0.37368000000000023,204.66028726541336
CCOC(=O)Cn1cc(Cl)c2-c3ccccn3->[Ir]<-n21,2.1616,207.56913292660204
CP1(C)CCCP(C)(C)->[Ir]<-1,2.8595000000000015,200.97349567968064
CN1C=NN2CCS(->[Ir]<-[Be]=[C]12)c1ccccc1,1.96569,212.03218324086973
c1ccn(P2(->[Ir]<-n3cccc4ccn2c43)n2cccc2)c1,3.810900000000002,198.74216455906722
c1ccc(CCN23->[Ir]<-n4ccccc4CCN(CCC2)CC3)cc1,2.874500000000001,294.41851438051725
C1c2ccccn2->[Ir]<-N=1C1CCCCC1,2.8332000000000015,223.08089458554338
CC(C)P1(->[Ir]<-P(c2cccc3c2C2c4ccccc4C3c3cccc1c32)(C(C)C)C(C)C)C(C)C,8.521800000000006,264.74761823906783
COc1ccccc1N1Cc2ccccn2->[Ir]<-n2ccccc2C1,3.692000000000002,231.81127919202743
c1csc(-c2cc3ccc4cc(-c5cccs5)cn5->[Ir]<-n(c2)c3c45)c1,6.240000000000003,183.91656310432577
c1ccc(P2(->[Ir]<-P(c3ccccc3)(c3ccccc3)c3ccc4ccccc4c3-c3c2ccc2ccccc32)c2ccccc2)cc1,9.1764,220.59630136752676
c1ccc2c(c1)[nH]c1CN->[Ir]<-n12,1.0215999999999998,193.717027331428
COC1=O->[Ir]<-n2ccccc21,0.8682,174.83979508393054
COC1(OC)C2C3=S->[Ir]<-S=C3C1C1C3C=CC(C3)C12,2.4132000000000007,205.17524864458153
Cc1ccc(N2->[Ir]<-N(=C3C=2c2cccc4cccc3c24)c2ccc(C)cc2)cc1,6.711840000000005,212.53906473570157
CN1CCN(C)->[Ir]<-1,-0.5748,194.678040348296
C1CN->[Ir]<-N=1,-0.4053299999999999,189.238797314755
c1ccc(S2CCS(->[Ir]<-2)c2ccccc2)cc1,4.571000000000003,207.05783779032444
Cc1cccc(C=N2->[Ir]<-n3c(C)cccc3C=Nc3ccccc3CCc3ccccc32)n1,6.379840000000006,282.5922022404904
c1ccc(P2(CCCCCP(->[Ir]<-2)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,6.422500000000006,248.4808820441385
Nn1c(-c2ccccn2)nn2->[Ir]<-n3ccccc3-c12,1.1158999999999994,182.99814938063824
CC(C)c1cccc(C(C)C)c1N1C=CN2CN3C=CN(c4c(C(C)C)cccc4C(C)C)[C]3=[Be]->[Ir]<-[Be]=[C]21,8.016880000000008,247.85392855610183
COc1ccc(C)n2->[Ir]<-n3c(C)ccc(OC)c3-c12,2.7776400000000008,246.81419150058812
CC1c2c(ccc3-c4ccccc4-c4ccccc4-c4ccc5c(n4->[Ir]<-n32)C(C)C2CC5C2(C)C)C2CC1C2(C)C,9.971199999999994,287.82508551283814
C1CCC2SC3=S->[Ir]<-S=C3SC2C1,3.432400000000002,205.09122355961972
[Be]1->[Ir]<-[Be]=[C]2N(CCOc3ccccc3OCCN3C=CN(Cc4cccc5ccccc45)[C]=13)C=CN2Cc1cccc2ccccc12,7.321180000000007,313.15321449245045
CN1->[Ir]<-N2(C)CCC1CC2,0.30000000000000004,211.2204052023135
CC(C)c1cccc(C(C)C)c1N1=Cc2ccccn2->[Ir]<-1,5.079000000000005,204.0313225135599
C1CCC(P2(CP(->[Ir]<-2)(C2CCCCC2)C2CCCCC2)C2CCCCC2)CC1,9.238499999999998,201.66241771273891
c1ccn2->[Ir]<-n3ccccc3Nc2c1,2.2202,200.71119866510335
C1c2ccc3ccccc3n2->[Ir]<-N=1C1CCCC1,3.596300000000002,245.18238967552352
CC1CC(C)P(->[Ir]<-P1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,6.419300000000007,220.78049727713022
c1ccn2->[Ir]<-n3c(-c2c1)ccn3Cc1cccc2ccccc12,4.146600000000003,208.4684124507478
c1ccc(-c2cn3Cc4ccccn4->[Ir]<-n3n2)cc1,2.3884,188.22724770868663
CN(C)[C]1=[Be]->[Ir]<-S(C)C1,0.9497899999999999,185.97055100946858
COC(=O)CN1CCN(CC(=O)OC)->[Ir]<-1,-1.488399999999998,209.99666311244195
Cn1c2-c3ccccc3N->[Ir]<-n2c2ccccc21,2.8225000000000007,187.05745822512907
CN(C)C(N(C)C)=N1->[Ir]<-n2cccc3cccc1c32,2.3454999999999995,230.51025001124668
Fc1c(F)c(F)c(P2(CCP(->[Ir]<-2)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,8.034200000000004,217.481985718063
c1cn2->[Ir]<-n3ccn(CCOCCOCCOCCn1c2)c3,0.8295999999999999,203.72372965944894
CC(C)(C)C1=CC=C(C(C)(C)C)C2=O->[Ir]<-O=C12,3.0832000000000015,176.39739849527834
COCCCN1Cn2cccn2->[Ir]<-n2cccn2C1,1.0332999999999997,192.1965184029049
Cc1cn2->[Ir]<-n3cc(C)c(C)c4ccc(c1C)c2c43,4.016680000000004,193.22459029871777
Cc1ccc(-c2[nH]nc3-c4ccccn4->[Ir]<-n32)cc1,2.8421200000000004,220.9084162092194
OC1CN->[Ir]<-NC1,-1.7353,189.60064623468617
c1ccc([Se]2CCN3(->[Ir]<-2)CCCCC3)cc1,1.9203,212.09130755302925
Nc1cccc2-c3ccccn3->[Ir]<-n12,1.7258,219.95885843796512
CCCCOc1ccc(N2->[Ir]<-N(=C3C=2c2cccc4cccc3c24)c2ccc(OCCCC)cc2)cc1,8.452800000000005,215.1599593810989
O=C(NN1=Cc2cccc3cccn(->[Ir]<-1)c23)c1ccc(O)cc1,2.704300000000001,209.5157661996527
c1ccc(P2(CCc3ccccn3->[Ir]<-2)c2ccccc2)cc1,3.7570000000000023,204.25362364472227
CC(C)P1(C[As](->[Ir]<-1)(C(C)(C)C)C(C)(C)C)C(C)C,5.919300000000006,211.24459244171086
Oc1ccccc1-c1nc2-c3ccccn3->[Ir]<-n2[nH]1,2.2393,184.85631079286355
c1ccc(-c2cc(-c3ccccn3)n3->[Ir]<-n4ccccc4-c3c2)cc1,4.872600000000003,205.2773579866296
c1ccc(P2(OC3CCCCC3OP(->[Ir]<-2)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,6.426600000000006,225.415496987091
CC(C)NP1(->[Ir]<-P(c2ccccc2)(c2ccccc2)N1C(C)C)c1ccccc1,5.380100000000004,198.69884590282373
CC1(C)c2cccc3P(->[Ir]<-P(c4ccccc4)(c4ccccc4)c4cccc1c4Oc23)(c1ccccc1)c1ccccc1,7.634600000000008,257.6858770204127
CC(C)=N1NC(N)=S->[Ir]<-1,0.21539999999999998,226.28262474829526
CC1=C(c2ccccc2)P23->[Ir]<-P(CC2CC1(C)C3)(c1ccccc1)c1ccccc1,6.824600000000007,196.56527936177744
COC(c1cccc2-c3cccc(C(OC)C(C)(C)C)n3->[Ir]<-n21)C(C)(C)C,5.610800000000006,284.265253385097
CC1C(c2ccccc2)P(->[Ir]<-N1C)(c1ccccc1)c1ccccc1,4.468500000000003,192.5944776857441
CN1(C)->[Ir]<-P(c2ccccc2)(c2ccccc2)c2ccccc21,3.5108000000000024,193.09778908459145
CCCCN1C=CN2c3ncccn3->[Ir]<-[Be]=[C]12,1.8661899999999998,208.32418407451217
ON=C1c2ccccn2->[Ir]<-n2ccccc21,1.7031999999999998,175.3062730569433
Cc1cccc2C(C)N(->[Ir]<-n12)C(C)c1ccccc1,3.801820000000002,218.8802460865581
