Encoded SMILES,log P
Brc1ccn2->[Ir]<-O=Cc2c1,1.6565999999999996
CN1->[Ir]<-Nc2ncccc21,0.7055
CSC1=O->[Ir]<-n2ccccc21,1.5848
CC(=O)OC1=O->[Ir]<-n2ccccc21,0.7848999999999999
c1ccn2->[Ir]<-n3c[nH]cc3-c2c1,1.4716999999999991
CC(C)Cc1ccn2->[Ir]<-N3=C(CCC3)c2c1,2.8630000000000013
C1=CC2(C=N->[Ir]<-N2)CCC1c1ccccc1,2.467270000000001
CCCCn1cc2n(->[Ir]<-n3ccccc3-2)n1,2.140199999999999
CC1CCC2N->[Ir]<-N(O)=C2C1,0.9639000000000002
Fc1cccc(N2->[Ir]<-O=C3CCC4(C=CC=CC4)C=23)c1,3.763600000000003
O=Cc1ccccc1C=N1->[Ir]<-N(=Cc2ccccc2Cl)CC1,3.690500000000003
Brc1cccc(-n23->[Ir]<-n4ccccc4-c2ccn3)c1,3.6968000000000014
CSc1cc(-c2ccccc2)cn2->[Ir]<-n3ccccc3-c12,4.532500000000003
CN1->[Ir]<-N(c2ccccc2)=C2C=CC3(C=CC=CC3)C=12,3.902200000000003
CC1=N->[Ir]<-N(c2ccccc2)=CC12C=CC=CC2,3.9310700000000014
c1ccc(N2->[Ir]<-O=c3c=2ccc2ccccc32)cc1,3.6688000000000014
Nc1c[nH]c2c1SC(=C1c3ccccn3->[Ir]<-n3ccccc31)S2,4.001800000000001
Cc1cccn2->[Ir]<-n3c(-c4ccccc4)cccc3-c12,4.119020000000004
Cc1cccn2->[Ir]<-n3ccc(-c4ccccc4)cc3-c12,4.119020000000004
c1ccc(NC2=S->[Ir]<-S=C2Nc2ccccc2)cc1,3.865400000000001
FC(F)(F)S1->[Ir]<-S(C(F)(F)F)CC1,3.492400000000001
c1ccc(-c2c3n(->[Ir]<-n4ccccc4-3)nc3ccccc23)cc1,4.358800000000002
CC(F)(F)S1->[Ir]<-S(C(F)(F)F)c2ccccc21,5.003300000000001
Cc1c(O)cccc1-c1ccc2n(->[Ir]<-n3ccccc3-2)c1,3.824620000000003
Clc1ccc(C=N2->[Ir]<-n3ccccc3C2)cc1Cl,4.007500000000001
Clc1cc2c(cc1-c1ccccc1)=N(c1ccccc1)->[Ir]<-O=2,4.5481000000000025
Fc1ccc(N2->[Ir]<-n3ccc(Br)cc3C2)cc1,3.5953000000000026
Cc1ccc(O)c(-c2ccn3->[Ir]<-n4ccccc4-c3c2)c1,3.824620000000003
Cc1ccc2n(->[Ir]<-N(c3cccc(C)c3C)C2)c1,3.618960000000002
c1ccn2->[Ir]<-NC3(CN=c4ccccc4=N3)c2c1,0.1460999999999999
NC1CNCC2(N1)N->[Ir]<-N=C2c1cccnc1,-1.4179299999999984
CC(=O)NN=C1C(=O)C=CC(=O)C12C=N->[Ir]<-N2,-1.4664299999999992
NC1NC(Cl)NC12N->[Ir]<-n1ccccc12,-0.8068999999999991
NC1=CNC2(NC=S->[Ir]<-S=CN3C=CNC32N)N1,-1.9164999999999983
CC1(C)NC12N->[Ir]<-NC2(C)C,-0.2394999999999991
NC12CNCC1=O->[Ir]<-N2,-2.2276
Nc1cn2->[Ir]<-N3CNCC4(N)C=CC=CC34c2[nH]1,-0.8389999999999995
NC1NC=NC12N->[Ir]<-n1ccccc12,-0.8905999999999985
C1=NCC23C=N->[Ir]<-N12C=NC3,-0.23943
NC1CNCC2(N1)N->[Ir]<-n1ccccc12,-1.329299999999998
COC(=O)CN1->[Ir]<-NCc2ncccc21,0.1252000000000001
OCC1N->[Ir]<-n2ccccc21,0.0736999999999999
c1ccn2->[Ir]<-NC3(CNCN3)c2c1,-0.6566000000000001
C=C1C=N->[Ir]<-n2c(N)c[nH]c21,-1.5359999999999994
CN1->[Ir]<-O(C)CC1,-0.1478000000000001
COC(=O)C1N->[Ir]<-[SeH]CC1[SeH],-1.5049000000000003
NC1NC(=N2->[Ir]<-N=CC23CC=CC=N3)NC1N,-1.518629999999999
Nc1cnnn12->[Ir]<-Nc1ccncc1-2,-0.1733000000000001
OC12NCC1(c1ccccc1)N->[Ir]<-N2,-0.9513999999999992
CN1C2=[Be]->[Ir]<-n3cnccc3N2c2ccccc21,2.06079
Cc1ccc(N2C=[Be]->[Ir]<-n3cc(N)[nH]c32)cc1C,2.29243
COC(C)P1(c2ccccc2)->[Ir]<-Nc2cccnc21,2.0889
Brc1ccc2n(->[Ir]<-[Be]=C3SCCN32)c1,2.393590000000001
c1ccn2->[Ir]<-S=C(Nc3ccncc3)Nc2c1,2.2855
Fc1ccccc1C1n2cccn2->[Ir]<-n2cccn21,2.3138999999999994
Oc1cccc(Cn23->[Ir]<-n4ccccc4-c2cnn3)c1,2.0939999999999994
C(c1cccc2c1OCO2)=N1->[Ir]<-O=C(c2ccccc2)N1,2.1792
CC(C)(C)c1cc2n(->[Ir]<-S(CC=O)C2)[nH]1,2.1393
CC(C)S1->[Ir]<-Nc2ccncc21,2.1643
COC(=O)c1cccc(C2n3cccn3->[Ir]<-n3cccn32)c1,1.9614
CP1(c2ccccc2)->[Ir]<-N=CCO1,2.00477
C(#Cc1ccccc1)CN1->[Ir]<-Nc2cccnc21,2.1274
c1ccc(NN2->[Ir]<-n3ccccc3C2)cc1,2.1983
O=C(CS1->[Ir]<-Nc2ccncc21)Nc1ccccc1,2.3946000000000005
COCC1(C(S)S)C(S)S->[Ir]<-SC1S,2.176300000000001
COC(C)c1ccc2n(->[Ir]<-N=C2C)c1,2.1767700000000003
CCN1(Cc2cccnc2)->[Ir]<-Nc2cnccc21,2.0853
CN1(C)->[Ir]<-N(=Cc2cccc(Cl)c2)CC1,2.3205
CCS1->[Ir]<-S(C)C(C#N)=C1C#N,2.3612600000000006
Cc1ccc(C2=N(O)->[Ir]<-[Be]=C3N(C)C=CN32)cc1,1.84571
OCc1ccc(-c2ccn3n2->[Ir]<-n2cccnc2-3)cc1,1.8216
CCN1->[Ir]<-n2ccccc2C1C,1.7520999999999998
CC1c2ccc(Br)cn2->[Ir]<-N1O,1.8839
Cc1ccc(C=N2->[Ir]<-N(C)(C)CC2)c(O)c1,1.68112
CON1->[Ir]<-n2cc3ccccc3cc2C1,1.8858
CN1C=CN2C1=S->[Ir]<-n1ccccc12,1.94029
ON1->[Ir]<-N(c2ccccc2)=C2C=CN=CC21,1.7046
c1cncc(Cn23->[Ir]<-n4ccccc4-c2cnn3)c1,1.7833999999999994
c1ccn2->[Ir]<-n3nc(-c4ccncc4)cn3Cc2c1,1.7833999999999994
CN(C)N1->[Ir]<-n2ccccc2C1c1cccnc1,1.6321999999999997
COc1ccn2->[Ir]<-N(C(C)C)=Cc2c1,1.9175
Oc1cccc(CN2->[Ir]<-n3ccccc3N2)c1,1.9039
CCn1ccn2->[Ir]<-N(C)(C)C(C)c12,1.5255999999999998
Nc1cn2->[Ir]<-[Be]=C(c3cccc(F)c3)Nc2[nH]1,1.62999
Cc1c[nH]n2->[Ir]<-N=CC(C)(C)c12,1.64529
c1ccn2->[Ir]<-N(Cc3ccoc3)Nc2c1,1.7912999999999997
c1ccn2->[Ir]<-n3nc(-c4ccncc4)cn3Cc2c1,1.7833999999999994
CC(C)c1cn2n(->[Ir]<-n3ccccc3C2)n1,1.8448
c1ccc(S2->[Ir]<-NNc3c[nH]nc32)cc1,1.8465
c1ccc(C2=NC3(CO2)N->[Ir]<-n2ccccc23)cc1,1.6701
COc1ccn2->[Ir]<-N(C(C)C)=Cc2c1,1.9175
CC(=O)C1=CCN2->[Ir]<-n3ccccc3C2=C1,1.5411
CC(c1ccccc1)=N1->[Ir]<-S=C(N2CCOCC2)N1,1.6173
c1cncc(Cn23->[Ir]<-n4ccccc4-c2cnn3)c1,1.7833999999999994
Cc1ccn2->[Ir]<-NC(C)(C)c2c1,1.58382
On12->[Ir]<-N=C(c3ccccc3)c1ccn2,1.5365699999999998
Cc1scc(C2C(C)N->[Ir]<-N2O)c1C,1.7320399999999998
C1=N->[Ir]<-NC12OPOCc1ccccc12,1.5029699999999997
c1ccc(Cn2cc3n(->[Ir]<-n4cccn4C3)n2)cc1,1.5711999999999997
Nc1ccccc1C1n2cccn2->[Ir]<-n2cccn21,1.757
c1ccc(Cn2cc3n(->[Ir]<-n4cccn4C3)n2)cc1,1.5711999999999997
C=N1->[Ir]<-O=c2c(Cl)cccc2=C1,1.8325
O=C(O)c1ccccc1NN1->[Ir]<-n2ccccc2C1,1.8965
CC1C(c2ccccc2)N2->[Ir]<-n3ccncc3C12N,1.5686999999999998
CCC(C)N1->[Ir]<-Nc2cnccc21,1.8742
C1CCN2(->[Ir]<-N3CCCCC32)CC1,1.5719
CCNC(=O)c1cncc2c1N->[Ir]<-N2=C(C)C,1.5258
CCn1ccn2->[Ir]<-n3(CC)cncc3-c12,1.7863999999999998
CCP1(CC)->[Ir]<-NCCC1,1.8569
Oc1ncccc1NC1=S->[Ir]<-n2ccccc2N1,1.9911
C1=NCC2(N->[Ir]<-n3cc4ccccc4cc32)c2ccncc21,2.2646000000000006
CCP1(CC)->[Ir]<-NCCC1C,2.2454
COc1cccc(C2n3cccn3->[Ir]<-n3cccn32)c1,2.1834
CS1->[Ir]<-NC(C)(c2ccccc2)C1,2.2235000000000005
C1=N(Cc2ccncc2)->[Ir]<-n2ccccc21,2.0957
CC(C)NC(=S)SC1N->[Ir]<-n2ccccc21,2.055
COC(C)c1ccc2n(->[Ir]<-N=C2C)c1,2.1767700000000003
C#Cc1ccc(CN2->[Ir]<-n3ccccc3C2)cc1O,2.0583000000000005
CCN1->[Ir]<-n2ccccc2C1c1cccnc1,2.1754999999999995
CC(C)C1Cc2cnccc2C2(C=N->[Ir]<-N2)C1,2.10357
Cc1ccccc1-c1nn2->[Ir]<-POCc2o1,2.351720000000001
CC1c2ccccn2->[Ir]<-N1NC(=O)c1ccccc1,2.0771999999999995
O=C(OCCN1->[Ir]<-n2ccccc2C1)c1ccccc1,2.0282
OCC1C(c2ccccc2)OC2=N1->[Ir]<-n1ccccc12,1.9606
Cc1ccc2n(->[Ir]<-NC23COC(C(C)(C)C)=N3)c1,1.97632
C1=CS(c2ccccc2)->[Ir]<-N1,2.208600000000001
COc1cccc(N2->[Ir]<-N=c3c=2cnc2ccncc32)c1,2.2845000000000004
CN1->[Ir]<-N(=Cc2c(O)ccc3ccccc23)CC1,2.1837
Cc1ccnc(N2->[Ir]<-n3ccccc3C2)c1,2.39712
