Encoded SMILES,log P
SC1S->[Ir]<-n2ccccc21,1.9398
O=C(O)c1ccn2->[Ir]<-N=Nc2c1,1.4422700000000002
O=C1C=NN2(->[Ir]<-S=CN2)CN1,-1.1767000000000003
O=C1C=NN2(->[Ir]<-S=CN2)CN1,-1.1767000000000003
CN(C)C(=[NH2+])C1=S->[Ir]<-[S-]1,-1.4200999999999993
CN(C)C(=[NH2+])C1=S->[Ir]<-[S-]1,-1.4200999999999993
[SeH]C1[SeH]->[Ir]<-[SeH]C2([SeH])CC12,-1.5283000000000002
[SeH]C1[SeH]->[Ir]<-[SeH]C2([SeH])CC12,-1.5283000000000002
Cc1cccn2->[Ir]<-O=Cc12,1.20252
Cc1cccn2->[Ir]<-O=Cc12,1.20252
NN1->[Ir]<-n2ccccc2C=1,0.3742000000000002
NN1->[Ir]<-n2ccccc2C=1,0.3742000000000002
CN1->[Ir]<-n2c(F)cccc2N=1,1.9342
CN1->[Ir]<-n2c(F)cccc2N=1,1.9342
CN1(C)->[Ir]<-O=CC1O,-0.9347
CN1(C)->[Ir]<-O=CC1O,-0.9347
CNN1->[Ir]<-N(C)=NC=1C#N,0.12488
CNN1->[Ir]<-N(C)=NC=1C#N,0.12488
O=CS1->[Ir]<-Nc2cnccc21,0.9461000000000002
O=CS1->[Ir]<-Nc2cnccc21,0.9461000000000002
SC1=[Be]->[Ir]<-SC2NC=CC=C12,1.25419
SC1=[Be]->[Ir]<-SC2NC=CC=C12,1.25419
FC(F)(F)S1->[Ir]<-S(C(F)(F)F)CC1,3.492400000000001
FC(F)(F)S1->[Ir]<-S(C(F)(F)F)CC1,3.492400000000001
ON1->[Ir]<-Nc2cnccc21,0.4649
ON1->[Ir]<-Nc2cnccc21,0.4649
CC1=N->[Ir]<-PC2=C1OPO2,1.6255700000000002
CC1=N->[Ir]<-PC2=C1OPO2,1.6255700000000002
CN1->[Ir]<-n2c(c[nH]c2N)N=1,0.7054
CN1->[Ir]<-n2c(c[nH]c2N)N=1,0.7054
Cc1ccc2n(->[Ir]<-O=C2)c1,1.20252
Cc1ccc2n(->[Ir]<-O=C2)c1,1.20252
Cc1ccn2->[Ir]<-O=Cc2c1,1.20252
Cc1ccn2->[Ir]<-O=Cc2c1,1.20252
FC(F)(F)c1ccn2->[Ir]<-N=Nc2c1,2.7628700000000004
FC(F)(F)c1ccn2->[Ir]<-N=Nc2c1,2.7628700000000004
O=C(O)S1->[Ir]<-S(C(=O)O)CC1,1.8088
O=C(O)S1->[Ir]<-S(C(=O)O)CC1,1.8088
CN1(C)->[Ir]<-N=CC1=N,0.17484
CN1(C)->[Ir]<-N=CC1=N,0.17484
Cn12->[Ir]<-N=Nc1ncc2N,0.6647700000000001
Cn12->[Ir]<-N=Nc1ncc2N,0.6647700000000001
Brc1ccn2->[Ir]<-NCc2c1,1.3028
Brc1ccn2->[Ir]<-NCc2c1,1.3028
Clc1ccn2->[Ir]<-NCc2c1,1.1937
Clc1ccn2->[Ir]<-NCc2c1,1.1937
Cn1c2c(n(C)c1=O)=S->[Ir]<-S=2,0.6384000000000001
Cn1c2c(n(C)c1=O)=S->[Ir]<-S=2,0.6384000000000001
CN1(C)->[Ir]<-N=CC1,0.19757
CN1(C)->[Ir]<-N=CC1,0.19757
[SeH]C12C[SeH]->[Ir]<-[SeH]C1([SeH])C2,-1.3135000000000003
[SeH]C12C[SeH]->[Ir]<-[SeH]C1([SeH])C2,-1.3135000000000003
PC1=N->[Ir]<-n2ccccc21,1.2820699999999996
PC1=N->[Ir]<-n2ccccc21,1.2820699999999996
Cc1ccn2->[Ir]<-N=Nc2c1,2.05249
Cc1ccn2->[Ir]<-N=Nc2c1,2.05249
Brc1cccc2c1N->[Ir]<-N2,1.6135
Brc1cccc2c1N->[Ir]<-N2,1.6135
FC(F)(F)c1cccn2->[Ir]<-N=Nc12,2.7628700000000004
FC(F)(F)c1cccn2->[Ir]<-N=Nc12,2.7628700000000004
C1=NCN2->[Ir]<-N3=CC=NC3=C12,-0.0578
C1=NCN2->[Ir]<-N3=CC=NC3=C12,-0.0578
Brc1cccc2c1S->[Ir]<-PO2,2.9067000000000003
Brc1cccc2c1S->[Ir]<-PO2,2.9067000000000003
CC1(N)C=N->[Ir]<-N=C1,0.00294
CC1(N)C=N->[Ir]<-N=C1,0.00294
CN1(C)->[Ir]<-[Be]=CC(=N)C1,0.1558599999999999
CN1(C)->[Ir]<-[Be]=CC(=N)C1,0.1558599999999999
CP1(C)->[Ir]<-NC=C1,1.1578
CP1(C)->[Ir]<-NC=C1,1.1578
CC=C1C=N(O)->[Ir]<-O1C,0.9966
CC=C1C=N(O)->[Ir]<-O1C,0.9966
C=C1ON(=O)->[Ir]<-N1=C(C)C,0.4558000000000002
C=C1ON(=O)->[Ir]<-N1=C(C)C,0.4558000000000002
CC1=N->[Ir]<-N(C)=C1C,1.11677
CC1=N->[Ir]<-N(C)=C1C,1.11677
CC1=N->[Ir]<-N(C)(C)O1,0.4767699999999999
Cc1ccc2c(c1)S->[Ir]<-S2,2.572420000000001
Cc1ccc2c(c1)S->[Ir]<-S2,2.572420000000001
CC1(C)C=N->[Ir]<-N=C1,1.31174
CC1(C)C=N->[Ir]<-N=C1,1.31174
CS1->[Ir]<-SC(S)C1C(F)(F)F,2.466
CS1->[Ir]<-SC(S)C1C(F)(F)F,2.466
NC12CNCC1=O->[Ir]<-N2,-2.2276
NC12CNCC1=O->[Ir]<-N2,-2.2276
CSC1=O->[Ir]<-n2ccccc21,1.5848
CSC1=O->[Ir]<-n2ccccc21,1.5848
ON1->[Ir]<-n2ccccc2C1,0.5604000000000001
ON1->[Ir]<-n2ccccc2C1,0.5604000000000001
CS1->[Ir]<-S(C)C(C#N)=C1N,1.36378
CS1->[Ir]<-S(C)C(C#N)=C1N,1.36378
C1=CCC2(C=O->[Ir]<-O=C2)N=C1,0.1537
C1=CCC2(C=O->[Ir]<-O=C2)N=C1,0.1537
CCS1->[Ir]<-SC(S)C1,1.9252
CCS1->[Ir]<-SC(S)C1,1.9252
C=N1->[Ir]<-O=c2c(Cl)cccc2=C1,1.8325
C=N1->[Ir]<-O=c2c(Cl)cccc2=C1,1.8325
CC1(C)CN->[Ir]<-O1,-0.2839999999999999
CC1(C)CN->[Ir]<-O1,-0.2839999999999999
CC1=N->[Ir]<-N=CC1C,1.31174
CC1=N->[Ir]<-N=CC1C,1.31174
Oc1ccc2c(c1)S->[Ir]<-PO2,1.8498000000000003
Oc1ccc2c(c1)S->[Ir]<-PO2,1.8498000000000003
Cn1nc2n(->[Ir]<-n-23ccnc3)n1,-0.6042000000000003
Cn1nc2n(->[Ir]<-n-23ccnc3)n1,-0.6042000000000003
CN1->[Ir]<-n2ccc(Br)cc2C=1,1.8928
CN1->[Ir]<-n2ccc(Br)cc2C=1,1.8928
CC1=N(C)->[Ir]<-N(C)=C1,0.7777000000000001
CC1=N(C)->[Ir]<-N(C)=C1,0.7777000000000001
CN1->[Ir]<-S(C)CC1,0.5688
CN1->[Ir]<-S(C)CC1,0.5688
[SeH]C1N->[Ir]<-n2ccccc21,-0.0602999999999999
[SeH]C1N->[Ir]<-n2ccccc21,-0.0602999999999999
CNC1=[SH](CS)->[Ir]<-S=C1,0.6881999999999999
Cc1cncn2->[Ir]<-PNc12,0.9870199999999998
Cc1cncn2->[Ir]<-PNc12,0.9870199999999998
Cn12->[Ir]<-PNc1ccc2,1.2270999999999996
Cn12->[Ir]<-PNc1ccc2,1.2270999999999996
CCN1(C)->[Ir]<-S=CN1,0.3999000000000001
CCN1(C)->[Ir]<-S=CN1,0.3999000000000001
SC1N->[Ir]<-n2ccccc21,0.9687
SC1N->[Ir]<-n2ccccc21,0.9687
CN1C=NC2(NC=[Be]->[Ir]<-N2)C1=O,-1.76561
CN1C=NC2(NC=[Be]->[Ir]<-N2)C1=O,-1.76561
CC1=N->[Ir]<-n2ccccc21,1.4693699999999998
CC1=N->[Ir]<-n2ccccc21,1.4693699999999998
C1=N->[Ir]<-Nc2ccccc21,1.26647
C1=N->[Ir]<-Nc2ccccc21,1.26647
Cc1cccn2->[Ir]<-O=C(O)c12,1.08822
Cc1cccn2->[Ir]<-O=C(O)c12,1.08822
c1ccn2->[Ir]<-n3cscc3-c2c1,2.2051
c1ccn2->[Ir]<-n3cscc3-c2c1,2.2051
CC(C)=NC1=N->[Ir]<-N=C1,1.09404
CC(C)=NC1=N->[Ir]<-N=C1,1.09404
Cc1ccc2n(->[Ir]<-O=C2O)c1,1.08822
Cc1ccc2n(->[Ir]<-O=C2O)c1,1.08822
C#CCN1->[Ir]<-NCC1,-0.8320999999999998
C#CCN1->[Ir]<-NCC1,-0.8320999999999998
FC(F)(F)S1->[Ir]<-Nc2cnccc21,2.2757000000000005
FC(F)(F)S1->[Ir]<-Nc2cnccc21,2.2757000000000005
O=C(O)CN1->[Ir]<-N(O)=CC1,-0.8794000000000002
O=C(O)CN1->[Ir]<-N(O)=CC1,-0.8794000000000002
CN1->[Ir]<-Oc2cccnc21,0.8289
CN1->[Ir]<-Oc2cccnc21,0.8289
CN1->[Ir]<-O(C)CC1,-0.1478000000000001
CN1->[Ir]<-O(C)CC1,-0.1478000000000001
Oc1cccc2c1N->[Ir]<-N2,0.5566
Oc1cccc2c1N->[Ir]<-N2,0.5566
OCC1=O->[Ir]<-n2ccccc21,0.2565999999999999
OCC1=O->[Ir]<-n2ccccc21,0.2565999999999999
CN1->[Ir]<-n2ccccc2C=1,1.1303
CN1->[Ir]<-n2ccccc2C=1,1.1303
c1cnc2n(->[Ir]<-n3[nH]ccc3-2)c1,0.8666999999999998
c1cnc2n(->[Ir]<-n3[nH]ccc3-2)c1,0.8666999999999998
O=[SH](=O)C=N1->[Ir]<-n2ccccc21,0.3528
O=[SH](=O)C=N1->[Ir]<-n2ccccc21,0.3528
CC1=[Be]->[Ir]<-n2ccccc2N1,1.55219
CC1=[Be]->[Ir]<-n2ccccc2N1,1.55219
NC1NC2=S->[Ir]<-S=C2NC1N,-1.5963999999999992
NC1NC2=S->[Ir]<-S=C2NC1N,-1.5963999999999992
C[S+]1([O-])->[Ir]<-NCC1C(=O)O,-1.2231999999999987
C[S+]1([O-])->[Ir]<-NCC1C(=O)O,-1.2231999999999987
CC1=C(C)S(C)->[Ir]<-N1,1.5595
CC1=C(C)S(C)->[Ir]<-N1,1.5595
C=C1C=N->[Ir]<-n2c(N)c[nH]c21,-1.5359999999999994
C=C1C=N->[Ir]<-n2c(N)c[nH]c21,-1.5359999999999994
CN1->[Ir]<-Nc2ncccc21,0.7055
CN1->[Ir]<-Nc2ncccc21,0.7055
CN1(C)->[Ir]<-SCC1S,0.7336999999999998
CN1(C)->[Ir]<-SCC1S,0.7336999999999998
NC1N->[Ir]<-n2ccccc21,-0.0024000000000003
NC1N->[Ir]<-n2ccccc21,-0.0024000000000003
OC1=O->[Ir]<-N=C1c1ccccc1,1.13907
OC1=O->[Ir]<-N=C1c1ccccc1,1.13907
OC1=N->[Ir]<-O=C1c1ccccc1,1.40457
OC1=N->[Ir]<-O=C1c1ccccc1,1.40457
CCN1CCC2=S->[Ir]<-S=C21,1.4093
CCN1CCC2=S->[Ir]<-S=C21,1.4093
OC1C2=S->[Ir]<-S=C2c2ccccc21,1.8215
OC1C2=S->[Ir]<-S=C2c2ccccc21,1.8215
c1ccn2->[Ir]<-n3c[nH]cc3-c2c1,1.4716999999999991
c1ccn2->[Ir]<-n3c[nH]cc3-c2c1,1.4716999999999991
NCC1=O->[Ir]<-n2ccccc21,0.2229999999999998
NCC1=O->[Ir]<-n2ccccc21,0.2229999999999998
c1ccc2c(c1)CN->[Ir]<-O2,0.8509
c1ccc2c(c1)CN->[Ir]<-O2,0.8509
O=C(O)CN1->[Ir]<-NCC1,-1.3806999999999996
O=C(O)CN1->[Ir]<-NCC1,-1.3806999999999996
PC1N->[Ir]<-n2ccccc21,0.914
PC1N->[Ir]<-n2ccccc21,0.914
ClC1NC=O->[Ir]<-n2ccccc21,1.065
ClC1NC=O->[Ir]<-n2ccccc21,1.065
CN1(C)->[Ir]<-[Be]=CNC(=N)C1,-0.3395400000000002
CN1(C)->[Ir]<-[Be]=CNC(=N)C1,-0.3395400000000002
CC1(CO)CN->[Ir]<-O1,-1.3116
CC1(CO)CN->[Ir]<-O1,-1.3116
FC(F)(F)[N+]1=Cc2ccccn2->[Ir]<-[O-]1,1.5306
FC(F)(F)[N+]1=Cc2ccccn2->[Ir]<-[O-]1,1.5306
SC1N->[Ir]<-Sc2cccnc21,1.2574
SC1N->[Ir]<-Sc2cccnc21,1.2574
C[Se]1->[Ir]<-[SeH]C(N)C(Br)C1,0.1061
C[Se]1->[Ir]<-[SeH]C(N)C(Br)C1,0.1061
CN1C=[Be]->[Ir]<-[Be]=C(N(C)C)N1,-0.4737199999999999
CN1C=[Be]->[Ir]<-[Be]=C(N(C)C)N1,-0.4737199999999999
CO1->[Ir]<-Pc2ccccc21,1.1955999999999998
CO1->[Ir]<-Pc2ccccc21,1.1955999999999998
[O-][n+]12->[Ir]<-NC(O)c1cccc2,-0.7303999999999999
[O-][n+]12->[Ir]<-NC(O)c1cccc2,-0.7303999999999999
CC(=O)c1ccc2n(->[Ir]<-N=N2)c1,1.94667
CC(=O)c1ccc2n(->[Ir]<-N=N2)c1,1.94667
[NH3+]C1=[NH+][O-]->[Ir]<-n2ccccc21,-2.351499999999999
[NH3+]C1=[NH+][O-]->[Ir]<-n2ccccc21,-2.351499999999999
CC1(CO)CO->[Ir]<-N1,-1.3116
CC1(CO)CO->[Ir]<-N1,-1.3116
CCS1->[Ir]<-NC=C1C,1.5595
CCS1->[Ir]<-NC=C1C,1.5595
O=N1->[Ir]<-NC2C=CC=CC21O,-0.1053
O=N1->[Ir]<-NC2C=CC=CC21O,-0.1053
CO1->[Ir]<-n2ccccc2C1,1.228
CO1->[Ir]<-n2ccccc2C1,1.228
CCS1->[Ir]<-NC(C)=C1,1.5595
CCS1->[Ir]<-NC(C)=C1,1.5595
SC1S->[Ir]<-Nc2ccncc21,1.5219999999999998
SC1S->[Ir]<-Nc2ccncc21,1.5219999999999998
O=C(O)C1S->[Ir]<-NCC1S,-0.3735
O=C(O)C1S->[Ir]<-NCC1S,-0.3735
CN1->[Ir]<-O=C2C=1C=CCC2Cl,1.1936
CN1->[Ir]<-O=C2C=1C=CCC2Cl,1.1936
ON1->[Ir]<-N=C2C=CC=CC21O,-0.2004300000000002
ON1->[Ir]<-N=C2C=CC=CC21O,-0.2004300000000002
CNc1ccn2->[Ir]<-Nc2c1,0.7055
CNc1ccn2->[Ir]<-Nc2c1,0.7055
C1CCC2=N->[Ir]<-N=C2C1,1.59994
C1CCC2=N->[Ir]<-N=C2C1,1.59994
O=C(O)C1CN->[Ir]<-[SeH]C1[SeH],-1.8065
O=C(O)C1CN->[Ir]<-[SeH]C1[SeH],-1.8065
O=c1[nH]c2c(c3ccccc13)=O->[Ir]<-O=2,0.1392999999999998
O=c1[nH]c2c(c3ccccc13)=O->[Ir]<-O=2,0.1392999999999998
C1=NCC23C=N->[Ir]<-N12C=NC3,-0.23943
C1=NCC23C=N->[Ir]<-N12C=NC3,-0.23943
CC1=N(C)->[Ir]<-n2cc[nH]c21,0.8485
CC1=N(C)->[Ir]<-n2cc[nH]c21,0.8485
C=C(C)NC1=O->[Ir]<-NC1,-0.4051000000000002
C=C(C)NC1=O->[Ir]<-NC1,-0.4051000000000002
CN1->[Ir]<-Nc2ccncc21,0.7055
CN1->[Ir]<-Nc2ccncc21,0.7055
C=C1C=O->[Ir]<-O=C1N(C)C,-0.1703000000000001
C=C1C=O->[Ir]<-O=C1N(C)C,-0.1703000000000001
C[S+]1([O-])->[Ir]<-Nc2cnccc21,0.4012000000000001
C[S+]1([O-])->[Ir]<-Nc2cnccc21,0.4012000000000001
N#CCN1->[Ir]<-n2ccccc2C=1,1.02408
N#CCN1->[Ir]<-n2ccccc2C=1,1.02408
CC(C)N1->[Ir]<-PC=1N,0.5846
CC(C)N1->[Ir]<-PC=1N,0.5846
OCCS1->[Ir]<-NCC1,-0.3294000000000001
OCCS1->[Ir]<-NCC1,-0.3294000000000001
CC(=O)c1ccn2->[Ir]<-N=Nc2c1,1.94667
CC(=O)c1ccn2->[Ir]<-N=Nc2c1,1.94667
O=C(O)C1CS->[Ir]<-NC1S,-0.1684
O=C(O)C1CS->[Ir]<-NC1S,-0.1684
O=C(O)C1=N(O)->[Ir]<-n2ccccc21,0.3445
O=C(O)C1=N(O)->[Ir]<-n2ccccc21,0.3445
CS1->[Ir]<-Nc2c(C#N)cncc21,1.25738
CS1->[Ir]<-Nc2c(C#N)cncc21,1.25738
C1=NC2c3ccccn3->[Ir]<-N2S1,1.3599
C1=NC2c3ccccn3->[Ir]<-N2S1,1.3599
Cn1c2c(ncc1=O)P->[Ir]<-P2,-1.2189000000000003
Cn1c2c(ncc1=O)P->[Ir]<-P2,-1.2189000000000003
ClC(Cl)CN1->[Ir]<-NCC1,0.3383999999999998
ClC(Cl)CN1->[Ir]<-NCC1,0.3383999999999998
Cc1ccc2c(c1C)=O->[Ir]<-O=2,1.0308
Cc1ccc2c(c1C)=O->[Ir]<-O=2,1.0308
Brc1ccc2n(->[Ir]<-N3=C2CN=C3)c1,1.6750999999999998
Brc1ccc2n(->[Ir]<-N3=C2CN=C3)c1,1.6750999999999998
O=C(O)c1cncc2c1N->[Ir]<-N2,-0.0558
O=C(O)c1cncc2c1N->[Ir]<-N2,-0.0558
NN1->[Ir]<-n2ccccc2C(=S)C=1,0.7441000000000001
NN1->[Ir]<-n2ccccc2C(=S)C=1,0.7441000000000001
CC(=O)CN1->[Ir]<-NCC=1,-0.3950999999999999
CC(=O)CN1->[Ir]<-NCC=1,-0.3950999999999999
O=C(O)C1N->[Ir]<-[SeH]CC1[SeH],-1.593300000000001
O=C(O)C1N->[Ir]<-[SeH]CC1[SeH],-1.593300000000001
CN1->[Ir]<-n2ccccc2C=1O,1.016
CN1->[Ir]<-n2ccccc2C=1O,1.016
[Be]1->[Ir]<-Nc2ccccc2N2CC=12,1.12759
[Be]1->[Ir]<-Nc2ccccc2N2CC=12,1.12759
CS1(=O)->[Ir]<-Pc2ccncc21,0.3193999999999999
CS1(=O)->[Ir]<-Pc2ccncc21,0.3193999999999999
Cc1ccn2->[Ir]<-N=C(O)c2c1,1.27339
Cc1ccn2->[Ir]<-N=C(O)c2c1,1.27339
Nc1nc2c(n1CCO)=S->[Ir]<-S=2,-0.7362000000000002
Nc1nc2c(n1CCO)=S->[Ir]<-S=2,-0.7362000000000002
CC12C=N->[Ir]<-N=C1C=NC2,0.74644
CC12C=N->[Ir]<-N=C1C=NC2,0.74644
c1cnc2n(->[Ir]<-n3cnccc3-2)c1,0.9336
c1cnc2n(->[Ir]<-n3cnccc3-2)c1,0.9336
Cc1con2->[Ir]<-NC(S)(S)c12,0.91162
Cc1con2->[Ir]<-NC(S)(S)c12,0.91162
SC12CNCC1N->[Ir]<-S2,-0.5271999999999997
SC12CNCC1N->[Ir]<-S2,-0.5271999999999997
NC1C(C(=O)O)N->[Ir]<-N1O,-2.3381
NC1C(C(=O)O)N->[Ir]<-N1O,-2.3381
Cn1ccn2->[Ir]<-NC(O)c12,-0.6303
Cn1ccn2->[Ir]<-NC(O)c12,-0.6303
CC1(C)C=N->[Ir]<-N=C1N,0.5981400000000001
CC1(C)C=N->[Ir]<-N=C1N,0.5981400000000001
CC1=CN2(->[Ir]<-O=C2)C=NC1N,1.1476
CC1=CN2(->[Ir]<-O=C2)C=NC1N,1.1476
SC1CS->[Ir]<-n2ccccc21,1.9822999999999995
SC1CS->[Ir]<-n2ccccc21,1.9822999999999995
C=C1C=N->[Ir]<-N2=C1CCC2,1.42697
C=C1C=N->[Ir]<-N2=C1CCC2,1.42697
CN1->[Ir]<-N=CC2(C)SC=NC=12,1.19807
CN1->[Ir]<-N=CC2(C)SC=NC=12,1.19807
OC12NCCC1N->[Ir]<-N2,-2.088199999999999
OC12NCCC1N->[Ir]<-N2,-2.088199999999999
CC(=O)OC1=O->[Ir]<-n2ccccc21,0.7848999999999999
CC(=O)OC1=O->[Ir]<-n2ccccc21,0.7848999999999999
NC12C=N->[Ir]<-N=CC1N=CN2,-1.0593599999999992
NC12C=N->[Ir]<-N=CC1N=CN2,-1.0593599999999992
FC(F)(F)c1ccc2c(c1)N->[Ir]<-N2,1.8698
FC(F)(F)c1ccc2c(c1)N->[Ir]<-N2,1.8698
