Encoded SMILES,log P,Ligand coordination bulkiness (Å$^3$)
[Li]<-p1c(-c2ccccc2)c(C)n2c1CCC2,3.9898200000000026,3.6775567378726213
[Li]<-n1cc(-c2ccsc2)cc2cc(C)ccc21,4.271720000000002,9.318680093672345
[Li]<-S(Cc1ccccc1)C1CC2C=CC1C2,3.884400000000003,4.051921484844995
[Be]=C1NC2(C=C3C=CN=CC3CN2)NC1N,-1.0995099999999995,8.5495637578009
[Li]<-n1c(C)c(C)cn1C(=O)c1ccccc1,2.18844,8.854327566730545
[Be]=C1N(C)C=CN1c1ccc([N+](=O)[O-])cc1,1.81409,6.675984919843224
[Li]<-n1c(-c2ccsc2)[nH]c2ccc(C)cc21,3.599820000000002,7.0155491977942335
[Li]<-n1c(-n2cc(C)nn2)sc2ccccc21,2.18542,12.204161736561089
[Li]<-n1ncn(Cc2ccc(OC)cc2)c1C,1.64342,6.675984919843224
[Li]<-N(C(=O)c1ccccc1F)=C(C)OCC,2.4208000000000007,7.924855964239468
[Be]=C1N(C(=C)C)C=CN1c1ccc(F)cc1,2.9487900000000016,6.675984919843224
[Be]=C1N(CC#N)C=CN1C(C)c1ccccc1,2.3562700000000003,6.675984919843224
[Li]<-n1nc(-c2ccccc2)n2ccccc21,2.3963,8.514763288779536
[Li]<-n1ccc(N=Cc2ccc(Cl)cc2)cc1,3.4856000000000016,7.604689973726825
[Li]<-O=c1c(-c2ccccc2)c1-c1ccsc1,3.3179000000000016,1.8387783689363106
[Li]<-[N-]=[N+]=C(c1ccccc1)c1ccccc1,2.753800000000001,1.4992140909853016
[Li]<-n1cn(C(C)C)c(-c2ccccc2C)n1,2.8344200000000006,6.800773168834016
[Be]=C1NC(N)=C(NC(=O)c2ccccc2)N1,-0.3092100000000004,6.925561417824807
[Li]<-n1cn(CC)c2c1c(=O)n(C)c(=O)n2C,-0.5464000000000002,7.140337446785025
[Li]<-n1ccc(C=Nc2cccc(C)c2)cc1,3.140620000000001,7.604689973726825
[Be]=C1NC(C(C)(C)C)=C(N)N1C(C)C(=O)O,0.5348899999999998,6.800773168834016
[Li]<-N1=NNC2(c3ccccn3)C=CC=CC12,1.7418999999999998,8.639551537770327
[Li]<-n1cnc(C(=O)OCC)c(C(=O)OCC)c1,0.83,7.265125695775816
[Li]<-P1(c2ccccc2C(F)(F)F)OCCO1,2.689400000000001,6.086077595303157
[Be]=C1N(CC(=O)OC)C=CN1C(C)C(=O)OC,-0.19401,6.675984919843224
[Li]<-n1cc(C)cc(Cc2ccccc2C)c1,3.289240000000002,7.604689973726825
[Li]<-Nc1cc(C(=O)OC)ccc1C(=O)OC,0.8420000000000001,2.0883548669178933
[Li]<-n1cccc(Cc2cc(C)cc(C)c2)c1,3.2892400000000013,7.604689973726825
[Li]<-n1ccccc1C(=O)Nc1ccccc1F,2.473,9.318680093672345
[Li]<-n1cccc(C(=C)c2cccc(C#N)c2)c1,3.014780000000001,7.604689973726825
[Li]<-n1ccc(-c2ccc(C)c(C)c2C)cc1,3.673860000000002,7.604689973726825
[Li]<-P(C)(Cc1ccccc1)c1ccccc1,3.623800000000002,6.015488102772097
[Li]<-N=C(CC)ON=C(Cl)c1ccccc1C,3.299290000000001,5.006605415578681
[Be]=C1Cc2ccccc2CN1c1ccccc1,3.288090000000002,9.103904064712127
[Li]<-n1cccc2c(-c3ccccc3)c[nH]c21,3.229900000000001,8.979115815721336
[Li]<-n1ccn(C(=COC)c2ccccc2)c1,2.3762000000000008,7.265125695775816
[Li]<-n1cn(CC(=O)C(C)(C)C)c2ccccc21,2.6515000000000004,8.979115815721336
[Li]<-P1(c2ccccc2)C2C=CC1(C)C(C)C2,3.530700000000002,5.516335106808932
[Li]<-n1cc(CC)cc(-c2cc[n+]([O-])cc2)c1,1.9444,7.604689973726825
[Li]<-n1ccn(C(C)=NNc2ccccc2)c1,2.1767000000000003,7.265125695775816
[Li]<-P(O)(Cc1ccccc1)c1ccccc1,2.901300000000001,5.256181913560263
[Li]<-S=C(NC(=O)c1ccsc1)N(CC)CC,2.1046000000000005,3.16782704664237
[Li]<-n1cc2ccc(F)cc2c2ccccc21,3.5271000000000017,9.318680093672345
[Li]<-O=c1ccc2cc(C)cc(C(=O)OC)c2o1,1.88802,5.006605415578681
[Li]<-n1cccc(C(=O)Nc2ccccc2C)c1,2.6423200000000007,7.604689973726825
[Li]<-n1ccn(-c2nccc(S(C)(=O)=O)n2)c1C,0.37422,7.140337446785025
[Li]<-P1(Nc2ccc(C)cc2)OCCC(C)(C)O1,3.8493200000000014,4.032523197406629
[Be]=C1N(C)C=CN1Cc1ccc(SC)cc1,2.623390000000001,6.675984919843224
[Be]=C1NC(SCc2ccccc2)=C(N)N1C,1.53639,6.800773168834016
[Li]<-n1c(C(=O)OCC)n(C)c2ccccc21,1.75,8.854327566730545
[Li]<-n1cncc(C=C2SC3=C(SCCS3)S2)c1,3.861600000000002,7.265125695775816
[Li]<-n1ccn(-c2ccc3ccccc3c2)c1,3.025500000000001,7.265125695775816
[Be]=C1CN(c2cc(C)c(C)c(C)c2)C(N)N1,1.30255,7.050349666815598
[Li]<-N#Cc1cc(C)c(C)c(N=C(C)C#N)c1,2.791100000000001,1.8387783689363106
[Li]<-Nc1ccc(C2CN=C(C(C)C)O2)cc1,2.3946000000000005,2.0883548669178933
[Li]<-N(=Cc1cnc[nH]1)C(C)c1ccccc1,2.589800000000001,9.443468342663136
[Be]=C1N(C)C=CN1Cn1cnc2ccccc21,1.70869,6.675984919843224
[Be]=C1N(C)C=CN1CC(=O)c1ccccc1,1.58419,6.675984919843224
[Li]<-n1ccc(-c2ccccc2)c(C(C)=NO)c1,2.9468000000000014,7.604689973726825
[Li]<-N1=C(C)N(c2ccc(F)cc2)C(=O)CC1,1.9808,9.103904064712127
[Li]<-n1ccc(Cc2ccc(C#N)cc2)cc1,2.54408,7.604689973726825
[Li]<-n1cc(C)cc(C(=C)c2cccnc2)c1,2.846520000000001,7.604689973726825
[Li]<-n1cccc(C(S)(S)c2ccccc2F)c1,3.2814000000000023,7.604689973726825
[Be]=C(Nc1cccc(C)c1)c1ccccc1,3.494010000000001,8.979115815721336
[Li]<-O=c1[nH][nH]c(-c2ccc(OC)cc2)c1O,1.0841999999999996,5.176770828857923
[Be]=C1NC(c2cccc(OC)c2)=C(C(C)=O)S1,2.28549,8.31182896972825
[Li]<-n1cc(C)c(-c2cc(OC)cc(OC)c2)[nH]1,2.4023200000000005,7.265125695775816
[Li]<-n1cccc(C=[N+]([O-])c2ccc(C)s2)c1,2.7124200000000007,7.604689973726825
[Be]=C1NC(N)=CN1Cc1ccc(OC)cc1,0.85429,6.800773168834016
[Li]<-n1ccc(-n2cnc(C(C)(C)O)c2)cc1,1.4947,7.604689973726825
[Li]<-n1ccn(CC(=O)c2ccc(F)cc2)c1N,1.4873,8.639551537770327
[Li]<-n1cccc(-c2ccccc2)c1N=C=O,2.7159000000000004,8.979115815721336
[Li]<-n1cccc(-c2cccc(C(=O)O)c2)c1,2.4468000000000005,7.604689973726825
[Li]<-Nc1ccc(C#Cc2ccccc2)cc1,2.6686000000000005,2.0883548669178933
[Li]<-N=c1[nH]cc(N)n1-c1ccccc1C#N,0.73875,4.961994799897705
[Be]=C1N(Cc2ccccc2)C=CN1C(C)OC,2.2640900000000004,6.675984919843224
[Li]<-N(C(=O)c1ccccc1)C1CCCCC1,2.749100000000001,5.1313936645694715
[Li]<-n1ccc(C(=O)c2ccc(F)cc2)cc1,2.4517000000000007,7.604689973726825
[Li]<-N=C1OC(CC)C2C(=O)c3ccccc3C12,2.3687700000000005,3.16782704664237
[Li]<-n1nn(-c2ccccc2)c(C)c1C(C)C,2.6991200000000006,6.675984919843224
[Li]<-n1ccn(-c2cccc(O)c2C(C)C)c1,2.7013000000000007,7.265125695775816
[Li]<-n1ccc(C(C)=Nc2ccccc2)c(C)c1,3.5307200000000014,7.604689973726825
[Li]<-n1ccc(-c2ccc(C(=O)OC)cc2)cc1,2.535200000000001,7.604689973726825
[Li]<-P1(N(C)C)Nc2ccccc2C(C)(N)O1,2.0486,4.327476859676663
[Li]<-S=c1n(-c2ccccc2)ccn1C(C)C,3.589190000000002,1.8387783689363106
[Li]<-n1cccc(N2CC(C)(C)CCC2(C)C)c1,3.486600000000003,7.604689973726825
[Li]<-S(CC)C1C=C(OCC)c2ccccc21,3.871800000000003,4.051921484844995
[Li]<-n1ccn(Cc2ccccc2N(C)C)c1,1.9974,7.265125695775816
[Be]=C1N(C)C=CN1Cc1ccc([N+](=O)[O-])cc1,1.80969,6.675984919843224
[Li]<-n1c(CC(=O)OC)n(CC)c2ccccc21,1.7716999999999998,8.854327566730545
[Be]=C1NC(N)N(c2cc(C)c(C)c(C)c2)O1,1.19165,6.1662552286129735
[Li]<-n1nc2ccccc2n1-c1ccccn1,1.8155,8.514763288779536
[Li]<-p1cccc([Si](C)(C)C)c1-c1ccccc1,4.478900000000004,3.8023449868634125
[Li]<-n1cncc(C=NC2C=CC=C(Cl)C2)c1,2.3467,7.265125695775816
[Be]=C1N(CCC)C=CN1Cc1ccccc1,2.681690000000001,6.675984919843224
[Be]=C(Nc1ccc(OC)cc1)c1ccccc1,3.1941900000000008,8.979115815721336
[Li]<-Nc1c2ccccc2cc2ccccc12,3.575200000000001,2.2131431159086845
[Li]<-n1ccn(CCC(C)c2ccccc2)c1,3.076900000000002,7.265125695775816
[Li]<-n1cccc(C23CCN(CC2)C(C=C)C3)c1,2.373500000000001,7.604689973726825
[Be]=C1Nc2c(SCCCC)cccc2N1C,3.436790000000001,6.800773168834016
[Be]=C1N(Cc2ccccc2)C=CN1C(C)N,1.57639,6.675984919843224
[Li]<-n1ccc(C(=O)OC)c(-c2ccccc2)c1,2.535200000000001,7.604689973726825
[Be]=C1NCN(c2ccccc2Cl)C1(N)C=C,1.5868899999999997,10.26355387774642
[Li]<-n1cn(C)cc1-c1ccc([N+](=O)[O-])cc1,1.9953,7.140337446785025
[Li]<-O=C(O)C1CC(C)(C)Nc2ccccc21,2.449,5.1313936645694715
[Be]=C1N(C)C(Cl)=C(Cl)N1CCc1ccccc1,3.076990000000001,6.675984919843224
[Li]<-O=C1CC=CC=C1N1C(=O)C=CCC1=O,0.7143999999999999,5.516335106808932
[Li]<-Nc1cccc(-c2noc(C(C)(C)C)n2)c1,2.6163,2.0883548669178933
[Be]=C1N(c2ccccc2F)C=CN1C(C)C,2.823590000000001,6.675984919843224
[Li]<-n1ccc(C2=CN(C(C)(C)C)CN2)cc1,2.0412,7.604689973726825
[Li]<-n1cccc(C(=NC)c2ccccc2)c1,2.548800000000001,7.604689973726825
[Li]<-n1cccc(P(C(C)(C)C)C(C)(C)C)c1,3.7858000000000014,7.604689973726825
[Li]<-N1=C(COCC)OC(c2ccc(C)cc2)C1,2.5013200000000007,8.808950402442093
[Be]=C1N(CC)C=CN1C(C)c1ccccc1,2.852590000000001,6.675984919843224
[Be]=C1N(C)C=CN1Cc1ncccc1OC,1.30509,6.675984919843224
[Li]<-n1ccc(-c2cccnc2)c2ccccc21,3.296800000000002,9.318680093672345
[Be]=C1N(C)C=CN1Cc1ccc(C=C)cc1,2.5444900000000006,6.675984919843224
[Be]=C1N(CCCCl)C=CN1Cc1ccccc1,2.900590000000001,6.675984919843224
[Li]<-n1cnc(O)c(Nc2cncnc2Cl)c1,1.3691999999999995,7.265125695775816
[Li]<-S=C1CNC(C)(C)N(c2ccccc2)C1,2.2022000000000004,1.8387783689363106
[Li]<-n1c(-c2ccncc2)[nH]c2ccccc21,2.6249,7.0155491977942335
[Be]=C1N(C)N=NN1c1cc(C)c(C)c(C)c1,2.642150000000001,5.996856363941206
[Li]<-N1C=CN(CC(=O)c2cccc(F)c2)C1,1.3423,7.514702193757399
[Li]<-n1c2n(c3ccccc31)CC(C)CCS2,3.168200000000001,7.0155491977942335
[Li]<-n1ccc(CN2CC(=O)C=CC2=O)cc1,0.5490999999999999,7.604689973726825
[Li]<-NCc1cc2ccccc2c2ccccc12,3.451700000000001,2.462719613890267
[Li]<-n1[nH]ccc1N=Nc1c(F)cccc1F,3.103300000000001,8.639551537770327
[Li]<-p1c(-c2ccc(N)cc2)oc2ccccc21,4.262100000000002,4.881817166587889
[Li]<-N(Cc1ccsc1)Cc1ccc(F)c(C)c1,3.485420000000002,4.42628623181737
[Li]<-n1cccc(N=Nc2cccc(OC)c2)c1,3.505600000000002,7.604689973726825
[Li]<-N(Cc1ccccc1)Cc1ccc(C)cc1,3.2848200000000016,4.301497982826578
[Li]<-n1cn(Cc2ncc[nH]2)c2ccccc21,1.8077,8.979115815721336
[Be]=C1NC=C(N)N1Cc1ccc(C)c(C)c1,1.46253,6.800773168834016
[Li]<-n1nn(C(C)C)cc1-c1ccc(F)cc1,2.6651000000000007,6.675984919843224
[Li]<-n1cccc2ccc(C3CCCC3)cc21,3.892400000000003,9.318680093672345
[Li]<-N1=C(N=C(C)Sc2ccccc2)SCC1,3.299900000000002,12.114173956591662
[Li]<-N1=CC(C(=O)OCC)=C(CC(=O)OC)C1,0.4936,7.729478222717616
[Be]=C1NC(N)=NN1c1cccc(C)c1[N+](=O)[O-],0.5388099999999998,6.4612088908830065
[Li]<-n1ccn(C(C)c2cccc3c2OCO3)c1,2.2211,7.265125695775816
[Li]<-O=c1oc2ccccc2c2ccccc12,2.946200000000001,5.00660541557868
[Li]<-NC(Cc1ccc(C)c(C)c1)C(=O)OCC,1.73634,2.2131431159086845
[Li]<-n1ccn(-c2cc(C)cc([N+](=O)[O-])c2)c1,2.08892,7.265125695775816
[Li]<-N=c1n(CC)ccn1-c1cccc(C)c1C,2.39501,4.961994799897705
[Li]<-N1=CSC(C=C(OCC)c2ccccc2)C1,3.2077000000000018,10.739748114597152
[Li]<-n1cn(Cc2cccc(OC)c2)cc1C,2.2484200000000003,7.140337446785025
[Li]<-n1ccc(SCSc2ccccc2)cc1,3.9235000000000015,7.604689973726825
[Li]<-N1=C2Sc3cc(C(C)=O)ccc3N2CCC1,2.561000000000001,7.265125695775816
[Li]<-N1=COC(c2cccc3ccccc23)C1,2.939400000000001,7.094960282496573
[Li]<-N1=CC(c2ccccc2)c2ccccc2C1,3.4029000000000016,7.729478222717616
[Li]<-S=c1n(Cc2ccccc2)ccn1C(=C)C,3.557990000000003,1.963566617927102
[Li]<-n1ccc(C)c(N=Cc2ccccc2)c1,3.140620000000001,7.604689973726825
[Be]=C1NC=C(c2cc(C)c(C)cc2C)N1C,2.4415500000000003,6.800773168834016
[Li]<-n1cccc(Cc2cccc(OC)c2)c1,2.681000000000001,7.604689973726825
[Li]<-n1cccc(C2CN=C(C(F)(F)F)O2)c1,2.1137,7.604689973726825
[Li]<-n1cncc(C(=O)Nc2cccc(Br)c2)c1,2.4914,7.265125695775816
[Li]<-Nc1ccccc1C=Cc1ccccc1N,3.0214000000000008,2.2131431159086845
[Li]<-N1=CC(c2ccccc2)C(=NC(C)(C)C)C1,3.094100000000002,7.729478222717616
[Li]<-n1cccc(C=NN=Cc2csc(C)c2)c1,2.904520000000001,7.604689973726825
[Li]<-n1cccc(-c2cccc(OC(C)=O)c2)c1,2.6739000000000006,7.604689973726825
[Li]<-n1ccc(-c2cc(C)ccc2C(C)=O)cc1,3.2596200000000017,7.604689973726825
[Li]<-n1cc(C=O)cc(-c2cncn2CCCl)c1,1.9964,7.604689973726825
[Li]<-n1cc2ccccc2c(-n2cccn2)n1,1.8155,7.140337446785025
[Be]=C1NC(N)(c2ccccc2)c2ccccc21,1.83649,7.140337446785025
[Be]=C1N(Cc2ccccc2)C=CN1C(C)=O,1.81819,6.675984919843224
[Li]<-n1c(C(C)C)n(C(C)C)c2ccccc21,3.7406000000000015,8.854327566730545
[Li]<-n1cccc(-c2ccccc2[N+](=O)[O-])c1,2.6568000000000005,7.604689973726825
[Be]=C1NC(N)c2ccccc2C(N)(CO)N1,-1.0632099999999989,3.2480046799521856
[Li]<-P(c1c(F)c(F)c(F)c(F)c1F)C(C)C,3.094300000000001,3.9271332358542037
[Li]<-n1cn(Cc2ccc(SC)cc2)cc1C,2.961720000000001,7.140337446785025
[Be]=C1NC(N)=CN1c1ccnc(C(C)(C)C)c1,1.54259,6.800773168834016
[Li]<-N1=CC(c2ccccn2)CC1N1C=CCC1,2.1852,9.103904064712127
[Li]<-n1c(C)[nH]c2c1C2Oc1ccc(C)cc1,2.5083400000000005,7.0155491977942335
[Li]<-[nH]1c(-c2cccnc2)nc2ccccc21,2.6249,7.140337446785025
[Li]<-n1c(N)ccn1-c1ccc(C)cc1OC,1.7715199999999998,10.353541657715846
[Li]<-S=C1CNC(N)(c2cccc(C)c2)NC1,0.6267200000000002,1.8387783689363106
[Be]=C(N)C1Cc2ccccc2-c2ccccc21,2.9907900000000014,7.514702193757399
[Li]<-N(=CC(=O)OC)c1c(F)cc(F)c(F)c1F,2.1183,9.318680093672345
[Be]=C1CN(c2ccc(F)c(F)c2)CN1C(C)C,2.4914900000000006,6.925561417824807
[Li]<-n1cccc(-c2ccccc2OC(C)=O)c1,2.6739000000000006,7.604689973726825
[Li]<-n1cccn1Cc1ccc2ccccc2c1,3.084600000000001,8.979115815721336
[Be]=C1NC(OC)C(c2ccccc2)C(=O)O1,0.8853899999999999,4.667041137627672
[Li]<-N1=COC(Nc2cncnc2N(C)C)C1,0.3390999999999998,7.094960282496573
[Be]=C1CN(C(C)(O)O)c2cc(C(C)C)ccc21,1.7176900000000002,7.265125695775816
[Li]<-n1cccc(C=Nc2ccccc2)c1O,2.5378,8.684162153451302
[Li]<-NCc1cccc(N=Nc2ccccc2)c1,3.560700000000001,2.3379313648994757
