Encoded SMILES,log P,Ligand coordination bulkiness (Å$^3$)
FC1=O->[Ir]<-N2=C1C(F)=C(F)CC2,1.4778,13.896759704930762
[SeH]C1=N->[Ir]<-n2ccccc21,0.30777,13.121025080535757
CNC1=S->[Ir]<-S=C1SC,1.2236,3.6775567378726213
CC1(O)C=N->[Ir]<-N=C1,0.0365399999999999,7.854266471708408
C1CC2N->[Ir]<-O=C2N1,-1.1664,7.389913944766607
CC1=O->[Ir]<-O=CC1C,0.4104,9.568256591653928
P=N1->[Ir]<-Pc2ccncc21,1.5398999999999994,12.73613809256896
O=N1->[Ir]<-n2ccccc2C1,1.348,14.450073758241816
FC1=CC2=N(->[Ir]<-O=C2F)C(F)C1,1.4762000000000002,14.547706080334978
SC1=N->[Ir]<-n2ccccc21,1.3367699999999998,13.121025080535757
CC1=N(C)->[Ir]<-N(O)=C1,0.5371000000000001,12.86087188728709
C[S+]1([O-])->[Ir]<-SCC1S,0.5506,7.59411327845974
C=C1C=N->[Ir]<-N=C1C,1.23184,9.693044840644719
Nc1cccc2n1->[Ir]<-N2,0.2459999999999998,10.942682433648438
NC1N->[Ir]<-NC1[SeH],-2.5845,4.42628623181737
FC1=O->[Ir]<-N2=C1C(Cl)=CC(F)C2,1.3979,13.896759704930762
C#CC1=O->[Ir]<-n2ccccc21,0.8975,14.835015200481276
CCC1=N(O)->[Ir]<-NO1,0.0744000000000001,7.6647027709908
SC1S->[Ir]<-n2cccnc21,1.334799999999999,11.067470682639229
CC1=N->[Ir]<-n2cc[nH]c21,0.7974699999999999,14.620239171521058
CNC(=O)NC1=S->[Ir]<-S=C1,0.2424999999999999,5.00660541557868
CC1=CS(C)->[Ir]<-N1,1.1694,6.140276351762889
C1=[NH+][O-]->[Ir]<-n2ccccc21,-0.9211000000000004,10.942682433648438
SC1S->[Ir]<-n2ccccc21,1.9398,11.407034960590238
O=C(O)c1ccn2->[Ir]<-N=Nc2c1,1.4422700000000002,12.441896524633739
O=C1C=NN2(->[Ir]<-S=CN2)CN1,-1.1767000000000003,9.0139162847427
CN(C)C(=[NH2+])C1=S->[Ir]<-[S-]1,-1.4200999999999993,3.6775567378726213
[SeH]C1[SeH]->[Ir]<-[SeH]C2([SeH])CC12,-1.5283000000000002,4.051921484844995
Cc1cccn2->[Ir]<-O=Cc12,1.20252,13.121025080535757
NN1->[Ir]<-n2ccccc2C=1,0.3742000000000002,14.86981566950264
CN1->[Ir]<-n2c(F)cccc2N=1,1.9342,15.181197766955846
CN1(C)->[Ir]<-O=CC1O,-0.9347,13.235236634259461
CNN1->[Ir]<-N(C)=NC=1C#N,0.12488,12.351908744664312
O=CS1->[Ir]<-Nc2cnccc21,0.9461000000000002,5.890699853781306
SC1=[Be]->[Ir]<-SC2NC=CC=C12,1.25419,10.61495986560636
FC(F)(F)S1->[Ir]<-S(C(F)(F)F)CC1,3.492400000000001,7.854266471708408
ON1->[Ir]<-Nc2cnccc21,0.4649,5.380970162551054
CC1=N->[Ir]<-PC2=C1OPO2,1.6255700000000002,7.854266471708408
CN1->[Ir]<-n2c(c[nH]c2N)N=1,0.7054,15.565112955595133
Cc1ccc2n(->[Ir]<-O=C2)c1,1.20252,13.121025080535757
Cc1ccn2->[Ir]<-O=Cc2c1,1.20252,13.121025080535757
FC(F)(F)c1ccn2->[Ir]<-N=Nc2c1,2.7628700000000004,12.441896524633739
O=C(O)S1->[Ir]<-S(C(=O)O)CC1,1.8088,7.854266471708408
CN1(C)->[Ir]<-N=CC1=N,0.17484,10.192197836607884
Cn12->[Ir]<-N=Nc1ncc2N,0.6647700000000001,10.852694653679011
Brc1ccn2->[Ir]<-NCc2c1,1.3028,11.65661145857182
Clc1ccn2->[Ir]<-NCc2c1,1.1937,11.65661145857182
Cn1c2c(n(C)c1=O)=S->[Ir]<-S=2,0.6384000000000001,3.6775567378726213
CN1(C)->[Ir]<-N=CC1,0.19757,12.280552703525778
[SeH]C12C[SeH]->[Ir]<-[SeH]C1([SeH])C2,-1.3135000000000003,4.176709733835787
PC1=N->[Ir]<-n2ccccc21,1.2820699999999996,13.121025080535757
Cc1ccn2->[Ir]<-N=Nc2c1,2.05249,12.441896524633739
Brc1cccc2c1N->[Ir]<-N2,1.6135,4.176709733835787
FC(F)(F)c1cccn2->[Ir]<-N=Nc12,2.7628700000000004,12.441896524633739
C1=NCN2->[Ir]<-N3=CC=NC3=C12,-0.0578,14.530251391551632
Brc1cccc2c1S->[Ir]<-PO2,2.9067000000000003,3.417403544623953
CC1(N)C=N->[Ir]<-N=C1,0.00294,7.854266471708408
CN1(C)->[Ir]<-[Be]=CC(=N)C1,0.1558599999999999,9.977421807647666
CP1(C)->[Ir]<-NC=C1,1.1578,8.478207716662364
CC=C1C=N(O)->[Ir]<-O1C,0.9966,9.183315149414469
C=C1ON(=O)->[Ir]<-N1=C(C)C,0.4558000000000002,14.645451499763668
CC1=N->[Ir]<-N(C)=C1C,1.11677,13.49538982750813
CC1=N->[Ir]<-N(C)(C)O1,0.4767699999999999,10.637152076111319
Cc1ccc2c(c1)S->[Ir]<-S2,2.572420000000001,3.927133235854204
CC1(C)C=N->[Ir]<-N=C1,1.31174,7.854266471708408
CS1->[Ir]<-SC(S)C1C(F)(F)F,2.466,6.26506460075368
NC12CNCC1=O->[Ir]<-N2,-2.2276,7.604689973726825
CSC1=O->[Ir]<-n2ccccc21,1.5848,12.996236831544966
ON1->[Ir]<-n2ccccc2C1,0.5604000000000001,12.860871887287088
CS1->[Ir]<-S(C)C(C#N)=C1N,1.36378,8.10384296968999
C1=CCC2(C=O->[Ir]<-O=C2)N=C1,0.1537,7.604689973726825
CCS1->[Ir]<-SC(S)C1,1.9252,6.26506460075368
C=N1->[Ir]<-O=c2c(Cl)cccc2=C1,1.8325,11.407034960590238
CC1(C)CN->[Ir]<-O1,-0.2839999999999999,6.140276351762889
CC1=N->[Ir]<-N=CC1C,1.31174,9.693044840644719
Oc1ccc2c(c1)S->[Ir]<-PO2,1.8498000000000003,3.417403544623953
Cn1nc2n(->[Ir]<-n-23ccnc3)n1,-0.6042000000000003,15.440324706604342
CN1->[Ir]<-n2ccc(Br)cc2C=1,1.8928,15.334168196444441
CC1=N(C)->[Ir]<-N(C)=C1,0.7777000000000001,13.744966325489713
CN1->[Ir]<-S(C)CC1,0.5688,8.727784214643947
[SeH]C1N->[Ir]<-n2ccccc21,-0.0602999999999999,11.53182320958103
CNC1=[SH](CS)->[Ir]<-S=C1,0.6881999999999999,6.015488102772097
Cc1cncn2->[Ir]<-PNc12,0.9870199999999998,10.513130375728002
Cn12->[Ir]<-PNc1ccc2,1.2270999999999996,11.566623678602394
CCN1(C)->[Ir]<-S=CN1,0.3999000000000001,7.889066940729773
SC1N->[Ir]<-n2ccccc21,0.9687,11.53182320958103
CN1C=NC2(NC=[Be]->[Ir]<-N2)C1=O,-1.76561,5.336359546870079
CC1=N->[Ir]<-n2ccccc21,1.4693699999999998,14.959803449472068
C1=N->[Ir]<-Nc2ccccc21,1.26647,6.015488102772097
Cc1cccn2->[Ir]<-O=C(O)c12,1.08822,14.325285509251026
c1ccn2->[Ir]<-n3cscc3-c2c1,2.2051,21.647630079224225
CC(C)=NC1=N->[Ir]<-N=C1,1.09404,9.228692313702918
Cc1ccc2n(->[Ir]<-O=C2O)c1,1.08822,14.325285509251026
C#CCN1->[Ir]<-NCC1,-0.8320999999999998,8.478207716662364
FC(F)(F)S1->[Ir]<-Nc2cnccc21,2.2757000000000005,5.765911604790515
O=C(O)CN1->[Ir]<-N(O)=CC1,-0.8794000000000002,9.43289164739605
CN1->[Ir]<-Oc2cccnc21,0.8289,6.26506460075368
CN1->[Ir]<-O(C)CC1,-0.1478000000000001,10.566562583580259
Oc1cccc2c1N->[Ir]<-N2,0.5566,4.301497982826578
OCC1=O->[Ir]<-n2ccccc21,0.2565999999999999,14.835015200481276
CN1->[Ir]<-n2ccccc2C=1,1.1303,15.334168196444441
c1cnc2n(->[Ir]<-n3[nH]ccc3-2)c1,0.8666999999999998,17.958231631442672
O=[SH](=O)C=N1->[Ir]<-n2ccccc21,0.3528,11.282246711599447
CC1=[Be]->[Ir]<-n2ccccc2N1,1.55219,11.317047180620811
NC1NC2=S->[Ir]<-S=C2NC1N,-1.5963999999999992,3.6775567378726213
C[S+]1([O-])->[Ir]<-NCC1C(=O)O,-1.2231999999999987,7.718901527450531
CC1=C(C)S(C)->[Ir]<-N1,1.5595,6.140276351762889
C=C1C=N->[Ir]<-n2c(N)c[nH]c21,-1.5359999999999994,14.28067489357005
CN1->[Ir]<-Nc2ncccc21,0.7055,6.26506460075368
CN1(C)->[Ir]<-SCC1S,0.7336999999999998,8.602995965653156
NC1N->[Ir]<-n2ccccc21,-0.0024000000000003,13.03103730056633
OC1=O->[Ir]<-N=C1c1ccccc1,1.13907,10.772517020369195
OC1=N->[Ir]<-O=C1c1ccccc1,1.40457,10.772517020369195
CCN1CCC2=S->[Ir]<-S=C21,1.4093,3.8023449868634125
OC1C2=S->[Ir]<-S=C2c2ccccc21,1.8215,3.6775567378726213
c1ccn2->[Ir]<-n3c[nH]cc3-c2c1,1.4716999999999991,18.29779590939368
NCC1=O->[Ir]<-n2ccccc21,0.2229999999999998,14.959803449472068
c1ccc2c(c1)CN->[Ir]<-O2,0.8509,4.301497982826578
O=C(O)CN1->[Ir]<-NCC1,-1.3806999999999996,8.478207716662364
PC1N->[Ir]<-n2ccccc21,0.914,11.53182320958103
ClC1NC=O->[Ir]<-n2ccccc21,1.065,17.226638478225706
CN1(C)->[Ir]<-[Be]=CNC(=N)C1,-0.3395400000000002,10.102210056638457
CC1(CO)CN->[Ir]<-O1,-1.3116,4.42628623181737
FC(F)(F)[N+]1=Cc2ccccn2->[Ir]<-[O-]1,1.5306,10.817894184657646
SC1N->[Ir]<-Sc2cccnc21,1.2574,4.176709733835787
C[Se]1->[Ir]<-[SeH]C(N)C(Br)C1,0.1061,6.3898528497444715
CN1C=[Be]->[Ir]<-[Be]=C(N(C)C)N1,-0.4737199999999999,10.26355387774642
CO1->[Ir]<-Pc2ccccc21,1.1955999999999998,6.140276351762889
[O-][n+]12->[Ir]<-NC(O)c1cccc2,-0.7303999999999999,13.940344067011567
CC(=O)c1ccc2n(->[Ir]<-N=N2)c1,1.94667,12.441896524633739
[NH3+]C1=[NH+][O-]->[Ir]<-n2ccccc21,-2.351499999999999,10.942682433648438
CC1(CO)CO->[Ir]<-N1,-1.3116,4.42628623181737
CCS1->[Ir]<-NC=C1C,1.5595,6.140276351762889
O=N1->[Ir]<-NC2C=CC=CC21O,-0.1053,13.555402624772107
CO1->[Ir]<-n2ccccc2C1,1.228,15.458956445435232
CCS1->[Ir]<-NC(C)=C1,1.5595,6.140276351762889
SC1S->[Ir]<-Nc2ccncc21,1.5219999999999998,4.176709733835787
O=C(O)C1S->[Ir]<-NCC1S,-0.3735,4.42628623181737
CN1->[Ir]<-O=C2C=1C=CCC2Cl,1.1936,13.37060157851734
ON1->[Ir]<-N=C2C=CC=CC21O,-0.2004300000000002,10.262787329138943
CNc1ccn2->[Ir]<-Nc2c1,0.7055,9.568256591653928
C1CCC2=N->[Ir]<-N=C2C1,1.59994,11.53182320958103
O=C(O)C1CN->[Ir]<-[SeH]C1[SeH],-1.8065,4.42628623181737
O=c1[nH]c2c(c3ccccc13)=O->[Ir]<-O=2,0.1392999999999998,10.817894184657646
CC1=N(C)->[Ir]<-n2cc[nH]c21,0.8485,16.708594038438953
C=C(C)NC1=O->[Ir]<-NC1,-0.4051000000000002,9.727845309666083
CN1->[Ir]<-Nc2ccncc21,0.7055,6.3898528497444715
C=C1C=O->[Ir]<-O=C1N(C)C,-0.1703000000000001,9.103904064712127
C[S+]1([O-])->[Ir]<-Nc2cnccc21,0.4012000000000001,7.344536780478157
N#CCN1->[Ir]<-n2ccccc2C=1,1.02408,17.048158316389962
CC(C)N1->[Ir]<-PC=1N,0.5846,11.19225893163002
OCCS1->[Ir]<-NCC1,-0.3294000000000001,6.514641098735263
CC(=O)c1ccn2->[Ir]<-N=Nc2c1,1.94667,12.441896524633739
O=C(O)C1CS->[Ir]<-NC1S,-0.1684,4.42628623181737
O=C(O)C1=N(O)->[Ir]<-n2ccccc21,0.3445,16.16406387818734
CS1->[Ir]<-Nc2c(C#N)cncc21,1.25738,6.140276351762889
C1=NC2c3ccccn3->[Ir]<-N2S1,1.3599,17.755297312391388
Cn1c2c(ncc1=O)P->[Ir]<-P2,-1.2189000000000003,4.176709733835787
ClC(Cl)CN1->[Ir]<-NCC1,0.3383999999999998,6.639429347726054
Cc1ccc2c(c1C)=O->[Ir]<-O=2,1.0308,11.032670213617864
Brc1ccc2n(->[Ir]<-N3=C2CN=C3)c1,1.6750999999999998,18.29779590939368
O=C(O)c1cncc2c1N->[Ir]<-N2,-0.0558,4.176709733835787
NN1->[Ir]<-n2ccccc2C(=S)C=1,0.7441000000000001,14.86981566950264
CC(=O)CN1->[Ir]<-NCC=1,-0.3950999999999999,10.067409587617092
O=C(O)C1N->[Ir]<-[SeH]CC1[SeH],-1.593300000000001,4.42628623181737
CN1->[Ir]<-n2ccccc2C=1O,1.016,16.41364037616892
CS1(=O)->[Ir]<-Pc2ccncc21,0.3193999999999999,7.344536780478157
Cc1ccn2->[Ir]<-N=C(O)c2c1,1.27339,14.450073758241818
Nc1nc2c(n1CCO)=S->[Ir]<-S=2,-0.7362000000000002,3.6775567378726213
CC12C=N->[Ir]<-N=C1C=NC2,0.74644,9.568256591653928
c1cnc2n(->[Ir]<-n3cnccc3-2)c1,0.9336,17.958231631442672
Cc1con2->[Ir]<-NC(S)(S)c12,0.91162,10.647728771378404
SC12CNCC1N->[Ir]<-S2,-0.5271999999999997,6.015488102772097
NC1C(C(=O)O)N->[Ir]<-N1O,-2.3381,5.7553349095234285
Cn1ccn2->[Ir]<-NC(O)c12,-0.6303,11.19225893163002
CC1(C)C=N->[Ir]<-N=C1N,0.5981400000000001,9.228692313702918
CC1=CN2(->[Ir]<-O=C2)C=NC1N,1.1476,9.35348056269371
SC1CS->[Ir]<-n2ccccc21,1.9822999999999995,11.53182320958103
C=C1C=N->[Ir]<-N2=C1CCC2,1.42697,13.37060157851734
CN1->[Ir]<-N=CC2(C)SC=NC=12,1.19807,11.317047180620811
OC12NCCC1N->[Ir]<-N2,-2.088199999999999,5.925500322802671
CC(=O)OC1=O->[Ir]<-n2ccccc21,0.7848999999999999,15.404757688975502
NC12C=N->[Ir]<-N=CC1N=CN2,-1.0593599999999992,7.854266471708408
FC(F)(F)c1ccc2c(c1)N->[Ir]<-N2,1.8698,4.176709733835787
OC1CCN(C2=S->[Ir]<-S=C2)C1,0.3801000000000001,3.8023449868634125
Cc1cnc2n(->[Ir]<-NC2[SeH])c1,-0.3568800000000001,11.19225893163002
CC1=N(O)->[Ir]<-n2ccn(C)c21,0.6183000000000001,15.824499600236328
SC1S->[Ir]<-Nc2ccccc21,2.1270000000000007,4.176709733835787
CON1->[Ir]<-Nc2cnccc21,0.6371,7.094960282496573
CS1->[Ir]<-N(C)(N)CC1,0.1549000000000001,10.351786554620041
Oc1ccc2n(->[Ir]<-N3=C2CN=C3)c1,0.6182,18.29779590939368
COC(=O)c1ccc2n(->[Ir]<-N=N2)c1,1.5306699999999998,12.441896524633739
Cc1cn2->[Ir]<-S=C(S(C)(=O)=O)c2s1,1.17162,14.16772835448819
Cc1ccc2n(->[Ir]<-N(C)=N2)c1,2.10352,14.530251391551632
C=C1C=CC=C2N=N->[Ir]<-N12C,1.87407,9.35348056269371
CC1=N->[Ir]<-Nc2c(Cl)cncc21,1.70497,7.729478222717616
c1cn2->[Ir]<-n3[nH]ccc3Cc2[nH]1,0.7235999999999998,14.28067489357005
NC1=CNC2=[Be]->[Ir]<-n3cnccc3N21,-0.3599100000000004,17.279103075540654
CCS1->[Ir]<-S(C)C(C#N)=C1C#N,2.3612600000000006,7.9790547206991995
Nc1csc2n1->[Ir]<-N(O)C2C(=O)O,-0.1702000000000003,15.282001003234033
CC1(C)COP->[Ir]<-N1,0.5303999999999998,3.5421917936147445
[O-]c1sc2c([s+]1)S1->[Ir]<-S(C=C1)CCS2,3.5665000000000013,7.604689973726825
CCn12->[Ir]<-N=C(O)c1cnc2,0.7863699999999999,14.2352977292816
CC(O)n12->[Ir]<-NNc1cnn2,-0.9255000000000002,11.717390804443271
CN12->[Ir]<-NC(CC1)C2,-0.3508,10.441774334589466
O=C(O)NN1->[Ir]<-n2ccccc2C=1,0.6830999999999999,16.583805789448164
NC(=O)N1C=S->[Ir]<-n2ccccc21,0.9239000000000002,10.942682433648438
OCc1ccnc2c1N->[Ir]<-N2,-0.2617000000000001,4.176709733835787
O=C(O)c1ccc2n(->[Ir]<-NC2)c1,0.2384999999999998,11.65661145857182
C[Se]1->[Ir]<-[SeH]CC(O)C1N,-1.2965000000000009,6.3898528497444715
C1=CS(c2ccccc2)->[Ir]<-N1,2.208600000000001,5.890699853781306
[O-]c1sc2c([s+]1)SCCS1->[Ir]<-S2C=C1,3.5665000000000013,7.604689973726825
CC=C1C=N->[Ir]<-N2=C1CN=C2,1.0651700000000002,12.90624905157554
OC(O)C1CO2->[Ir]<-N=C=CC2=N1,-1.1009300000000002,11.067470682639229
NC1CN->[Ir]<-NC1N,-2.4841,6.299865069775045
CN1->[Ir]<-N=C2CCC=CC=12,1.42697,13.37060157851734
Cc1cc(C)n2->[Ir]<-N(O)=Cn12,0.7655399999999999,13.646156953349006
Oc1cccc(C2=O->[Ir]<-NC2)n1,-0.0714000000000002,7.9790547206991995
CC=N1->[Ir]<-n2ccccc2N1,1.4992,16.244241511497155
CC(C)=N1->[Ir]<-N(=O)C(C)O1,1.5112,15.019816246736042
Brc1ccc2n(->[Ir]<-[Be]=C3SCCN32)c1,2.393590000000001,15.666942445473492
C1=NCC23C=N->[Ir]<-N12CCS3,0.42297,13.155825549557122
CN1(C)->[Ir]<-POC(=N)C1,0.3319699999999999,7.9684780254321135
CN=C1[S-]->[Ir]<-N1=NC(C)C,1.3797,8.639551537770327
Oc1cnc2n(->[Ir]<-n3cnccc3-2)c1,0.6392,17.958231631442672
FC(F)(F)c1cccc2c1N->[Ir]<-N2,1.8698,4.176709733835787
C=CN1CNC2=C1P->[Ir]<-P2,0.8693999999999997,4.176709733835787
O=CNC1=S->[Ir]<-n2ccccc2N1,0.5243999999999999,12.022154613372916
Fc1cc2n(->[Ir]<-n3ccccc3-2)cn1,1.6776999999999993,18.29779590939368
C1=CC2(C=N->[Ir]<-N=C2)CN=C1,0.91254,7.9790547206991995
O=C(COC1=S->[Ir]<-S=C1)n1cccn1,0.867,3.8023449868634125
CC1(C)C=N(O)->[Ir]<-N(O)=C1,0.9326,10.262787329138945
CN1C(=O)NC2P->[Ir]<-PC21,0.0437999999999997,4.42628623181737
CCS1->[Ir]<-NC(C)=C1[SeH],0.788,6.015488102772097
C[S+]1->[Ir]<-N=C2C=CCC([O-])C=12,-0.4202300000000001,9.693044840644719
CCn1c2c(n(C)c1=S)=S->[Ir]<-S=2,1.1934,3.6775567378726213
C=C(C)C=N1->[Ir]<-S=CN1C,1.4373,10.942682433648438
CN1(C)->[Ir]<-NC([SeH])C1,-1.2663999999999989,8.727784214643947
NC1CN->[Ir]<-S(C(F)(F)F)C1,0.5254,6.26506460075368
NC1=CNC2=[Be]->[Ir]<-n3ccccc3N21,0.2450899999999998,17.618667353491663
Brc1cccn2->[Ir]<-n3cccc(Br)c3-c12,3.668600000000001,18.63736018734469
O=C(O)CN1->[Ir]<-n2ccccc2C=1,0.9834,17.048158316389962
CCC1(C)C=CC2=O->[Ir]<-O=C21,1.1107,11.032670213617864
Cn1ccn2->[Ir]<-NC(C(=O)O)c12,-0.4955000000000003,11.19225893163002
Cc1ccc2n(->[Ir]<-N(C)=C2)c1,1.43872,15.334168196444441
CN1(C)->[Ir]<-[Be]=Cc2ccccc21,1.68879,12.030976205544194
Cc1ccc2n(->[Ir]<-POC2)c1,1.6967199999999998,10.772517020369195
CCS1->[Ir]<-SC(C)(S)C1,2.3153000000000006,6.140276351762889
NC1=N(O)->[Ir]<-N2=C1NCCC2,-0.8754000000000004,15.60972357127611
CN1->[Ir]<-N=CC(C)(C)C=1,1.36277,9.942621338626301
CC1C=N(O)->[Ir]<-N1(C)C,0.3965000000000001,9.682468145377632
CC1c2ccc(Br)cn2->[Ir]<-N1O,1.8839,12.736083638296298
C[Se]1->[Ir]<-NC(C(=O)O)CC1,-0.0409999999999999,8.478207716662364
FC(F)C(F)(F)n12->[Ir]<-NC([SeH])c1cnn2,-0.0493999999999999,14.118154022414542
NC1Nc2ccccn2->[Ir]<-P1,0.6109,11.19225893163002
FC1=C(F)[SH](C2S->[Ir]<-SC2S)C(F)S1,3.4947,4.176709733835787
Cc1cc2n(->[Ir]<-N(O)C2C)o1,1.0228199999999998,10.137999080148154
CC(Cl)S1->[Ir]<-SC(S)(CCl)C1,3.0991000000000017,6.015488102772097
CC(=O)S1->[Ir]<-S(C(C)=O)CC1,1.5458,9.058526900423677
CC1=O->[Ir]<-O=C(N(C)C)C1,0.0537,10.817894184657646
CN(C)C1C(S)=[Be]->[Ir]<-S1CS,1.4631899999999998,12.363750454573244
C[Se]1->[Ir]<-[Se](C)C2CC2C1,1.7177,8.478207716662364
CC1=S->[Ir]<-n2cc(C)c(C)n21,1.69534,10.817894184657646
O=CCS1->[Ir]<-S(CC=O)CC1,0.8506,8.353419467671573
CP1(C)->[Ir]<-P(C)(C)N1,1.889,11.60142414762376
C#CC1=CCC2(C=N->[Ir]<-N2)N=C1,0.3250699999999999,6.140276351762889
Nc1nnn2(->[Ir]<-Nc3ccncc3-2)n1,-0.7783000000000009,10.26355387774642
Cc1cc2n(->[Ir]<-n3oc(C)cc3-2)o1,1.9464399999999995,17.11874780892102
Brc1ccc2n(->[Ir]<-n3ccccc3-2)c1,2.906100000000002,18.63736018734469
CC1=N2->[Ir]<-n3cccn3C2CO1,0.8302999999999999,19.16249206015794
CN1->[Ir]<-O=C(C(C)(C)O)C=1,0.0269999999999998,11.53182320958103
c1cn2n(->[Ir]<-NN3CCN=C32)c1,-0.7235000000000003,10.72790640468822
Cc1ccc(C)c2c1S->[Ir]<-S2,2.880840000000002,3.927133235854204
CS1->[Ir]<-[Be]=CC2(C=CC=CN2)C1,1.34939,11.441835429611602
Brc1cccn2->[Ir]<-n3ccccc3-c12,2.906100000000001,18.63736018734469
Clc1cccn2->[Ir]<-n3ccccc3-c12,2.797000000000001,18.63736018734469
Cc1ccn2->[Ir]<-N(C)=Cc2c1,1.43872,15.334168196444441
Clc1ccc2n(->[Ir]<-n3cc(Cl)ccc3-2)c1,3.450400000000001,18.63736018734469
CC1C=O->[Ir]<-OC1(C)C,0.5923,5.890699853781306
O=C(O)c1ccn2->[Ir]<-NC(O)c2c1,-0.2706000000000002,11.65661145857182
NC1CN2->[Ir]<-N1C(N)C2,-2.251199999999999,11.476635898632967
CN1(C)->[Ir]<-NCC1N,-1.2084999999999986,12.40534095251657
CN1C=NN2C1=[Be]->[Ir]<-n1ccccc12,0.77299,15.31553645761355
ClCCN1->[Ir]<-n2ccccc2C=1,1.7393,17.048158316389962
CN1(C)->[Ir]<-Nc2nccnc21,0.1247999999999999,8.353419467671573
Clc1ccc2n(->[Ir]<-n3ccccc3-2)c1,2.7970000000000006,18.63736018734469
CCOC1=O->[Ir]<-n2ccccc21,1.2583,14.325285509251026
N#Cc1nccn2->[Ir]<-n3ccccc3-c12,1.41028,18.63736018734469
Cn1cc2n(->[Ir]<-n3nn(C)cc3-2)n1,-0.3894000000000002,17.02952657755907
Cc1cccn2->[Ir]<-N(C)=Cc12,1.43872,15.334168196444441
c1csc(C2=O->[Ir]<-n3ccccc32)c1,2.3741000000000003,14.835015200481276
Brc1ccn2->[Ir]<-n3cccc(Br)c3-c2c1,3.668600000000001,18.63736018734469
CNC1=S->[Ir]<-n2ccc(Br)cc2N1,1.7602999999999998,10.817894184657646
CC1=[Be]->[Ir]<-N2C(=C(N)NC2Cl)N1O,-0.46321,14.02052170032138
CC(C)S1->[Ir]<-SC(S)C1,2.3137000000000008,6.140276351762889
CC(C)N1->[Ir]<-OCC1,-0.0232999999999999,8.478207716662364
CN1->[Ir]<-O=C(c2ccccc2)C=1,1.5699,11.65661145857182
NC1=NNC=S->[Ir]<-n2ccccc21,0.2486999999999999,11.282246711599447
Clc1ccn2->[Ir]<-n3ccccc3-c2c1,2.7970000000000006,18.63736018734469
Cn12->[Ir]<-n3ccccc3-c1cnn2,0.8770999999999999,18.207808129424254
CC(O)n12->[Ir]<-OC(O)c1cnn2,-1.2279000000000002,11.932166833403489
