Encoded SMILES,log P,G parameter,Denticity,Isomer
CC(F)(F)S1->[Ir]<-S(C(F)(F)F)c2ccccc21,5.003300000000001,42.82190036606717,1,0
Cc1c(O)cccc1-c1ccc2n(->[Ir]<-n3ccccc3-2)c1,3.824620000000003,36.12127964348241,1,1
Clc1ccc(C=N2->[Ir]<-n3ccccc3C2)cc1Cl,4.007500000000001,35.81091835110616,1,0
Clc1cc2c(cc1-c1ccccc1)=N(c1ccccc1)->[Ir]<-O=2,4.5481000000000025,43.983765717014165,1,0
Fc1ccc(N2->[Ir]<-n3ccc(Br)cc3C2)cc1,3.5953000000000026,38.21422887155817,1,0
Cc1ccc(O)c(-c2ccn3->[Ir]<-n4ccccc4-c3c2)c1,3.824620000000003,35.333439439758074,1,1
Cc1ccc2n(->[Ir]<-N(c3cccc(C)c3C)C2)c1,3.618960000000002,38.50867420022283,1,1
c1ccn2->[Ir]<-NC3(CN=c4ccccc4=N3)c2c1,0.1460999999999999,37.49005252268025,1,1
NC1CNCC2(N1)N->[Ir]<-N=C2c1cccnc1,-1.4179299999999984,35.24590163934426,1,0
CC(=O)NN=C1C(=O)C=CC(=O)C12C=N->[Ir]<-N2,-1.4664299999999992,41.13480821263728,1,1
NC1NC(Cl)NC12N->[Ir]<-n1ccccc12,-0.8068999999999991,39.03390100270571,1,1
NC1=CNC2(NC=S->[Ir]<-S=CN3C=CNC32N)N1,-1.9164999999999983,36.551010663695685,1,0
CC1(C)NC12N->[Ir]<-NC2(C)C,-0.2394999999999991,36.089447716059205,1,1
NC12CNCC1=O->[Ir]<-N2,-2.2276,34.505809326754736,1,0
Nc1cn2->[Ir]<-N3CNCC4(N)C=CC=CC34c2[nH]1,-0.8389999999999995,38.922489256724496,1,0
NC1NC=NC12N->[Ir]<-n1ccccc12,-0.8905999999999985,37.227439121438806,1,1
C1=NCC23C=N->[Ir]<-N12C=NC3,-0.23943,37.243355085150405,1,0
NC1CNCC2(N1)N->[Ir]<-n1ccccc12,-1.329299999999998,37.25131306700621,1,0
COC(=O)CN1->[Ir]<-NCc2ncccc21,0.1252000000000001,41.06318637593506,1,1
OCC1N->[Ir]<-n2ccccc21,0.0736999999999999,37.227439121438806,1,0
c1ccn2->[Ir]<-NC3(CNCN3)c2c1,-0.6566000000000001,35.675632659557536,1,1
C=C1C=N->[Ir]<-n2c(N)c[nH]c21,-1.5359999999999994,40.21964029922012,1,0
CN1->[Ir]<-O(C)CC1,-0.1478000000000001,35.18223778449785,1,0
COC(=O)C1N->[Ir]<-[SeH]CC1[SeH],-1.5049000000000003,36.72608626452332,1,0
NC1NC(=N2->[Ir]<-N=CC23CC=CC=N3)NC1N,-1.518629999999999,40.6812032468566,1,1
Nc1cnnn12->[Ir]<-Nc1ccncc1-2,-0.1733000000000001,38.3574725449626,1,1
OC12NCC1(c1ccccc1)N->[Ir]<-N2,-0.9513999999999992,36.74996021009072,1,0
CN1C2=[Be]->[Ir]<-n3cnccc3N2c2ccccc21,2.06079,39.67849753302563,1,1
Cc1ccc(N2C=[Be]->[Ir]<-n3cc(N)[nH]c32)cc1C,2.29243,38.914531274868686,1,1
COC(C)P1(c2ccccc2)->[Ir]<-Nc2cccnc21,2.0889,38.3495145631068,1,1
Brc1ccc2n(->[Ir]<-[Be]=C3SCCN32)c1,2.393590000000001,39.02594302084991,1,0
c1ccn2->[Ir]<-S=C(Nc3ccncc3)Nc2c1,2.2855,38.3733885086742,1,0
Fc1ccccc1C1n2cccn2->[Ir]<-n2cccn21,2.3138999999999994,39.46363202291899,1,0
Oc1cccc(Cn23->[Ir]<-n4ccccc4-c2cnn3)c1,2.0939999999999994,38.67579181919465,1,0
C(c1cccc2c1OCO2)=N1->[Ir]<-O=C(c2ccccc2)N1,2.1792,39.21693458538915,1,0
CC(C)(C)c1cc2n(->[Ir]<-S(CC=O)C2)[nH]1,2.1393,39.68645551488142,1,1
CC(C)S1->[Ir]<-Nc2ccncc21,2.1643,38.460926309088016,1,0
COC(=O)c1cccc(C2n3cccn3->[Ir]<-n3cccn32)c1,1.9614,38.3495145631068,1,0
CP1(c2ccccc2)->[Ir]<-N=CCO1,2.00477,39.415884131784175,1,0
C(#Cc1ccccc1)CN1->[Ir]<-Nc2cccnc21,2.1274,39.24876651281235,1,1
c1ccc(NN2->[Ir]<-n3ccccc3C2)cc1,2.1983,39.543211841477,1,0
O=C(CS1->[Ir]<-Nc2ccncc21)Nc1ccccc1,2.3946000000000005,38.76332961960847,1,1
COCC1(C(S)S)C(S)S->[Ir]<-SC1S,2.176300000000001,38.3893044723858,1,0
COC(C)c1ccc2n(->[Ir]<-N=C2C)c1,2.1767700000000003,38.9622791660035,1,1
CCN1(Cc2cccnc2)->[Ir]<-Nc2cnccc21,2.0853,39.05777494827312,1,1
CN1(C)->[Ir]<-N(=Cc2cccc(Cl)c2)CC1,2.3205,39.25672449466816,1,0
CCS1->[Ir]<-S(C)C(C#N)=C1C#N,2.3612600000000006,39.59095973261181,1,0
Cc1ccc(C2=N(O)->[Ir]<-[Be]=C3N(C)C=CN32)cc1,1.84571,39.38405220436098,1,1
OCc1ccc(-c2ccn3n2->[Ir]<-n2cccnc2-3)cc1,1.8216,38.978195129715104,1,0
CCN1->[Ir]<-n2ccccc2C1C,1.7520999999999998,39.02594302084991,1,0
CC1c2ccc(Br)cn2->[Ir]<-N1O,1.8839,38.73945567404107,1,0
Cc1ccc(C=N2->[Ir]<-N(C)(C)CC2)c(O)c1,1.68112,39.26468247652395,1,1
CON1->[Ir]<-n2cc3ccccc3cc2C1,1.8858,39.376094222505166,1,0
CN1C=CN2C1=S->[Ir]<-n1ccccc12,1.94029,38.25401878083719,1,1
ON1->[Ir]<-N(c2ccccc2)=C2C=CN=CC21,1.7046,39.23285054910075,1,1
c1cncc(Cn23->[Ir]<-n4ccccc4-c2cnn3)c1,1.7833999999999994,38.938405220436096,1,0
c1ccn2->[Ir]<-n3nc(-c4ccncc4)cn3Cc2c1,1.7833999999999994,38.81107751074328,1,0
CN(C)N1->[Ir]<-n2ccccc2C1c1cccnc1,1.6321999999999997,39.4875059684864,1,0
COc1ccn2->[Ir]<-N(C(C)C)=Cc2c1,1.9175,39.06573293012892,1,0
Oc1cccc(CN2->[Ir]<-n3ccccc3N2)c1,1.9039,39.47159000477479,1,0
CCn1ccn2->[Ir]<-N(C)(C)C(C)c12,1.5255999999999998,39.38405220436098,1,0
Nc1cn2->[Ir]<-[Be]=C(c3cccc(F)c3)Nc2[nH]1,1.62999,38.914531274868686,1,0
Cc1c[nH]n2->[Ir]<-N=CC(C)(C)c12,1.64529,39.567085787044405,1,0
c1ccn2->[Ir]<-N(Cc3ccoc3)Nc2c1,1.7912999999999997,39.64666560560242,1,1
c1ccn2->[Ir]<-n3nc(-c4ccncc4)cn3Cc2c1,1.7833999999999994,38.24606079898138,1,1
CC(C)c1cn2n(->[Ir]<-n3ccccc3C2)n1,1.8448,38.26993474454879,1,1
c1ccc(S2->[Ir]<-NNc3c[nH]nc32)cc1,1.8465,39.21693458538915,1,1
c1ccc(C2=NC3(CO2)N->[Ir]<-n2ccccc23)cc1,1.6701,37.10011141174598,1,0
COc1ccn2->[Ir]<-N(C(C)C)=Cc2c1,1.9175,37.64125417794048,1,1
CC(=O)C1=CCN2->[Ir]<-n3ccccc3C2=C1,1.5411,37.44230463154545,1,1
CC(c1ccccc1)=N1->[Ir]<-S=C(N2CCOCC2)N1,1.6173,37.91978354289352,1,1
c1cncc(Cn23->[Ir]<-n4ccccc4-c2cnn3)c1,1.7833999999999994,38.22218685341397,1,1
Cc1ccn2->[Ir]<-NC(C)(C)c2c1,1.58382,36.845455992360336,1,0
On12->[Ir]<-N=C(c3ccccc3)c1ccn2,1.5365699999999998,37.09215342989018,1,0
Cc1scc(C2C(C)N->[Ir]<-N2O)c1C,1.7320399999999998,37.15581728473659,1,1
C1=N->[Ir]<-NC12OPOCc1ccccc12,1.5029699999999997,37.33089288556422,1,1
c1ccc(Cn2cc3n(->[Ir]<-n4cccn4C3)n2)cc1,1.5711999999999997,38.06302721629795,1,0
Nc1ccccc1C1n2cccn2->[Ir]<-n2cccn21,1.757,37.69696005093108,1,1
c1ccc(Cn2cc3n(->[Ir]<-n4cccn4C3)n2)cc1,1.5711999999999997,37.259271048862,1,1
C=N1->[Ir]<-O=c2c(Cl)cccc2=C1,1.8325,36.98869966576476,1,1
O=C(O)c1ccccc1NN1->[Ir]<-n2ccccc2C1,1.8965,37.61738023237307,1,1
CC1C(c2ccccc2)N2->[Ir]<-n3ccncc3C12N,1.5686999999999998,37.68104408721948,1,0
CCC(C)N1->[Ir]<-Nc2cnccc21,1.8742,37.2115231577272,1,1
C1CCN2(->[Ir]<-N3CCCCC32)CC1,1.5719,37.48209454082445,1,1
CCNC(=O)c1cncc2c1N->[Ir]<-N2=C(C)C,1.5258,37.41843068597804,1,1
CCn1ccn2->[Ir]<-n3(CC)cncc3-c12,1.7863999999999998,37.346808849275824,1,0
CCP1(CC)->[Ir]<-NCCC1,1.8569,37.116027375457584,1,0
Oc1ncccc1NC1=S->[Ir]<-n2ccccc2N1,1.9911,38.11873308928856,1,1
C1=NCC2(N->[Ir]<-n3cc4ccccc4cc32)c2ccncc21,2.2646000000000006,37.37864077669902,1,0
CCP1(CC)->[Ir]<-NCCC1C,2.2454,38.039153270730544,1,0
COc1cccc(C2n3cccn3->[Ir]<-n3cccn32)c1,2.1834,37.95957345217253,1,0
CS1->[Ir]<-NC(C)(c2ccccc2)C1,2.2235000000000005,37.61738023237307,1,1
C1=N(Cc2ccncc2)->[Ir]<-n2ccccc21,2.0957,37.52188445010346,1,1
CC(C)NC(=S)SC1N->[Ir]<-n2ccccc21,2.055,37.18764921215979,1,1
COC(C)c1ccc2n(->[Ir]<-N=C2C)c1,2.1767700000000003,38.06302721629795,1,0
C#Cc1ccc(CN2->[Ir]<-n3ccccc3C2)cc1O,2.0583000000000005,36.781792137513925,1,1
CCN1->[Ir]<-n2ccccc2C1c1cccnc1,2.1754999999999995,37.283144994429406,1,0
CC(C)C1Cc2cnccc2C2(C=N->[Ir]<-N2)C1,2.10357,37.2115231577272,1,0
Cc1ccccc1-c1nn2->[Ir]<-POCc2o1,2.351720000000001,37.10806939360179,1,0
CC1c2ccccn2->[Ir]<-N1NC(=O)c1ccccc1,2.0771999999999995,37.33885086742002,1,1
O=C(OCCN1->[Ir]<-n2ccccc2C1)c1ccccc1,2.0282,37.53780041381506,1,0
OCC1C(c2ccccc2)OC2=N1->[Ir]<-n1ccccc12,1.9606,37.55371637752666,1,1
Cc1ccc2n(->[Ir]<-NC23COC(C(C)(C)C)=N3)c1,1.97632,36.86932993792774,1,1
C1=CS(c2ccccc2)->[Ir]<-N1,2.208600000000001,37.219481139583,1,0
COc1cccc(N2->[Ir]<-N=c3c=2cnc2ccncc32)c1,2.2845000000000004,37.07623746617858,1,0
CN1->[Ir]<-N(=Cc2c(O)ccc3ccccc23)CC1,2.1837,37.08419544803438,1,0
Cc1ccnc(N2->[Ir]<-n3ccccc3C2)c1,2.39712,37.08419544803438,1,1
