HOMO-LUMO gap (Eh),Metal center charge,Denticity,Isomer
0.1644513601297026,0.1702759999999999,0,0.0
0.1240853666679597,0.160468,0,0.0
0.2755616755727725,0.1505639999999999,0,0.0
0.144263,0.1983980428020268,1,
0.282372006771685,0.1305869999999999,0,0.0
0.3169181015984654,0.117602,0,0.0
-0.0211033456052565,0.135216,0,0.0
-0.0193309388226148,0.1280029999999999,0,0.0
0.10539,0.3223953551494931,1,
0.1403904916030887,0.1679369999999999,0,0.0
0.2840041305412487,0.134249,0,0.0
0.065055,0.3815069206211791,1,
0.1089649999999999,0.3381675521935708,1,
0.148705,0.2187244176672868,1,
0.3056292805151324,0.1154999999999999,0,0.0
0.0972559999999999,0.3251952905940262,1,
0.138992,-0.0031601059812741,1,
0.098638,0.3437338651006048,1,
0.0876029999999999,0.3662025329736952,1,
0.1068849999999999,0.1525093317251864,1,
0.0811289999999999,0.4376032993073711,1,
0.1040659999999999,0.3410412257407029,1,
-0.0113783715905906,0.161878,0,0.0
0.09486,0.3202667119583287,1,
-0.0293742750181868,0.125059,0,0.0
0.2928282532231926,0.1080819999999999,0,0.0
0.2991923112129946,0.127491,0,0.0
0.107479,0.3098119256850942,1,
0.140101,0.2031014956078356,1,
0.111484,0.3104129031830672,1,
0.0948161013550107,0.17539,0,0.0
0.122414,0.2849019709484332,1,
0.3046013246905963,0.159649,0,0.0
0.115148,0.2653225567806141,1,
0.006575306978455,0.147753,0,0.0
0.3662172700229279,0.132961,0,0.0
0.2283305624329714,0.1704999999999999,0,0.0
0.1457349999999999,0.186312246780436,1,
0.3364625973220173,0.091282,0,0.0
0.1018719605038344,0.113012,0,0.0
0.1345689999999999,0.1355094666014038,1,
0.3192530413730575,0.106214,0,0.0
0.108208,0.3188887526364151,1,
0.3046420077305494,0.12317,0,0.0
0.107717,0.2161718982394208,1,
0.0046494233340522,0.1104979999999999,0,0.0
0.090634583048338,0.14725,0,0.0
0.3222088185544919,0.152372,0,0.0
0.116964,0.3501746378161421,1,
0.2415323665710486,0.1491389999999999,0,0.0
0.3355423598547715,0.090032,0,0.0
0.3202101269911049,0.123221,0,0.0
0.140769,0.1591195144353202,1,
0.1378922771214219,0.161305,0,0.0
0.3997865451367356,0.1039899999999999,0,0.0
0.125576,0.2534039343607274,1,
0.1007289999999999,0.2892532074754358,1,
0.103215,0.3352987690628338,1,
0.2539379083952116,0.165396,0,0.0
0.120724,0.2990719568642593,1,
0.3450751214142076,0.140325,0,0.0
0.1436019999999999,0.3359810038420299,1,
0.1326569999999999,0.2466139639671742,1,
0.097547,0.3190714050942613,1,
0.1052392996686935,0.156125,0,0.0
0.2040068096488108,0.13084,0,0.0
0.1015208967527634,0.1221779999999999,0,0.0
0.2888416960940967,0.09024,0,0.0
0.190872360932364,0.128398,0,0.0
-0.0051871477454622,0.120636,0,0.0
0.1049782448609119,0.1322439999999999,0,0.0
0.3584054070867739,0.121952,0,0.0
0.123868,0.0232202825297301,1,
0.12277,0.271617289920324,1,
0.1245969999999999,0.3455578699848906,1,
0.2307856228784872,0.1199469999999999,0,0.0
0.121046,0.2481595642194115,1,
-0.0395928410610662,0.140074,0,0.0
0.0189897736821797,0.134,0,0.0
0.2650267721154554,0.151891,0,0.0
0.026489902477072,0.127133,0,0.0
0.3751232652120391,0.134036,0,0.0
0.3344013690865238,0.1338939999999999,0,0.0
0.3545987109619395,0.116334,0,0.0
0.0151632240651854,0.1092479999999999,0,0.0
0.164614,0.4954982890486357,1,
0.148203,0.0788891527400992,1,
0.173649,-0.0295790655389886,1,
0.091229,0.3539552334668298,1,
0.0975939999999999,0.3686659526391617,1,
0.123754,0.2480359862051843,1,
0.124763,0.2727351935844471,1,
0.2341783808562965,0.165811,0,0.0
0.096803,0.3683037976485355,1,
0.136815,0.1494151058049767,1,
0.1449109999999999,0.0962779266186603,1,
0.2962635399868413,0.127516,0,0.0
0.3597824072583257,0.1016199999999999,0,0.0
0.0174088498190514,0.10728,0,0.0
0.0861596677038098,0.149713,0,0.0
0.4914967828701043,0.137652,0,0.0
0.093984,0.3367079165224036,1,
0.163784,0.1273274776740545,1,
0.0754812274058124,0.165593,0,0.0
0.1400176085743892,0.111937,0,0.0
0.3922346040169526,0.138364,0,0.0
0.1070079999999999,0.3403812745899366,1,
0.3472984561181279,0.0920089999999999,0,0.0
-0.0012550195829296,0.1425399999999999,0,0.0
0.2987098866716774,0.129919,0,0.0
-0.0343323419921231,0.1016989999999999,0,0.0
0.158244,0.1248821583735519,1,
0.152052,0.0041660263685236,1,
0.290720759333383,0.10696,0,0.0
0.0912225667174666,0.140022,0,0.0
0.129784,0.3306082705067228,1,
0.2269600503442307,0.1557099999999999,0,0.0
0.120837,0.3136235594768075,1,
-0.0112665640179677,0.1555409999999999,0,0.0
0.2115454835696807,0.099858,0,0.0
0.1474619999999999,0.1881647484215645,1,
0.1067129999999999,0.1043785153361944,1,
0.104615,0.15398708217467,1,
0.3054459552626323,0.129097,0,0.0
0.3110387093728028,0.136483,0,0.0
-0.0305799764762384,0.141543,0,0.0
0.1829339999999999,0.3941288292017271,1,
0.161781,0.4997137223845045,1,
0.2346008279906152,0.1833579999999999,0,0.0
0.096966,0.312050804005791,1,
-0.0060975440442428,0.158317,0,0.0
0.094497,0.4156617484022152,1,
0.124317,0.120906917636518,1,
0.1136369999999999,0.3261883858971195,1,
-0.0105674879340288,0.1531989999999999,0,0.0
0.1135371544401014,0.1686679999999999,0,0.0
0.3255509244801509,0.1095549999999999,0,0.0
0.115477,0.0463042541601123,1,
0.2801404119144126,0.1321169999999999,0,0.0
0.154648,0.0674695475951628,1,
0.1472375965820483,0.1036739999999999,0,0.0
-0.017780868747344,0.130447,0,0.0
0.0943109999999999,0.3760770121470347,1,
0.09102,0.3673078964401942,1,
0.124423,0.31044379824125,1,
0.133799,0.2669323206753136,1,
0.1193612963547207,0.157053,0,0.0
0.1249319999999999,-0.0061789272972744,1,
-0.0202065087610212,0.1199109999999999,0,0.0
0.134304,0.1163568834438814,1,
0.0959019999999999,0.3879962834110094,1,
0.1715549999999999,0.1025400338920779,1,
-0.0019640186116283,0.151713,0,0.0
0.3731217048814073,0.088818,0,0.0
0.071922,0.3293131481288642,1,
0.3433972028751271,0.091942,0,0.0
0.4623070180361457,0.107789,0,0.0
0.100863,0.2190433165758146,1,
0.1573129999999999,0.015975823007898,1,
-0.008938512607866,0.152978,0,0.0
-0.0235280246283261,0.1447429999999999,0,0.0
0.169495,0.2742454280914392,1,
0.3706323139946431,0.145175,0,0.0
0.0520031799671534,0.137205,0,0.0
0.2689032370963596,0.120999,0,0.0
0.107377,0.3443952642261208,1,
0.09841,0.3304083722269284,1,
0.3294508252528943,0.133065,0,0.0
0.0066223357630315,0.13836,0,0.0
0.128747,0.2522233751360215,1,
0.156713,0.1158323338490465,1,
0.147051,0.12062515807364,1,
0.1218239999999999,0.3574676063527355,1,
0.2371730075991699,0.087428,0,0.0
0.3005985835870121,0.109665,0,0.0
0.153165,0.2463893320338836,1,
0.0838679999999999,0.3546822982366757,1,
0.127256,0.3364881910283909,1,
0.129061,0.2361216098706647,1,
0.2365946281302331,0.0963479999999999,0,0.0
0.0138460265747916,0.1351989999999999,0,0.0
0.096096,0.3395089827394045,1,
0.159848,0.161096065252006,1,
0.3207108899298403,0.111675,0,0.0
0.2679805995173344,0.146703,0,0.0
0.1188409999999999,0.3360849358273757,1,
0.1272347089406926,0.11879,0,0.0
0.1011165285055938,0.1748219999999999,0,0.0
-0.0250123801823321,0.144988,0,0.0
0.1909660398177465,0.13053,0,0.0
0.2639834850373276,0.1203829999999999,0,0.0
0.127081,0.2223389704821426,1,
0.1891646819145369,0.154167,0,0.0
0.3115588743762377,0.111828,0,0.0
0.3032639965805471,0.130399,0,0.0
0.1358029999999999,0.1590279699559656,1,
0.120915,0.2697349612017959,1,
0.146793,0.1744422626282394,1,
0.2828562402423595,0.148428,0,0.0
0.2486479705975435,0.0940659999999999,0,0.0
-0.0138258028439083,0.156916,0,0.0
0.091629,0.3488956863517311,1,
0.132043,0.2505241705547887,1,
0.1165419999999999,0.3286681608369116,1,
0.2951301399031488,0.137547,0,0.0
0.0999242610333391,0.1797419999999999,0,0.0
0.1041099999999999,0.2231425177581483,1,
0.0474489999999999,0.5379176676937014,1,
-0.0164523473576481,0.144771,0,0.0
0.1264129999999999,0.0695876091854501,1,
0.4130162022073068,0.0848529999999999,0,0.0
0.0196471045994855,0.1081999999999999,0,0.0
0.0896609999999999,0.2287839925914171,1,
0.1200579999999999,0.1862522878170409,1,
0.0972039999999999,0.3753032204467159,1,
0.1692149999999999,0.1456337235527232,1,
0.128382,0.2363811544136289,1,
0.314077557837494,0.148396,0,0.0
0.4029873390011735,0.144887,0,0.0
0.2607706600486718,0.123607,0,0.0
0.3022974658585822,0.1017709999999999,0,0.0
0.1237709999999999,0.2805374220137769,1,
0.1108829999999999,0.2947371330559796,1,
0.2887013324524871,0.104811,0,0.0
0.088601,0.4478029871798403,1,
0.089871,0.3518433334843252,1,
0.1743188108260403,0.102939,0,0.0
0.0887469999999999,0.4026626715789212,1,
0.175242,0.07196971280348,1,
0.103998,0.1970899922538585,1,
0.0828268750434518,0.15202,0,0.0
0.1184558585805668,0.125377,0,0.0
0.367099325570568,0.1149559999999999,0,0.0
0.158356,0.1909216250753026,1,
0.118167,0.2700883335980168,1,
0.114887,0.2355201166759446,1,
0.3528237062911979,0.136507,0,0.0
0.124039,0.3262599500919089,1,
0.1447852175135786,0.1544759999999999,0,0.0
0.0183467612231783,0.127833,0,0.0
0.133154,0.2699670371201558,1,
0.331492212346712,0.110141,0,0.0
0.1808039999999999,0.0571101873014599,1,
0.138912,0.1500911936385512,1,
0.3476717077734204,0.157899,0,0.0
0.2541575548944386,0.1269659999999999,0,0.0
-0.0534967735843142,0.107986,0,0.0
0.1556089999999999,-0.0256702851966305,1,
0.111936,0.344223670125337,1,
0.2577842042662949,0.127631,0,0.0
-0.0058775726947921,0.1534149999999999,0,0.0
0.1020398488068432,0.129903,0,0.0
0.0060029130034441,0.1289269999999999,0,0.0
0.3305415546228745,0.109828,0,0.0
0.106134410436618,0.1395769999999999,0,0.0
0.0320175145860064,0.111134,0,0.0
0.144969,0.233213824512313,1,
0.3075854859183375,0.110747,0,0.0
0.2455323715322354,0.118107,0,0.0
0.3327143350248451,0.1631149999999999,0,0.0
0.093013,0.3664679598699796,1,
0.358020988936765,0.118178,0,0.0
0.0411196562448323,0.139823,0,0.0
0.0268390381510039,0.131563,0,0.0
0.1270169999999999,0.2588619820686831,1,
0.0906619999999999,0.3695367111409701,1,
0.118037,0.3611623179002549,1,
0.3058174700737857,0.1287779999999999,0,0.0
0.145524,0.2680042793811946,1,
0.4777875765186003,0.094416,0,0.0
0.1901911647812099,0.1382039999999999,0,0.0
-0.003668960419222,0.150278,0,0.0
0.0713938592287678,0.1186599999999999,0,0.0
0.130234,0.3789222461200281,1,
0.2557515950366537,0.1279669999999999,0,0.0
0.467232290482,0.0950119999999999,0,0.0
0.153798,0.0975516813223131,1,
0.092684,0.3369168172022642,1,
0.1503849999999999,0.3719561534991675,1,
0.1395422949723849,0.141285,0,0.0
0.3042700903617605,0.111132,0,0.0
0.1198569999999999,0.0921820845630291,1,
0.1157619999999999,0.2769348783547388,1,
0.097945,0.4594472269951315,1,
0.3481672561779111,0.122901,0,0.0
0.165828,0.1286417666597126,1,
0.0126165964224939,0.1503779999999999,0,0.0
-0.027738445204143,0.130334,0,0.0
0.1156059999999999,0.3733369057726575,1,
0.3585393796444291,0.1020649999999999,0,0.0
0.2446847540483842,0.12915,0,0.0
0.177384,0.066927812575972,1,
0.104075,0.4429923984770612,1,
0.125661,0.2511916905549038,1,
0.1205099999999999,0.3096182825216088,1,
0.2610052812277122,0.0966959999999999,0,0.0
0.1071352661452812,0.123872,0,0.0
0.09521,0.3531753671288254,1,
0.2070250386888117,0.119831,0,0.0
0.124944,0.2218878212409937,1,
0.4017624567952135,0.0701209999999999,0,0.0
0.0324481519770436,0.1435189999999999,0,0.0
0.2260179264612038,0.188498,0,0.0
0.092292,0.3563017151142037,1,
0.108537,0.274208313301972,1,
0.173481,0.0345239711885831,1,
0.2558141688395465,0.125761,0,0.0
0.1440389999999999,0.1658814604269419,1,
0.093412,0.1474176953946121,1,
0.104387,0.3414651477105891,1,
0.171634,0.1322847119525117,1,
0.0989829999999999,0.3577876388300366,1,
0.0990359999999999,0.642652959699188,1,
0.1429905429654076,0.118333,0,0.0
0.0766489999999999,0.1613641871278757,1,
0.268782530377726,0.162825,0,0.0
0.1758559999999999,0.1234107363099802,1,
0.13264,0.2481269548508274,1,
0.119787,0.2219328285689769,1,
0.3208639542317571,0.1095589999999999,0,0.0
0.147162399289917,0.171945,0,0.0
0.2701563353425416,0.106042,0,0.0
0.0167718139343519,0.146393,0,0.0
0.4305666924977172,0.1034429999999999,0,0.0
0.0190107988054877,0.1430999999999999,0,0.0
0.118406,0.3364219670649645,1,
0.0950489999999999,0.3600173731296572,1,
0.050635931076008,0.1342249999999999,0,0.0
0.0727389145774128,0.134416,0,0.0
-0.0198212540753996,0.142327,0,0.0
0.132865,0.1295399987940129,1,
0.2580707465086906,0.101609,0,0.0
0.3155339446402047,0.089946,0,0.0
0.2701063254266823,0.156586,0,0.0
0.1370317170203279,0.114933,0,0.0
0.1761121238584297,0.1248399999999999,0,0.0
0.149468,0.2221340653967501,1,
0.119639,0.3745307194922538,1,
0.100064,0.3371949442099727,1,
0.1154099999999999,0.1557854340930356,1,
0.095636,0.3246182046772658,1,
0.170157,0.103811423756238,1,
0.095494,0.147132022060514,1,
0.1462,0.2670728980270538,1,
0.3299834193161472,0.1040879999999999,0,0.0
0.4352268397972791,0.1714709999999999,0,0.0
0.15849,0.1336943780157714,1,
0.108008,0.3144234305166404,1,
-0.0015212880860482,0.166149,0,0.0
0.064309,0.2915263667749446,1,
0.108856,0.215648354282376,1,
0.1116069999999999,0.1335817532506351,1,
0.133813,0.1684720980759001,1,
0.0400311778177815,0.107678,0,0.0
0.3058219279980705,0.13056,0,0.0
0.2988580214691667,0.102874,0,0.0
0.0980709999999999,0.3285255096700119,1,
0.2672466195857403,0.135627,0,0.0
0.3704520293655849,0.111839,0,0.0
0.169716,0.1145636873935738,1,
0.2768945519189703,0.104335,0,0.0
0.102441,0.4118299771724281,1,
0.123454,0.0998948293044952,1,
0.3114667149859272,0.150606,0,0.0
0.140349,0.11929298815357,1,
0.0935469999999999,0.355178757651836,1,
0.3236515415079281,0.1656569999999999,0,0.0
0.1188849999999999,0.4299630973556651,1,
0.119932,0.0481725532502526,1,
0.14935,0.2449667517902923,1,
0.3738520568698613,0.082234,0,0.0
0.09091,0.4325846555262763,1,
0.125131,0.2380621028401663,1,
0.1494570281542629,0.1072679999999999,0,0.0
-0.0228082287003134,0.152363,0,0.0
0.113655,0.2997076141155277,1,
0.0196121357096814,0.13625,0,0.0
0.029292696643962,0.128357,0,0.0
0.1048502163053761,0.166994,0,0.0
0.101816,0.4909239792185787,1,
-0.023606160884107,0.1419209999999999,0,0.0
0.3088079088432058,0.1206769999999999,0,0.0
0.122364,0.3613233330860972,1,
0.3269880601933944,0.157576,0,0.0
0.128327,0.2522528186502546,1,
0.1191579999999999,0.1747540761242678,1,
0.3527481905265544,0.127217,0,0.0
0.4900838829001273,0.169552,0,0.0
0.3147136692413821,0.10544,0,0.0
0.1025375921065077,0.143429,0,0.0
0.2445328644116102,0.129355,0,0.0
0.092999,0.3452829414063177,1,
0.3071958998420598,0.164743,0,0.0
0.4294100902142553,0.1185229999999999,0,0.0
0.3485341285320823,0.153723,0,0.0
0.0293952833285729,0.1189379999999999,0,0.0
0.1196289999999999,0.1347693307199358,1,
0.3191737415524991,0.126551,0,0.0
-0.0385087287415729,0.157418,0,0.0
-0.0093052225984002,0.146422,0,0.0
0.159908,0.1392946855410014,1,
0.1080191384348732,0.126766,0,0.0
0.1130219999999999,0.3276913437044784,1,
0.183027,0.1136687155900123,1,
0.2450263369489113,0.115784,0,0.0
0.0902,0.3422729198149034,1,
0.3241977679974279,0.166929,0,0.0
0.087485,0.3964588232570791,1,
0.2559701714051579,0.1308539999999999,0,0.0
0.3044828619963245,0.107969,0,0.0
0.136374,0.1725597614171342,1,
0.377077792863944,0.10686,0,0.0
-0.0018110767958938,0.1560879999999999,0,0.0
-0.0088034505463146,0.160016,0,0.0
0.3090272417698513,0.1226279999999999,0,0.0
0.2066294171917569,0.0711409999999999,0,0.0
0.141904,0.3600679049552086,1,
0.0943149999999999,0.3538206579749503,1,
0.1319506682373409,0.152148,0,0.0
