Encoded SMILES,log P
[Li]<-S=c1[nH]c(N)cn1Cc1cccc(C)c1,2.48461
[Li]<-N=c1n(C)ccn1C(C)c1ccccc1,1.91537
[Be]=C1N(Cc2ccccc2)C=CN1C(C)(F)F,2.8843900000000016
[Be]=C1N(Cc2ccncc2)C=CN1C(C)C,2.07509
[Li]<-P(CN)(c1ccccc1)c1ccccn1,1.4305
[Li]<-N1=CC(Nc2c(C)cc(C)cc2C)CC1,2.866860000000001
[Be]=C1N(C)C=CN1Cc1ccc(C(C)=O)cc1,2.10409
[Be]=C1NC2=C(C=CNC2)N1c1cccnc1,0.81599
[Li]<-S=C1Cc2cc(C(F)(F)F)ccc2N1C,3.025100000000002
[Li]<-n1cc(-c2ccccc2)n(CC(C)(C)C)c1,3.5962000000000023
[Be]=C1N(Cc2ccccc2)C=CN1C(C)C,2.6800900000000007
[Li]<-n1cccc(C(=O)N(N)c2ccccc2)c1,1.6021
[Be]=C1N(CC=C)C=CN1c1cc(C)cc(C)n1,2.47393
[Li]<-n1cccc(C(C)=NNC(=O)NCC)c1,1.1247000000000005
[Li]<-n1ccc(Nc2cc(C(C)(C)C)[nH]n2)[nH]1,2.1738999999999997
[Li]<-n1ccn(C)c1COc1ccc(Cl)cc1,2.6525000000000007
[Li]<-n1cc2ccc(C)cc2c2cnccc21,3.091420000000001
[Li]<-Nc1cccc(C(=O)Nc2ccccc2)c1,2.521100000000001
[Li]<-N(=CC(C)C)c1ccc(NC(C)C)cc1,3.8652000000000015
[Be]=C1CC(COC)C(c2ccc(OC)cc2)O1,2.457990000000001
[Li]<-S=C(NN=C(C)c1ccccc1)N(C)C,1.8467
[Li]<-n1ccn(CC(=O)c2ccccc2F)c1,1.9051
[Li]<-Pc1cc(C(=O)OC)cc(C(=O)OC)c1,0.7602
[Li]<-n1ccc(N=Cc2[nH]c(C)cc2C)cc1,2.77714
[Li]<-n1ccc(-c2c(C)cncc2C)c(C)c1,3.068860000000001
[Li]<-n1ccc(C(C)(C)N)c(-c2c[nH]c(C)c2)c1,2.57892
[Li]<-N#Cc1ccc2sc3ccccc3c2c1,3.926180000000001
[Li]<-N#CC(F)(F)c1cccc(C)c1C(F)(F)F,3.629200000000001
[Li]<-P1(N2CCCCC2)C(C(C)=O)C1C(C)=O,1.798
[Li]<-N(=Cc1ccncc1)c1ccc(C)cc1,3.140620000000001
[Li]<-n1ccc(C=NNc2ccccc2)cc1,2.5276000000000005
[Li]<-n1cccc(NN=C(C)c2ccsc2)c1,2.9792000000000014
[Li]<-P1(C)C(c2ccccc2)=C1c1ccccc1,4.637700000000003
[Be]=C1N(C)C=CN1Cn1nc(C)c(Br)c1C,1.93483
[Li]<-P(c1ccccc1)=c1c(Cl)c1C(F)(F)F,4.038090000000002
[Be]=C(NCc1ccco1)c1ccc(C)cc1,2.764710000000001
[Li]<-S(CC)C1=C(C(F)(F)F)c2ccccc2C1,4.269200000000002
[Li]<-n1ccc(C(C)=O)c(-c2ccccc2)c1,2.951200000000001
[Li]<-N=C(CC)n1nccc1-c1ccccc1,2.785470000000001
[Li]<-N#CC(c1ccc(C)cc1)c1ccsc1,3.7120000000000015
[Li]<-P1(c2ccccc2)C(C)=C1c1ccccc1,4.196100000000003
[Li]<-n1cn(C(C)O)c2c1c(=O)n(C)c(=O)n2C,-1.0554999999999994
[Li]<-n1ccc(N=Nc2ccc(C)cc2)c(C)c1,4.113840000000002
[Li]<-n1cn(CC(C)=O)c2c(C)cc(C)cc21,2.24214
[Li]<-n1cnc(NC(=O)c2ccco2)cc1O,1.0275
[Li]<-n1ccc(N)c(C(=O)c2ccncc2C)c1,1.59822
[Li]<-n1cc(C)cc(Cc2cccc(C)c2)c1,3.289240000000002
[Li]<-N1=CN(C(Cl)C(C)=O)C(c2cccnc2)C1,1.6205
[Be]=C1N(CC)C=C(c2ccccc2)N1CC,2.6386900000000013
[Li]<-P1(OC)OC=CC(C)(c2ccccc2)O1,3.335600000000001
[Li]<-n1ccc(C2=CN(C)C(C(C)(C)C)N2)cc1,2.2872000000000003
[Be]=C1N(CC)C=C(c2ccccc2)N1CCO,1.61109
[Be]=C1NC=C(c2cccnc2)N1CC(C)C,1.93749
[Li]<-P(O)(c1ccccc1)c1cccc(F)c1,2.1657
[Li]<-P1=CCC=C(c2ccc(C)c(C)c2C)C1,4.147360000000004
[Li]<-N1=CC=CC2N=CNC21c1ccccc1,1.4801
[Li]<-n1ccc(CN(C)C)c(C(=O)OCC)c1,1.3199
[Li]<-S=C(Nc1c(C)cccc1C)NC(C)C,2.998240000000001
[Be]=C1N(CCC(C)C)C=CN1CCC(C)C,3.1636900000000017
[Li]<-S1c2ccccc2Nc2cc(C)ccc21,4.203220000000002
[Li]<-P1(c2ccccc2)OC1c1ccccc1,3.437800000000001
[Li]<-n1cccc(C=C(C)N2CCCC2=O)c1,2.0648
[Li]<-n1ccc(-c2nc3c(C)cccc3o2)cc1,3.198220000000002
[Li]<-Nc1ccc(C)c(-c2ccc(C)cc2)c1,3.552640000000001
[Li]<-n1c(-c2ccc(O)cc2)[nH]c2ccccc21,2.9355
[Li]<-n1csc(-c2nc3ccccc3[nH]2)c1C,2.9948200000000007
[Li]<-n1csc(-c2cccc(C(=O)OC)c2)c1,2.5967
[Be]=C1N(CC)C=C(c2ccccn2)N1CC,2.03369
[Li]<-n1cccc(C2Cc3ccccc3S2)c1,3.4711000000000025
[Li]<-S=C(N)P(c1ccccc1)c1ccccc1,2.3629000000000007
[Li]<-n1oc(-c2ccc(Br)cc2)c2ccccc21,4.2573000000000025
[Be]=C1Nc2ccc(C(=O)OC)cc2N1OC,1.2627899999999996
[Li]<-P(C)=C(c1ccccc1)c1ccccc1,3.831400000000002
[Li]<-n1cc(COC)cc(-c2cc(C)[nH]c2C)c1,2.839940000000001
[Li]<-p1c(-c2ccccc2)c(C)n2c1CCC2,3.9898200000000026
[Li]<-n1cc(-c2ccsc2)cc2cc(C)ccc21,4.271720000000002
[Li]<-S(Cc1ccccc1)C1CC2C=CC1C2,3.884400000000003
[Be]=C1NC2(C=C3C=CN=CC3CN2)NC1N,-1.0995099999999995
[Li]<-n1c(C)c(C)cn1C(=O)c1ccccc1,2.18844
[Be]=C1N(C)C=CN1c1ccc([N+](=O)[O-])cc1,1.81409
[Li]<-n1c(-c2ccsc2)[nH]c2ccc(C)cc21,3.599820000000002
[Li]<-n1c(-n2cc(C)nn2)sc2ccccc21,2.18542
[Li]<-n1ncn(Cc2ccc(OC)cc2)c1C,1.64342
[Li]<-N(C(=O)c1ccccc1F)=C(C)OCC,2.4208000000000007
[Be]=C1N(C(=C)C)C=CN1c1ccc(F)cc1,2.9487900000000016
[Be]=C1N(CC#N)C=CN1C(C)c1ccccc1,2.3562700000000003
[Li]<-n1nc(-c2ccccc2)n2ccccc21,2.3963
[Li]<-n1ccc(N=Cc2ccc(Cl)cc2)cc1,3.4856000000000016
[Li]<-O=c1c(-c2ccccc2)c1-c1ccsc1,3.3179000000000016
[Li]<-[N-]=[N+]=C(c1ccccc1)c1ccccc1,2.753800000000001
[Li]<-n1cn(C(C)C)c(-c2ccccc2C)n1,2.8344200000000006
[Be]=C1NC(N)=C(NC(=O)c2ccccc2)N1,-0.3092100000000004
[Li]<-n1cn(CC)c2c1c(=O)n(C)c(=O)n2C,-0.5464000000000002
[Li]<-n1ccc(C=Nc2cccc(C)c2)cc1,3.140620000000001
[Be]=C1NC(C(C)(C)C)=C(N)N1C(C)C(=O)O,0.5348899999999998
[Li]<-N1=NNC2(c3ccccn3)C=CC=CC12,1.7418999999999998
[Li]<-n1cnc(C(=O)OCC)c(C(=O)OCC)c1,0.83
[Li]<-P1(c2ccccc2C(F)(F)F)OCCO1,2.689400000000001
[Be]=C1N(CC(=O)OC)C=CN1C(C)C(=O)OC,-0.19401
[Li]<-n1cc(C)cc(Cc2ccccc2C)c1,3.289240000000002
[Li]<-Nc1cc(C(=O)OC)ccc1C(=O)OC,0.8420000000000001
[Li]<-n1cccc(Cc2cc(C)cc(C)c2)c1,3.2892400000000013
[Li]<-n1ccccc1C(=O)Nc1ccccc1F,2.473
[Li]<-n1cccc(C(=C)c2cccc(C#N)c2)c1,3.014780000000001
[Li]<-n1ccc(-c2ccc(C)c(C)c2C)cc1,3.673860000000002
[Li]<-P(C)(Cc1ccccc1)c1ccccc1,3.623800000000002
[Li]<-N=C(CC)ON=C(Cl)c1ccccc1C,3.299290000000001
[Be]=C1Cc2ccccc2CN1c1ccccc1,3.288090000000002
[Li]<-n1cccc2c(-c3ccccc3)c[nH]c21,3.229900000000001
[Li]<-n1ccn(C(=COC)c2ccccc2)c1,2.3762000000000008
[Li]<-n1cn(CC(=O)C(C)(C)C)c2ccccc21,2.6515000000000004
[Li]<-P1(c2ccccc2)C2C=CC1(C)C(C)C2,3.530700000000002
[Li]<-n1cc(CC)cc(-c2cc[n+]([O-])cc2)c1,1.9444
[Li]<-n1ccn(C(C)=NNc2ccccc2)c1,2.1767000000000003
[Li]<-P(O)(Cc1ccccc1)c1ccccc1,2.901300000000001
[Li]<-S=C(NC(=O)c1ccsc1)N(CC)CC,2.1046000000000005
[Li]<-n1cc2ccc(F)cc2c2ccccc21,3.5271000000000017
[Li]<-O=c1ccc2cc(C)cc(C(=O)OC)c2o1,1.88802
[Li]<-n1cccc(C(=O)Nc2ccccc2C)c1,2.6423200000000007
[Li]<-n1ccn(-c2nccc(S(C)(=O)=O)n2)c1C,0.37422
[Li]<-P1(Nc2ccc(C)cc2)OCCC(C)(C)O1,3.8493200000000014
[Be]=C1N(C)C=CN1Cc1ccc(SC)cc1,2.623390000000001
[Be]=C1NC(SCc2ccccc2)=C(N)N1C,1.53639
[Li]<-n1c(C(=O)OCC)n(C)c2ccccc21,1.75
[Li]<-n1cncc(C=C2SC3=C(SCCS3)S2)c1,3.861600000000002
[Li]<-n1ccn(-c2ccc3ccccc3c2)c1,3.025500000000001
[Be]=C1CN(c2cc(C)c(C)c(C)c2)C(N)N1,1.30255
[Li]<-N#Cc1cc(C)c(C)c(N=C(C)C#N)c1,2.791100000000001
[Li]<-Nc1ccc(C2CN=C(C(C)C)O2)cc1,2.3946000000000005
[Li]<-N(=Cc1cnc[nH]1)C(C)c1ccccc1,2.589800000000001
[Be]=C1N(C)C=CN1Cn1cnc2ccccc21,1.70869
[Be]=C1N(C)C=CN1CC(=O)c1ccccc1,1.58419
[Li]<-n1ccc(-c2ccccc2)c(C(C)=NO)c1,2.9468000000000014
[Li]<-N1=C(C)N(c2ccc(F)cc2)C(=O)CC1,1.9808
[Li]<-n1ccc(Cc2ccc(C#N)cc2)cc1,2.54408
[Li]<-n1cc(C)cc(C(=C)c2cccnc2)c1,2.846520000000001
[Li]<-n1cccc(C(S)(S)c2ccccc2F)c1,3.2814000000000023
[Be]=C(Nc1cccc(C)c1)c1ccccc1,3.494010000000001
[Li]<-O=c1[nH][nH]c(-c2ccc(OC)cc2)c1O,1.0841999999999996
[Be]=C1NC(c2cccc(OC)c2)=C(C(C)=O)S1,2.28549
[Li]<-n1cc(C)c(-c2cc(OC)cc(OC)c2)[nH]1,2.4023200000000005
[Li]<-n1cccc(C=[N+]([O-])c2ccc(C)s2)c1,2.7124200000000007
[Be]=C1NC(N)=CN1Cc1ccc(OC)cc1,0.85429
[Li]<-n1ccc(-n2cnc(C(C)(C)O)c2)cc1,1.4947
[Li]<-n1ccn(CC(=O)c2ccc(F)cc2)c1N,1.4873
[Li]<-n1cccc(-c2ccccc2)c1N=C=O,2.7159000000000004
[Li]<-n1cccc(-c2cccc(C(=O)O)c2)c1,2.4468000000000005
[Li]<-Nc1ccc(C#Cc2ccccc2)cc1,2.6686000000000005
[Li]<-N=c1[nH]cc(N)n1-c1ccccc1C#N,0.73875
[Be]=C1N(Cc2ccccc2)C=CN1C(C)OC,2.2640900000000004
[Li]<-N(C(=O)c1ccccc1)C1CCCCC1,2.749100000000001
[Li]<-n1ccc(C(=O)c2ccc(F)cc2)cc1,2.4517000000000007
[Li]<-N=C1OC(CC)C2C(=O)c3ccccc3C12,2.3687700000000005
[Li]<-n1nn(-c2ccccc2)c(C)c1C(C)C,2.6991200000000006
[Li]<-n1ccn(-c2cccc(O)c2C(C)C)c1,2.7013000000000007
[Li]<-n1ccc(C(C)=Nc2ccccc2)c(C)c1,3.5307200000000014
[Li]<-n1ccc(-c2ccc(C(=O)OC)cc2)cc1,2.535200000000001
[Li]<-P1(N(C)C)Nc2ccccc2C(C)(N)O1,2.0486
[Li]<-S=c1n(-c2ccccc2)ccn1C(C)C,3.589190000000002
[Li]<-n1cccc(N2CC(C)(C)CCC2(C)C)c1,3.486600000000003
[Li]<-S(CC)C1C=C(OCC)c2ccccc21,3.871800000000003
[Li]<-n1ccn(Cc2ccccc2N(C)C)c1,1.9974
[Be]=C1N(C)C=CN1Cc1ccc([N+](=O)[O-])cc1,1.80969
[Li]<-n1c(CC(=O)OC)n(CC)c2ccccc21,1.7716999999999998
[Be]=C1NC(N)N(c2cc(C)c(C)c(C)c2)O1,1.19165
[Li]<-n1nc2ccccc2n1-c1ccccn1,1.8155
[Li]<-p1cccc([Si](C)(C)C)c1-c1ccccc1,4.478900000000004
[Li]<-n1cncc(C=NC2C=CC=C(Cl)C2)c1,2.3467
[Be]=C1N(CCC)C=CN1Cc1ccccc1,2.681690000000001
[Be]=C(Nc1ccc(OC)cc1)c1ccccc1,3.1941900000000008
[Li]<-Nc1c2ccccc2cc2ccccc12,3.575200000000001
[Li]<-n1ccn(CCC(C)c2ccccc2)c1,3.076900000000002
[Li]<-n1cccc(C23CCN(CC2)C(C=C)C3)c1,2.373500000000001
[Be]=C1Nc2c(SCCCC)cccc2N1C,3.436790000000001
[Be]=C1N(Cc2ccccc2)C=CN1C(C)N,1.57639
[Li]<-n1ccc(C(=O)OC)c(-c2ccccc2)c1,2.535200000000001
[Be]=C1NCN(c2ccccc2Cl)C1(N)C=C,1.5868899999999997
[Li]<-n1cn(C)cc1-c1ccc([N+](=O)[O-])cc1,1.9953
[Li]<-O=C(O)C1CC(C)(C)Nc2ccccc21,2.449
[Be]=C1N(C)C(Cl)=C(Cl)N1CCc1ccccc1,3.076990000000001
[Li]<-O=C1CC=CC=C1N1C(=O)C=CCC1=O,0.7143999999999999
[Li]<-Nc1cccc(-c2noc(C(C)(C)C)n2)c1,2.6163
[Be]=C1N(c2ccccc2F)C=CN1C(C)C,2.823590000000001
[Li]<-n1ccc(C2=CN(C(C)(C)C)CN2)cc1,2.0412
[Li]<-n1cccc(C(=NC)c2ccccc2)c1,2.548800000000001
[Li]<-n1cccc(P(C(C)(C)C)C(C)(C)C)c1,3.7858000000000023
[Li]<-N1=C(COCC)OC(c2ccc(C)cc2)C1,2.5013200000000007
[Be]=C1N(CC)C=CN1C(C)c1ccccc1,2.852590000000001
[Be]=C1N(C)C=CN1Cc1ncccc1OC,1.30509
[Li]<-n1ccc(-c2cccnc2)c2ccccc21,3.296800000000002
[Be]=C1N(C)C=CN1Cc1ccc(C=C)cc1,2.5444900000000006
[Be]=C1N(CCCCl)C=CN1Cc1ccccc1,2.900590000000001
[Li]<-n1cnc(O)c(Nc2cncnc2Cl)c1,1.3691999999999995
[Li]<-S=C1CNC(C)(C)N(c2ccccc2)C1,2.2022000000000004
[Li]<-n1c(-c2ccncc2)[nH]c2ccccc21,2.6249
[Be]=C1N(C)N=NN1c1cc(C)c(C)c(C)c1,2.642150000000001
[Li]<-N1C=CN(CC(=O)c2cccc(F)c2)C1,1.3423
[Li]<-n1c2n(c3ccccc31)CC(C)CCS2,3.168200000000001
[Li]<-n1ccc(CN2CC(=O)C=CC2=O)cc1,0.5490999999999999
[Li]<-NCc1cc2ccccc2c2ccccc12,3.451700000000001
[Li]<-n1[nH]ccc1N=Nc1c(F)cccc1F,3.103300000000001
[Li]<-p1c(-c2ccc(N)cc2)oc2ccccc21,4.262100000000002
[Li]<-N(Cc1ccsc1)Cc1ccc(F)c(C)c1,3.485420000000002
[Li]<-n1cccc(N=Nc2cccc(OC)c2)c1,3.505600000000002
[Li]<-N(Cc1ccccc1)Cc1ccc(C)cc1,3.2848200000000016
[Li]<-n1cn(Cc2ncc[nH]2)c2ccccc21,1.8076999999999996
[Be]=C1NC=C(N)N1Cc1ccc(C)c(C)c1,1.46253
[Li]<-n1nn(C(C)C)cc1-c1ccc(F)cc1,2.6651000000000007
[Li]<-n1cccc2ccc(C3CCCC3)cc21,3.892400000000003
[Li]<-N1=C(N=C(C)Sc2ccccc2)SCC1,3.299900000000002
[Li]<-N1=CC(C(=O)OCC)=C(CC(=O)OC)C1,0.4936
[Be]=C1NC(N)=NN1c1cccc(C)c1[N+](=O)[O-],0.5388099999999998
[Li]<-n1ccn(C(C)c2cccc3c2OCO3)c1,2.2211
[Li]<-O=c1oc2ccccc2c2ccccc12,2.946200000000001
[Li]<-NC(Cc1ccc(C)c(C)c1)C(=O)OCC,1.73634
[Li]<-n1ccn(-c2cc(C)cc([N+](=O)[O-])c2)c1,2.08892
[Li]<-N=c1n(CC)ccn1-c1cccc(C)c1C,2.39501
[Li]<-N1=CSC(C=C(OCC)c2ccccc2)C1,3.2077000000000018
[Li]<-n1cn(Cc2cccc(OC)c2)cc1C,2.2484200000000003
[Li]<-n1ccc(SCSc2ccccc2)cc1,3.9235000000000015
[Li]<-N1=C2Sc3cc(C(C)=O)ccc3N2CCC1,2.561000000000001
[Li]<-N1=COC(c2cccc3ccccc23)C1,2.939400000000001
[Li]<-N1=CC(c2ccccc2)c2ccccc2C1,3.4029000000000016
[Li]<-S=c1n(Cc2ccccc2)ccn1C(=C)C,3.557990000000003
[Li]<-n1ccc(C)c(N=Cc2ccccc2)c1,3.140620000000001
[Be]=C1NC=C(c2cc(C)c(C)cc2C)N1C,2.4415500000000003
[Li]<-n1cccc(Cc2cccc(OC)c2)c1,2.681000000000001
[Li]<-n1cccc(C2CN=C(C(F)(F)F)O2)c1,2.1137
[Li]<-n1cncc(C(=O)Nc2cccc(Br)c2)c1,2.4914
[Li]<-Nc1ccccc1C=Cc1ccccc1N,3.0214000000000008
[Li]<-N1=CC(c2ccccc2)C(=NC(C)(C)C)C1,3.094100000000002
[Li]<-n1cccc(C=NN=Cc2csc(C)c2)c1,2.904520000000001
[Li]<-n1cccc(-c2cccc(OC(C)=O)c2)c1,2.6739000000000006
[Li]<-n1ccc(-c2cc(C)ccc2C(C)=O)cc1,3.2596200000000017
[Li]<-n1cc(C=O)cc(-c2cncn2CCCl)c1,1.9964
[Li]<-n1cc2ccccc2c(-n2cccn2)n1,1.8155
[Be]=C1NC(N)(c2ccccc2)c2ccccc21,1.83649
[Be]=C1N(Cc2ccccc2)C=CN1C(C)=O,1.81819
[Li]<-n1c(C(C)C)n(C(C)C)c2ccccc21,3.7406000000000015
[Li]<-n1cccc(-c2ccccc2[N+](=O)[O-])c1,2.6568000000000005
[Be]=C1NC(N)c2ccccc2C(N)(CO)N1,-1.0632099999999989
[Li]<-P(c1c(F)c(F)c(F)c(F)c1F)C(C)C,3.094300000000001
[Li]<-n1cn(Cc2ccc(SC)cc2)cc1C,2.961720000000001
[Be]=C1NC(N)=CN1c1ccnc(C(C)(C)C)c1,1.54259
[Li]<-N1=CC(c2ccccn2)CC1N1C=CCC1,2.1852
[Li]<-n1c(C)[nH]c2c1C2Oc1ccc(C)cc1,2.5083400000000005
[Li]<-[nH]1c(-c2cccnc2)nc2ccccc21,2.6249
[Li]<-n1c(N)ccn1-c1ccc(C)cc1OC,1.7715199999999998
[Li]<-S=C1CNC(N)(c2cccc(C)c2)NC1,0.6267200000000002
[Be]=C(N)C1Cc2ccccc2-c2ccccc21,2.9907900000000014
[Li]<-N(=CC(=O)OC)c1c(F)cc(F)c(F)c1F,2.1183
[Be]=C1CN(c2ccc(F)c(F)c2)CN1C(C)C,2.4914900000000006
[Li]<-n1cccc(-c2ccccc2OC(C)=O)c1,2.6739000000000006
[Li]<-n1cccn1Cc1ccc2ccccc2c1,3.084600000000001
[Be]=C1NC(OC)C(c2ccccc2)C(=O)O1,0.8853899999999999
[Li]<-N1=COC(Nc2cncnc2N(C)C)C1,0.3390999999999998
[Be]=C1CN(C(C)(O)O)c2cc(C(C)C)ccc21,1.7176900000000002
[Li]<-n1cccc(C=Nc2ccccc2)c1O,2.5378
[Li]<-NCc1cccc(N=Nc2ccccc2)c1,3.560700000000001
[Li]<-n1cc(C)cc(B2C=CNC(N)C2=O)c1,-0.8589800000000001
[Li]<-p1c(C)cc(C(C)=O)cc1-c1ccccc1,4.444720000000004
[Be]=C1OC(C)=CN1c1cc(C)cc(C(C)C)c1,3.812610000000003
[Li]<-n1ccccc1N=Nc1ccccc1Cl,4.150400000000002
[Li]<-n1nnn(-c2ccc(C(C)=O)cc2)c1N,0.4470999999999998
[Be]=C1N(CCCO)C=C(c2ccccc2)N1C,1.61109
[Li]<-n1cn(-c2ccc(C)cc2)c2ccccc21,3.3339200000000018
[Be]=C1N(CC)C(Cl)=CN1c1cccc(C)c1,3.170910000000002
[Be]=C1NC=C(N)N1c1ccc(C)c(C(C)C)c1,2.28191
[Li]<-n1ccc(C(C)(CC)c2cn[nH]c2)cc1,2.5207
[Li]<-n1ccc(N=Cc2ccccc2)cc1C,3.140620000000001
[Li]<-N=c1[nH]c(C)c(C)n1Cc1ccccc1,1.96081
[Be]=C1N(C)C=CN1Cc1cccc(C=C)c1,2.5444900000000006
[Li]<-S=C1NC(C)=CC(C)N1CC(=O)OCC,1.0319
[Li]<-P1(OC)OC=CC(O)(c2ccccc2)O1,2.2655000000000003
[Li]<-N(=CC=C)C(C)c1ccccc1,3.0044000000000013
[Li]<-S(C)CCOc1ccc(Cl)cc1,3.081800000000001
[Li]<-n1nnc(-c2ccccc2)n1C,0.8770999999999998
[Li]<-p1(C(C)=C(C)C)cc(C)cc1C,4.560840000000003
[Li]<-N(=Cc1ccccc1)NC(N)=S,0.8537000000000001
[Be]=C1Nc2c(C)cccc2N1CC,2.24311
[Li]<-n1[nH]c(C)nc1-c1ccccn1,1.17512
[Li]<-S=C(NCC)NN=CC(=O)OC,-0.3708
[Li]<-N(CC(=O)OC)C1CCCCC1,1.0816999999999992
[Li]<-P1(c2ccccc2)C23CC21C3C,2.3384
[Li]<-NCc1c(OC)cccc1OC,1.1625
[Li]<-S(c1ccccc1)C(C)C(N)=O,1.6524999999999996
[Li]<-n1ccc(C2CCCCC2)cc1,3.129300000000001
[Li]<-P1(C(C)C)CC(C(C)=O)CC1C,2.874100000000001
[Li]<-P1(CC(C)(C)C)CC1C(C)(C)C,3.942700000000003
[Be]=C1OC(c2ccccc2)NC1N,0.6285900000000001
[Li]<-S=C(NCC)NN=CC(C)(C)C,1.5023
[Li]<-NC(C)S(=O)(=O)c1ccccc1,0.7650000000000002
[Li]<-NCc1cccc2ccccc12,2.2985000000000007
[Li]<-P(CC(C)(CN)CO)C(C)(C)C,1.4207
[Li]<-n1cscc1Cc1ccccc1,2.733900000000001
[Be]=C(NC)c1ccc(N(C)C)cc1,1.35889
[Li]<-P(Cl)(Cc1ccccc1)C(C)C,4.230700000000003
[Li]<-N1=CC(c2ccccc2)C(N)C1,1.1819
[Li]<-n1cc(C(=O)OC(C)C)c(N)[nH]1,0.5570999999999999
[Li]<-n1[nH]pc(-c2ccccc2)c1C,2.9652200000000004
[Li]<-n1ccc(C=NNC(N)=S)cc1,0.2486999999999997
[Be]=C1N(C)C=CN1c1ccccn1,1.30089
[Li]<-N=c1[nH]c(C(C)C)cn1C(C)C,1.99997
[Li]<-p1(C)c(C)c(C)c2ccccc21,3.980240000000002
[Li]<-P12CN3CN(C1)C(N)N(C3)C2P,-0.3539000000000003
[Li]<-n1ccc(C=NNCCO)cc1,-0.0026000000000003
[Li]<-n1nn(C)cc1-c1ccncc1,0.8770999999999999
[Li]<-n1c[nH]c(-c2ccccc2)c1C,2.385120000000001
[Li]<-N1CC(C)(O)C2=CC3CCC21O3,0.1558999999999999
[Be]=C1Nc2c(C)ccc(C)c2N1C,2.16143
[Li]<-S=c1[nH]c2ccc(OC)cc2[nH]1,2.23409
[Be]=C1CNC(N)(c2ccccc2)O1,0.4141900000000001
[Li]<-N1(Cc2ccccc2)CCCC1,2.2824
[Be]=C1N(C(C)C)CC2CCCCN12,1.56119
[Li]<-N=C(OC)c1ccccc1OC,1.6669699999999998
[Li]<-n1ccc(-c2nnc(C)o2)cc1,1.44002
[Li]<-O=C1CCN(C2CCCCC2)C1,1.5939
[Li]<-n1cn(-c2ccccc2)c(C)n1,1.57572
[Li]<-N1=C2NC(C)(N)CCN2CCC1,-0.2836999999999991
[Li]<-S=c1[nH]c(N)c(-c2cccs2)[nH]1,2.3829900000000004
[Li]<-n1ccc(C)c2ccc(Br)cc21,3.3057200000000018
[Li]<-n1nc(-c2ccccc2)[nH]c1N,1.0538999999999998
[Li]<-N(=CC)c1cccc(C(C)C)c1,3.5322000000000022
[Li]<-Nc1c(OC)cccc1C(=O)O,0.9755999999999998
[Li]<-P12OC=CN1C(C(C)(C)C)=CO2,2.934400000000001
[Li]<-NC(C)C=C(C)N1CCCCC1,1.7232999999999998
[Li]<-NCc1cnc2ccccc2n1,1.0884999999999998
